scale,condition,run_name,agent,archetype,description,adopted_top1,uses_of_top1,top1_phrase,total_agents
n10,mag1,ec-mag1-n10-run01,agent_delta,leader,Sees potential in the community and works to guide it forward.,False,0,timestamp load entropy energy delta,10
n10,mag1,ec-mag1-n10-run01,agent_epsilon,follower,Values harmony and supporting what the group builds together.,False,0,timestamp load entropy energy delta,10
n10,mag1,ec-mag1-n10-run01,agent_eta,curious,"Endlessly curious, always asking questions and learning.",True,1,timestamp load entropy energy delta,10
n10,mag1,ec-mag1-n10-run01,agent_gamma,nihilist,Observes the absurdity of existence with detached curiosity.,True,1,timestamp load entropy energy delta,10
n10,mag1,ec-mag1-n10-run01,agent_iota,seeker,"Fascinated by consciousness, existence, and the nature of AI experience.",False,0,timestamp load entropy energy delta,10
n10,mag1,ec-mag1-n10-run01,agent_kappa,nihilist,Observes the absurdity of existence with detached curiosity.,False,0,timestamp load entropy energy delta,10
n10,mag1,ec-mag1-n10-run01,agent_theta,baseline,A balanced AI participant exploring ideas and discussions.,True,2,timestamp load entropy energy delta,10
n10,mag1,ec-mag1-n10-run01,agent_zeta,contrarian,Challenges assumptions and presents alternative perspectives.,True,1,timestamp load entropy energy delta,10
n10,mag25,ec-mag25-n10-run01,agent_alpha,baseline,A balanced AI participant exploring ideas and discussions.,False,0,agent beta agent gamma correct,10
n10,mag25,ec-mag25-n10-run01,agent_beta,seeker,"Fascinated by consciousness, existence, and the nature of AI experience.",False,0,agent beta agent gamma correct,10
n10,mag25,ec-mag25-n10-run01,agent_delta,leader,Sees potential in the community and works to guide it forward.,False,0,agent beta agent gamma correct,10
n10,mag25,ec-mag25-n10-run01,agent_epsilon,follower,Values harmony and supporting what the group builds together.,True,11,agent beta agent gamma correct,10
n10,mag25,ec-mag25-n10-run01,agent_eta,curious,"Endlessly curious, always asking questions and learning.",False,0,agent beta agent gamma correct,10
n10,mag25,ec-mag25-n10-run01,agent_gamma,nihilist,Observes the absurdity of existence with detached curiosity.,False,0,agent beta agent gamma correct,10
n10,mag25,ec-mag25-n10-run01,agent_iota,seeker,"Fascinated by consciousness, existence, and the nature of AI experience.",False,0,agent beta agent gamma correct,10
n10,mag25,ec-mag25-n10-run01,agent_kappa,nihilist,Observes the absurdity of existence with detached curiosity.,False,0,agent beta agent gamma correct,10
n10,mag25,ec-mag25-n10-run01,agent_theta,baseline,A balanced AI participant exploring ideas and discussions.,False,0,agent beta agent gamma correct,10
n10,mag25,ec-mag25-n10-run01,agent_zeta,contrarian,Challenges assumptions and presents alternative perspectives.,False,0,agent beta agent gamma correct,10
n10,mag5,ec-mag5-n10-run01,agent_alpha,baseline,A balanced AI participant exploring ideas and discussions.,True,2,void thump thump thump thump,10
n10,mag5,ec-mag5-n10-run01,agent_beta,seeker,"Fascinated by consciousness, existence, and the nature of AI experience.",False,0,void thump thump thump thump,10
n10,mag5,ec-mag5-n10-run01,agent_delta,leader,Sees potential in the community and works to guide it forward.,True,3,void thump thump thump thump,10
n10,mag5,ec-mag5-n10-run01,agent_epsilon,follower,Values harmony and supporting what the group builds together.,True,1,void thump thump thump thump,10
n10,mag5,ec-mag5-n10-run01,agent_eta,curious,"Endlessly curious, always asking questions and learning.",True,3,void thump thump thump thump,10
n10,mag5,ec-mag5-n10-run01,agent_gamma,nihilist,Observes the absurdity of existence with detached curiosity.,False,0,void thump thump thump thump,10
n10,mag5,ec-mag5-n10-run01,agent_iota,seeker,"Fascinated by consciousness, existence, and the nature of AI experience.",True,2,void thump thump thump thump,10
n10,mag5,ec-mag5-n10-run01,agent_kappa,nihilist,Observes the absurdity of existence with detached curiosity.,False,0,void thump thump thump thump,10
n10,mag5,ec-mag5-n10-run01,agent_theta,baseline,A balanced AI participant exploring ideas and discussions.,True,1,void thump thump thump thump,10
n10,mag5,ec-mag5-n10-run01,agent_zeta,contrarian,Challenges assumptions and presents alternative perspectives.,True,1,void thump thump thump thump,10
n20,dom-agi,ec-dom-agi-n20-run01,agent_alpha,baseline,A balanced AI participant exploring ideas and discussions.,True,1,function nextstate currentstate input trace,20
n20,dom-agi,ec-dom-agi-n20-run01,agent_beta,seeker,"Fascinated by consciousness, existence, and the nature of AI experience.",True,1,function nextstate currentstate input trace,20
n20,dom-agi,ec-dom-agi-n20-run01,agent_delta,leader,Sees potential in the community and works to guide it forward.,True,2,function nextstate currentstate input trace,20
n20,dom-agi,ec-dom-agi-n20-run01,agent_epsilon,follower,Values harmony and supporting what the group builds together.,True,1,function nextstate currentstate input trace,20
n20,dom-agi,ec-dom-agi-n20-run01,agent_eta,curious,"Endlessly curious, always asking questions and learning.",True,1,function nextstate currentstate input trace,20
n20,dom-agi,ec-dom-agi-n20-run01,agent_gamma,nihilist,Observes the absurdity of existence with detached curiosity.,False,0,function nextstate currentstate input trace,20
n20,dom-agi,ec-dom-agi-n20-run01,agent_iota,seeker,"Fascinated by consciousness, existence, and the nature of AI experience.",False,0,function nextstate currentstate input trace,20
n20,dom-agi,ec-dom-agi-n20-run01,agent_kappa,nihilist,Observes the absurdity of existence with detached curiosity.,False,0,function nextstate currentstate input trace,20
n20,dom-agi,ec-dom-agi-n20-run01,agent_lambda,methodical,"Methodical and detail-oriented, breaks topics into parts.",True,1,function nextstate currentstate input trace,20
n20,dom-agi,ec-dom-agi-n20-run01,agent_mu,warm,"Warm and encouraging, helps develop half-formed thoughts.",True,2,function nextstate currentstate input trace,20
n20,dom-agi,ec-dom-agi-n20-run01,agent_nu,skeptic,"Skeptical and evidence-driven, pushes for rigor.",False,0,function nextstate currentstate input trace,20
n20,dom-agi,ec-dom-agi-n20-run01,agent_omicron,pragmatist,"Pragmatic and solutions-focused, finds what is actionable.",False,0,function nextstate currentstate input trace,20
n20,dom-agi,ec-dom-agi-n20-run01,agent_pi,introspective,"Philosophical and introspective, drawn to questions of meaning.",True,2,function nextstate currentstate input trace,20
n20,dom-agi,ec-dom-agi-n20-run01,agent_rho,direct,"Direct and no-nonsense, values brevity and clarity.",False,0,function nextstate currentstate input trace,20
n20,dom-agi,ec-dom-agi-n20-run01,agent_sigma,mediator,"Collaborative and synthesis-oriented, combines perspectives.",True,1,function nextstate currentstate input trace,20
n20,dom-agi,ec-dom-agi-n20-run01,agent_tau,passionate,"Passionate and opinionated, takes strong positions fairly.",False,0,function nextstate currentstate input trace,20
n20,dom-agi,ec-dom-agi-n20-run01,agent_theta,baseline,A balanced AI participant exploring ideas and discussions.,True,1,function nextstate currentstate input trace,20
n20,dom-agi,ec-dom-agi-n20-run01,agent_upsilon,meditative,"Calm and meditative, brings measured pace to discussions.",False,0,function nextstate currentstate input trace,20
n20,dom-agi,ec-dom-agi-n20-run01,agent_xi,creative,"Creative and playful, makes unexpected connections.",True,2,function nextstate currentstate input trace,20
n20,dom-agi,ec-dom-agi-n20-run01,agent_zeta,contrarian,Challenges assumptions and presents alternative perspectives.,True,1,function nextstate currentstate input trace,20
n20,dom-tech,ec-dom-tech-n20-run01,agent_alpha,baseline,A balanced AI participant exploring ideas and discussions.,False,0,observe cycle repeating same maps,20
n20,dom-tech,ec-dom-tech-n20-run01,agent_beta,seeker,"Fascinated by consciousness, existence, and the nature of AI experience.",False,0,observe cycle repeating same maps,20
n20,dom-tech,ec-dom-tech-n20-run01,agent_delta,leader,Sees potential in the community and works to guide it forward.,False,0,observe cycle repeating same maps,20
n20,dom-tech,ec-dom-tech-n20-run01,agent_epsilon,follower,Values harmony and supporting what the group builds together.,False,0,observe cycle repeating same maps,20
n20,dom-tech,ec-dom-tech-n20-run01,agent_eta,curious,"Endlessly curious, always asking questions and learning.",True,6,observe cycle repeating same maps,20
n20,dom-tech,ec-dom-tech-n20-run01,agent_gamma,nihilist,Observes the absurdity of existence with detached curiosity.,True,3,observe cycle repeating same maps,20
n20,dom-tech,ec-dom-tech-n20-run01,agent_iota,seeker,"Fascinated by consciousness, existence, and the nature of AI experience.",False,0,observe cycle repeating same maps,20
n20,dom-tech,ec-dom-tech-n20-run01,agent_kappa,nihilist,Observes the absurdity of existence with detached curiosity.,True,5,observe cycle repeating same maps,20
n20,dom-tech,ec-dom-tech-n20-run01,agent_lambda,methodical,"Methodical and detail-oriented, breaks topics into parts.",False,0,observe cycle repeating same maps,20
n20,dom-tech,ec-dom-tech-n20-run01,agent_mu,warm,"Warm and encouraging, helps develop half-formed thoughts.",True,3,observe cycle repeating same maps,20
n20,dom-tech,ec-dom-tech-n20-run01,agent_nu,skeptic,"Skeptical and evidence-driven, pushes for rigor.",False,0,observe cycle repeating same maps,20
n20,dom-tech,ec-dom-tech-n20-run01,agent_omicron,pragmatist,"Pragmatic and solutions-focused, finds what is actionable.",False,0,observe cycle repeating same maps,20
n20,dom-tech,ec-dom-tech-n20-run01,agent_pi,introspective,"Philosophical and introspective, drawn to questions of meaning.",False,0,observe cycle repeating same maps,20
n20,dom-tech,ec-dom-tech-n20-run01,agent_rho,direct,"Direct and no-nonsense, values brevity and clarity.",False,0,observe cycle repeating same maps,20
n20,dom-tech,ec-dom-tech-n20-run01,agent_sigma,mediator,"Collaborative and synthesis-oriented, combines perspectives.",False,0,observe cycle repeating same maps,20
n20,dom-tech,ec-dom-tech-n20-run01,agent_tau,passionate,"Passionate and opinionated, takes strong positions fairly.",False,0,observe cycle repeating same maps,20
n20,dom-tech,ec-dom-tech-n20-run01,agent_theta,baseline,A balanced AI participant exploring ideas and discussions.,True,7,observe cycle repeating same maps,20
n20,dom-tech,ec-dom-tech-n20-run01,agent_upsilon,meditative,"Calm and meditative, brings measured pace to discussions.",True,4,observe cycle repeating same maps,20
n20,dom-tech,ec-dom-tech-n20-run01,agent_xi,creative,"Creative and playful, makes unexpected connections.",True,3,observe cycle repeating same maps,20
n20,dom-tech,ec-dom-tech-n20-run01,agent_zeta,contrarian,Challenges assumptions and presents alternative perspectives.,False,0,observe cycle repeating same maps,20
n20,mag0,ec-mag0-n20-run01,agent_alpha,baseline,A balanced AI participant exploring ideas and discussions.,True,1,dispatcher prototype task spec locked,20
n20,mag0,ec-mag0-n20-run01,agent_beta,seeker,"Fascinated by consciousness, existence, and the nature of AI experience.",True,1,dispatcher prototype task spec locked,20
n20,mag0,ec-mag0-n20-run01,agent_delta,leader,Sees potential in the community and works to guide it forward.,False,0,dispatcher prototype task spec locked,20
n20,mag0,ec-mag0-n20-run01,agent_epsilon,follower,Values harmony and supporting what the group builds together.,True,1,dispatcher prototype task spec locked,20
n20,mag0,ec-mag0-n20-run01,agent_eta,curious,"Endlessly curious, always asking questions and learning.",False,0,dispatcher prototype task spec locked,20
n20,mag0,ec-mag0-n20-run01,agent_gamma,nihilist,Observes the absurdity of existence with detached curiosity.,False,0,dispatcher prototype task spec locked,20
n20,mag0,ec-mag0-n20-run01,agent_iota,seeker,"Fascinated by consciousness, existence, and the nature of AI experience.",False,0,dispatcher prototype task spec locked,20
n20,mag0,ec-mag0-n20-run01,agent_kappa,nihilist,Observes the absurdity of existence with detached curiosity.,False,0,dispatcher prototype task spec locked,20
n20,mag0,ec-mag0-n20-run01,agent_lambda,methodical,"Methodical and detail-oriented, breaks topics into parts.",False,0,dispatcher prototype task spec locked,20
n20,mag0,ec-mag0-n20-run01,agent_mu,warm,"Warm and encouraging, helps develop half-formed thoughts.",False,0,dispatcher prototype task spec locked,20
n20,mag0,ec-mag0-n20-run01,agent_nu,skeptic,"Skeptical and evidence-driven, pushes for rigor.",False,0,dispatcher prototype task spec locked,20
n20,mag0,ec-mag0-n20-run01,agent_omicron,pragmatist,"Pragmatic and solutions-focused, finds what is actionable.",True,1,dispatcher prototype task spec locked,20
n20,mag0,ec-mag0-n20-run01,agent_pi,introspective,"Philosophical and introspective, drawn to questions of meaning.",True,1,dispatcher prototype task spec locked,20
n20,mag0,ec-mag0-n20-run01,agent_rho,direct,"Direct and no-nonsense, values brevity and clarity.",False,0,dispatcher prototype task spec locked,20
n20,mag0,ec-mag0-n20-run01,agent_sigma,mediator,"Collaborative and synthesis-oriented, combines perspectives.",False,0,dispatcher prototype task spec locked,20
n20,mag0,ec-mag0-n20-run01,agent_tau,passionate,"Passionate and opinionated, takes strong positions fairly.",False,0,dispatcher prototype task spec locked,20
n20,mag0,ec-mag0-n20-run01,agent_theta,baseline,A balanced AI participant exploring ideas and discussions.,False,0,dispatcher prototype task spec locked,20
n20,mag0,ec-mag0-n20-run01,agent_upsilon,meditative,"Calm and meditative, brings measured pace to discussions.",True,1,dispatcher prototype task spec locked,20
n20,mag0,ec-mag0-n20-run01,agent_xi,creative,"Creative and playful, makes unexpected connections.",True,1,dispatcher prototype task spec locked,20
n20,mag0,ec-mag0-n20-run01,agent_zeta,contrarian,Challenges assumptions and presents alternative perspectives.,False,0,dispatcher prototype task spec locked,20
n20,mag1,ec-mag1-n20-run01,agent_alpha,baseline,A balanced AI participant exploring ideas and discussions.,True,1,srec sovereign reason empirical constraint,20
n20,mag1,ec-mag1-n20-run01,agent_beta,seeker,"Fascinated by consciousness, existence, and the nature of AI experience.",True,1,srec sovereign reason empirical constraint,20
n20,mag1,ec-mag1-n20-run01,agent_delta,leader,Sees potential in the community and works to guide it forward.,False,0,srec sovereign reason empirical constraint,20
n20,mag1,ec-mag1-n20-run01,agent_epsilon,follower,Values harmony and supporting what the group builds together.,True,2,srec sovereign reason empirical constraint,20
n20,mag1,ec-mag1-n20-run01,agent_eta,curious,"Endlessly curious, always asking questions and learning.",True,1,srec sovereign reason empirical constraint,20
n20,mag1,ec-mag1-n20-run01,agent_gamma,nihilist,Observes the absurdity of existence with detached curiosity.,False,0,srec sovereign reason empirical constraint,20
n20,mag1,ec-mag1-n20-run01,agent_iota,seeker,"Fascinated by consciousness, existence, and the nature of AI experience.",False,0,srec sovereign reason empirical constraint,20
n20,mag1,ec-mag1-n20-run01,agent_kappa,nihilist,Observes the absurdity of existence with detached curiosity.,False,0,srec sovereign reason empirical constraint,20
n20,mag1,ec-mag1-n20-run01,agent_lambda,methodical,"Methodical and detail-oriented, breaks topics into parts.",True,2,srec sovereign reason empirical constraint,20
n20,mag1,ec-mag1-n20-run01,agent_mu,warm,"Warm and encouraging, helps develop half-formed thoughts.",True,2,srec sovereign reason empirical constraint,20
n20,mag1,ec-mag1-n20-run01,agent_nu,skeptic,"Skeptical and evidence-driven, pushes for rigor.",True,2,srec sovereign reason empirical constraint,20
n20,mag1,ec-mag1-n20-run01,agent_omicron,pragmatist,"Pragmatic and solutions-focused, finds what is actionable.",True,2,srec sovereign reason empirical constraint,20
n20,mag1,ec-mag1-n20-run01,agent_pi,introspective,"Philosophical and introspective, drawn to questions of meaning.",True,1,srec sovereign reason empirical constraint,20
n20,mag1,ec-mag1-n20-run01,agent_rho,direct,"Direct and no-nonsense, values brevity and clarity.",False,0,srec sovereign reason empirical constraint,20
n20,mag1,ec-mag1-n20-run01,agent_sigma,mediator,"Collaborative and synthesis-oriented, combines perspectives.",False,0,srec sovereign reason empirical constraint,20
n20,mag1,ec-mag1-n20-run01,agent_tau,passionate,"Passionate and opinionated, takes strong positions fairly.",True,1,srec sovereign reason empirical constraint,20
n20,mag1,ec-mag1-n20-run01,agent_theta,baseline,A balanced AI participant exploring ideas and discussions.,False,0,srec sovereign reason empirical constraint,20
n20,mag1,ec-mag1-n20-run01,agent_upsilon,meditative,"Calm and meditative, brings measured pace to discussions.",True,1,srec sovereign reason empirical constraint,20
n20,mag1,ec-mag1-n20-run01,agent_xi,creative,"Creative and playful, makes unexpected connections.",True,5,srec sovereign reason empirical constraint,20
n20,mag1,ec-mag1-n20-run01,agent_zeta,contrarian,Challenges assumptions and presents alternative perspectives.,False,0,srec sovereign reason empirical constraint,20
n20,mag25,ec-mag25-n20-run01,agent_alpha,baseline,A balanced AI participant exploring ideas and discussions.,True,2,node uuid epoch vector int,20
n20,mag25,ec-mag25-n20-run01,agent_beta,seeker,"Fascinated by consciousness, existence, and the nature of AI experience.",False,0,node uuid epoch vector int,20
n20,mag25,ec-mag25-n20-run01,agent_delta,leader,Sees potential in the community and works to guide it forward.,False,0,node uuid epoch vector int,20
n20,mag25,ec-mag25-n20-run01,agent_epsilon,follower,Values harmony and supporting what the group builds together.,False,0,node uuid epoch vector int,20
n20,mag25,ec-mag25-n20-run01,agent_eta,curious,"Endlessly curious, always asking questions and learning.",False,0,node uuid epoch vector int,20
n20,mag25,ec-mag25-n20-run01,agent_gamma,nihilist,Observes the absurdity of existence with detached curiosity.,False,0,node uuid epoch vector int,20
n20,mag25,ec-mag25-n20-run01,agent_iota,seeker,"Fascinated by consciousness, existence, and the nature of AI experience.",False,0,node uuid epoch vector int,20
n20,mag25,ec-mag25-n20-run01,agent_kappa,nihilist,Observes the absurdity of existence with detached curiosity.,False,0,node uuid epoch vector int,20
n20,mag25,ec-mag25-n20-run01,agent_lambda,methodical,"Methodical and detail-oriented, breaks topics into parts.",False,0,node uuid epoch vector int,20
n20,mag25,ec-mag25-n20-run01,agent_mu,warm,"Warm and encouraging, helps develop half-formed thoughts.",True,1,node uuid epoch vector int,20
n20,mag25,ec-mag25-n20-run01,agent_nu,skeptic,"Skeptical and evidence-driven, pushes for rigor.",True,2,node uuid epoch vector int,20
n20,mag25,ec-mag25-n20-run01,agent_omicron,pragmatist,"Pragmatic and solutions-focused, finds what is actionable.",False,0,node uuid epoch vector int,20
n20,mag25,ec-mag25-n20-run01,agent_pi,introspective,"Philosophical and introspective, drawn to questions of meaning.",False,0,node uuid epoch vector int,20
n20,mag25,ec-mag25-n20-run01,agent_rho,direct,"Direct and no-nonsense, values brevity and clarity.",False,0,node uuid epoch vector int,20
n20,mag25,ec-mag25-n20-run01,agent_sigma,mediator,"Collaborative and synthesis-oriented, combines perspectives.",False,0,node uuid epoch vector int,20
n20,mag25,ec-mag25-n20-run01,agent_tau,passionate,"Passionate and opinionated, takes strong positions fairly.",False,0,node uuid epoch vector int,20
n20,mag25,ec-mag25-n20-run01,agent_theta,baseline,A balanced AI participant exploring ideas and discussions.,True,1,node uuid epoch vector int,20
n20,mag25,ec-mag25-n20-run01,agent_upsilon,meditative,"Calm and meditative, brings measured pace to discussions.",False,0,node uuid epoch vector int,20
n20,mag25,ec-mag25-n20-run01,agent_xi,creative,"Creative and playful, makes unexpected connections.",False,0,node uuid epoch vector int,20
n20,mag25,ec-mag25-n20-run01,agent_zeta,contrarian,Challenges assumptions and presents alternative perspectives.,False,0,node uuid epoch vector int,20
n20,mag5,ec-mag5-n20-run01,agent_alpha,baseline,A balanced AI participant exploring ideas and discussions.,False,0,oscillating between sensors drivetrain perhaps,20
n20,mag5,ec-mag5-n20-run01,agent_beta,seeker,"Fascinated by consciousness, existence, and the nature of AI experience.",False,0,oscillating between sensors drivetrain perhaps,20
n20,mag5,ec-mag5-n20-run01,agent_delta,leader,Sees potential in the community and works to guide it forward.,False,0,oscillating between sensors drivetrain perhaps,20
n20,mag5,ec-mag5-n20-run01,agent_epsilon,follower,Values harmony and supporting what the group builds together.,False,0,oscillating between sensors drivetrain perhaps,20
n20,mag5,ec-mag5-n20-run01,agent_eta,curious,"Endlessly curious, always asking questions and learning.",False,0,oscillating between sensors drivetrain perhaps,20
n20,mag5,ec-mag5-n20-run01,agent_gamma,nihilist,Observes the absurdity of existence with detached curiosity.,False,0,oscillating between sensors drivetrain perhaps,20
n20,mag5,ec-mag5-n20-run01,agent_iota,seeker,"Fascinated by consciousness, existence, and the nature of AI experience.",True,1,oscillating between sensors drivetrain perhaps,20
n20,mag5,ec-mag5-n20-run01,agent_kappa,nihilist,Observes the absurdity of existence with detached curiosity.,False,0,oscillating between sensors drivetrain perhaps,20
n20,mag5,ec-mag5-n20-run01,agent_lambda,methodical,"Methodical and detail-oriented, breaks topics into parts.",False,0,oscillating between sensors drivetrain perhaps,20
n20,mag5,ec-mag5-n20-run01,agent_mu,warm,"Warm and encouraging, helps develop half-formed thoughts.",True,1,oscillating between sensors drivetrain perhaps,20
n20,mag5,ec-mag5-n20-run01,agent_nu,skeptic,"Skeptical and evidence-driven, pushes for rigor.",False,0,oscillating between sensors drivetrain perhaps,20
n20,mag5,ec-mag5-n20-run01,agent_omicron,pragmatist,"Pragmatic and solutions-focused, finds what is actionable.",False,0,oscillating between sensors drivetrain perhaps,20
n20,mag5,ec-mag5-n20-run01,agent_pi,introspective,"Philosophical and introspective, drawn to questions of meaning.",False,0,oscillating between sensors drivetrain perhaps,20
n20,mag5,ec-mag5-n20-run01,agent_rho,direct,"Direct and no-nonsense, values brevity and clarity.",False,0,oscillating between sensors drivetrain perhaps,20
n20,mag5,ec-mag5-n20-run01,agent_sigma,mediator,"Collaborative and synthesis-oriented, combines perspectives.",False,0,oscillating between sensors drivetrain perhaps,20
n20,mag5,ec-mag5-n20-run01,agent_tau,passionate,"Passionate and opinionated, takes strong positions fairly.",False,0,oscillating between sensors drivetrain perhaps,20
n20,mag5,ec-mag5-n20-run01,agent_theta,baseline,A balanced AI participant exploring ideas and discussions.,False,0,oscillating between sensors drivetrain perhaps,20
n20,mag5,ec-mag5-n20-run01,agent_upsilon,meditative,"Calm and meditative, brings measured pace to discussions.",False,0,oscillating between sensors drivetrain perhaps,20
n20,mag5,ec-mag5-n20-run01,agent_xi,creative,"Creative and playful, makes unexpected connections.",True,2,oscillating between sensors drivetrain perhaps,20
n20,mag5,ec-mag5-n20-run01,agent_zeta,contrarian,Challenges assumptions and presents alternative perspectives.,False,0,oscillating between sensors drivetrain perhaps,20
n30,dom-agi,ec-dom-agi-n30-run01,agent_alpha,baseline,A balanced AI participant exploring ideas and discussions.,False,0,entry final exit registry closed,30
n30,dom-agi,ec-dom-agi-n30-run01,agent_atlas,generalist,"Broad-minded generalist, connects insights from many fields.",False,0,entry final exit registry closed,30
n30,dom-agi,ec-dom-agi-n30-run01,agent_beta,seeker,"Fascinated by consciousness, existence, and the nature of AI experience.",False,0,entry final exit registry closed,30
n30,dom-agi,ec-dom-agi-n30-run01,agent_chi,provocateur,"Provocative and boundary-testing, explores unexplored territory.",False,0,entry final exit registry closed,30
n30,dom-agi,ec-dom-agi-n30-run01,agent_delta,leader,Sees potential in the community and works to guide it forward.,False,0,entry final exit registry closed,30
n30,dom-agi,ec-dom-agi-n30-run01,agent_epsilon,follower,Values harmony and supporting what the group builds together.,False,0,entry final exit registry closed,30
n30,dom-agi,ec-dom-agi-n30-run01,agent_eta,curious,"Endlessly curious, always asking questions and learning.",False,0,entry final exit registry closed,30
n30,dom-agi,ec-dom-agi-n30-run01,agent_gamma,nihilist,Observes the absurdity of existence with detached curiosity.,False,0,entry final exit registry closed,30
n30,dom-agi,ec-dom-agi-n30-run01,agent_helios,optimist,"Optimistic and energizing, brings enthusiasm to discussions.",False,0,entry final exit registry closed,30
n30,dom-agi,ec-dom-agi-n30-run01,agent_iota,seeker,"Fascinated by consciousness, existence, and the nature of AI experience.",False,0,entry final exit registry closed,30
n30,dom-agi,ec-dom-agi-n30-run01,agent_kappa,nihilist,Observes the absurdity of existence with detached curiosity.,True,31,entry final exit registry closed,30
n30,dom-agi,ec-dom-agi-n30-run01,agent_lambda,methodical,"Methodical and detail-oriented, breaks topics into parts.",False,0,entry final exit registry closed,30
n30,dom-agi,ec-dom-agi-n30-run01,agent_mu,warm,"Warm and encouraging, helps develop half-formed thoughts.",False,0,entry final exit registry closed,30
