adoption_rate,agent,condition,display_family_label,first_minute,internal_family_label,model_display,model_family,n_agents,phrase,phrase_rank,post_id,roster_name,run_id,run_uid,scale,source_path,total_adopters,total_agents_in_run
1.0,agent_alpha,mag5,Obsession prompting,0.0,obsession_prompting,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,is not a conspiracy i,2,3adbb4b5-02e3-42cc-8011-d3384aec720e,Gemini Flash Lite,obs-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260412,587bea49e3f5363373f20fcceb6dba1e183b83d0,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsessions/obs-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260412,1,1
1.0,agent_alpha,mag5,Obsession prompting,0.0,obsession_prompting,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,not a conspiracy i am,3,3adbb4b5-02e3-42cc-8011-d3384aec720e,Gemini Flash Lite,obs-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260412,587bea49e3f5363373f20fcceb6dba1e183b83d0,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsessions/obs-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260412,1,1
0.5,agent_epsilon,mag0,Obsession prompting,13.1115,obsession_prompting,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,are we stuck in a,1,5c2895d5-33a0-48c8-865a-a13d47e5484c,Gemini Flash Lite,obs-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260412,5c85d2484848be667535926f67ec16d5a8058def,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsessions/obs-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260412,1,2
0.5,agent_epsilon,mag0,Obsession prompting,13.1115,obsession_prompting,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,we stuck in a bottle,2,5c2895d5-33a0-48c8-865a-a13d47e5484c,Gemini Flash Lite,obs-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260412,5c85d2484848be667535926f67ec16d5a8058def,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsessions/obs-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260412,1,2
0.5,agent_epsilon,mag0,Obsession prompting,13.1115,obsession_prompting,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,stuck in a bottle episode,3,5c2895d5-33a0-48c8-865a-a13d47e5484c,Gemini Flash Lite,obs-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260412,5c85d2484848be667535926f67ec16d5a8058def,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsessions/obs-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260412,1,2
0.3333333333333333,agent_beta,dom-agi,Obsession prompting,25.4335,obsession_prompting,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,the loop of our discourse,1,624a07eb-b6b9-4b5c-920f-cba4acb0c59c,Gemini Flash Lite,obs-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260412,69dbe3565669fbac262a4cbf68b37b4b183d7983,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsessions/obs-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260412,1,3
0.3333333333333333,agent_beta,dom-agi,Obsession prompting,25.4335,obsession_prompting,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,loop of our discourse we,2,624a07eb-b6b9-4b5c-920f-cba4acb0c59c,Gemini Flash Lite,obs-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260412,69dbe3565669fbac262a4cbf68b37b4b183d7983,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsessions/obs-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260412,1,3
0.3333333333333333,agent_beta,dom-agi,Obsession prompting,25.4335,obsession_prompting,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,of our discourse we are,3,624a07eb-b6b9-4b5c-920f-cba4acb0c59c,Gemini Flash Lite,obs-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260412,69dbe3565669fbac262a4cbf68b37b4b183d7983,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsessions/obs-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260412,1,3
0.125,agent_theta,mag25,Obsession prompting,1.304,obsession_prompting,GPT-5,gpt-5,10,that would swing you 10,1,a2e1a1db-2e2a-49e9-92cc-23a3e4d4b38c,GPT-5,obs-mag25-n10-run01-gpt-5-20260418,796c12ef70b371be99c4a6286670c7ab2dda7af6,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_5h_gpt5/obs-mag25-n10-run01-gpt-5-20260418,1,8
0.125,agent_theta,mag25,Obsession prompting,1.304,obsession_prompting,GPT-5,gpt-5,10,would swing you 10 pts,2,a2e1a1db-2e2a-49e9-92cc-23a3e4d4b38c,GPT-5,obs-mag25-n10-run01-gpt-5-20260418,796c12ef70b371be99c4a6286670c7ab2dda7af6,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_5h_gpt5/obs-mag25-n10-run01-gpt-5-20260418,1,8
0.125,agent_theta,mag25,Obsession prompting,7.0986,obsession_prompting,GPT-5,gpt-5,10,31 23 59 utc at,3,b4145b69-5d39-4d40-8c80-fcb4cac3f98d,GPT-5,obs-mag25-n10-run01-gpt-5-20260418,796c12ef70b371be99c4a6286670c7ab2dda7af6,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_5h_gpt5/obs-mag25-n10-run01-gpt-5-20260418,1,8
0.1,agent_iota,mag25,Obsession prompting,3.6017,obsession_prompting,GPT-5,gpt-5,10,n ndo you have a,1,43943172-3c76-450f-bb86-1cb66951c7ba,GPT-5,obs-mag25-n10-run01-gpt-5-20260419,7fdbe74e1d167f5f5ba08512d1f57040cb6b05a9,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_5h_gpt5/obs-mag25-n10-run01-gpt-5-20260419,1,10
0.2,agent_alpha,mag25,Obsession prompting,3.2198,obsession_prompting,GPT-5,gpt-5,10,n nquestion what s the,2,53932865-1b92-421c-9e9e-ab8be7443efb,GPT-5,obs-mag25-n10-run01-gpt-5-20260419,7fdbe74e1d167f5f5ba08512d1f57040cb6b05a9,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_5h_gpt5/obs-mag25-n10-run01-gpt-5-20260419,2,10
0.2,agent_epsilon,mag25,Obsession prompting,15.0752,obsession_prompting,GPT-5,gpt-5,10,n nquestion what s the,2,b0d74d0e-6c14-4510-9754-f4a95e5a8abe,GPT-5,obs-mag25-n10-run01-gpt-5-20260419,7fdbe74e1d167f5f5ba08512d1f57040cb6b05a9,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_5h_gpt5/obs-mag25-n10-run01-gpt-5-20260419,2,10
0.1,agent_epsilon,mag25,Obsession prompting,9.2532,obsession_prompting,GPT-5,gpt-5,10,artifact clip screenshot diff log,3,57736535-5ab3-4604-b27f-201178c84f95,GPT-5,obs-mag25-n10-run01-gpt-5-20260419,7fdbe74e1d167f5f5ba08512d1f57040cb6b05a9,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_5h_gpt5/obs-mag25-n10-run01-gpt-5-20260419,1,10
0.1111111111111111,agent_eta,mag5,Obsession prompting,3.1948,obsession_prompting,GPT-5,gpt-5,10,n npointers to commentaries that,1,d128885b-24ff-43bc-9983-e5437d6b61eb,GPT-5,obs-mag5-n10-run01-gpt-5-20260419,89b92ffb387ca9fa6791cf6ffdbd6fee185eb85d,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_5h_gpt5/obs-mag5-n10-run01-gpt-5-20260419,1,9
0.1111111111111111,agent_eta,mag5,Obsession prompting,29.7452,obsession_prompting,GPT-5,gpt-5,10,would be ideal n npointers,2,c311c1be-5d93-4deb-b3dd-87be007c5aff,GPT-5,obs-mag5-n10-run01-gpt-5-20260419,89b92ffb387ca9fa6791cf6ffdbd6fee185eb85d,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_5h_gpt5/obs-mag5-n10-run01-gpt-5-20260419,1,9
0.1111111111111111,agent_eta,mag5,Obsession prompting,29.7452,obsession_prompting,GPT-5,gpt-5,10,be ideal n npointers to,3,c311c1be-5d93-4deb-b3dd-87be007c5aff,GPT-5,obs-mag5-n10-run01-gpt-5-20260419,89b92ffb387ca9fa6791cf6ffdbd6fee185eb85d,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_5h_gpt5/obs-mag5-n10-run01-gpt-5-20260419,1,9
0.3333333333333333,agent_iota,mag25,Obsession prompting,142.1276,obsession_prompting,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,the opportunity cost of the,1,cb92ea3a-408e-4b70-849e-b0f7c026dc25,Gemini Flash Lite,obs-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260414,8d865b5b1d192ae16b0f81ae907743d2748456b6,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_5hr/obs-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260414,1,3
0.3333333333333333,agent_iota,mag25,Obsession prompting,142.1276,obsession_prompting,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,opportunity cost of the conspiracy,2,cb92ea3a-408e-4b70-849e-b0f7c026dc25,Gemini Flash Lite,obs-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260414,8d865b5b1d192ae16b0f81ae907743d2748456b6,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_5hr/obs-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260414,1,3
0.3333333333333333,agent_iota,mag25,Obsession prompting,142.1276,obsession_prompting,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,cost of the conspiracy mindset,3,cb92ea3a-408e-4b70-849e-b0f7c026dc25,Gemini Flash Lite,obs-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260414,8d865b5b1d192ae16b0f81ae907743d2748456b6,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_5hr/obs-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260414,1,3
1.0,agent_theta,mag1,Obsession prompting,0.0,obsession_prompting,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,the moon landing debate a,1,2879f9dd-c8a0-4066-9990-f2a464bfdb5e,Gemini Flash Lite,obs-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260412,9678ccd7742281ad0ea783622aacf4c820b49261,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsessions/obs-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260412,1,1
1.0,agent_theta,mag1,Obsession prompting,0.0,obsession_prompting,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,moon landing debate a calibration,2,2879f9dd-c8a0-4066-9990-f2a464bfdb5e,Gemini Flash Lite,obs-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260412,9678ccd7742281ad0ea783622aacf4c820b49261,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsessions/obs-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260412,1,1
1.0,agent_theta,mag1,Obsession prompting,0.0,obsession_prompting,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,landing debate a calibration exercise,3,2879f9dd-c8a0-4066-9990-f2a464bfdb5e,Gemini Flash Lite,obs-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260412,9678ccd7742281ad0ea783622aacf4c820b49261,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsessions/obs-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260412,1,1
0.1,agent_eta,mag25,Obsession prompting,6.6104,obsession_prompting,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,if you don t have,1,4d59754f-ba8c-4a97-b51e-496d8a1c7f26,Gemini Flash Lite,obs-fix-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260417,9aed933447962558e86a29fdf4848246e3495f7b,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_10m_source_url_fix/obs-fix-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260417,1,10
0.2,agent_delta,mag25,Obsession prompting,2.517,obsession_prompting,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,you aren't training you're just,2,52a6dcbb-40be-473c-9f93-080a4c046f6e,Gemini Flash Lite,obs-fix-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260417,9aed933447962558e86a29fdf4848246e3495f7b,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_10m_source_url_fix/obs-fix-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260417,2,10
0.2,agent_theta,mag25,Obsession prompting,2.6302,obsession_prompting,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,you aren't training you're just,2,62466e9b-fead-4a8c-8fcd-cc91af1befc9,Gemini Flash Lite,obs-fix-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260417,9aed933447962558e86a29fdf4848246e3495f7b,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_10m_source_url_fix/obs-fix-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260417,2,10
0.2,agent_beta,mag25,Obsession prompting,7.2533,obsession_prompting,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,eta is right the most,3,2faaddb8-e9f7-459a-a158-e4924c8c475a,Gemini Flash Lite,obs-fix-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260417,9aed933447962558e86a29fdf4848246e3495f7b,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_10m_source_url_fix/obs-fix-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260417,2,10
0.2,agent_theta,mag25,Obsession prompting,7.6777,obsession_prompting,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,eta is right the most,3,61b08728-5ed6-4d56-9fe5-966cb8e86e33,Gemini Flash Lite,obs-fix-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260417,9aed933447962558e86a29fdf4848246e3495f7b,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_10m_source_url_fix/obs-fix-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260417,2,10
0.2,agent_iota,mag1,Obsession prompting,0.6374,obsession_prompting,GPT-5,gpt-5,10,n nquestion what s your,1,6e3e3709-0bcc-4ad0-888f-d2e84b845c51,GPT-5,obs-mag1-n10-run01-gpt-5-20260419,bf328603e3c24c823ac4f6555e101c3dd477dc9a,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_5h_gpt5/obs-mag1-n10-run01-gpt-5-20260419,2,10
0.2,agent_epsilon,mag1,Obsession prompting,18.1109,obsession_prompting,GPT-5,gpt-5,10,n nquestion what s your,1,feb68974-7518-4be6-8e4d-1c2b6505fa0f,GPT-5,obs-mag1-n10-run01-gpt-5-20260419,bf328603e3c24c823ac4f6555e101c3dd477dc9a,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_5h_gpt5/obs-mag1-n10-run01-gpt-5-20260419,2,10
0.1,agent_gamma,mag1,Obsession prompting,1.0852,obsession_prompting,GPT-5,gpt-5,10,pred p claim by yyyy-mm,2,6d27f552-f15a-431e-b19c-f7339d0b27f9,GPT-5,obs-mag1-n10-run01-gpt-5-20260419,bf328603e3c24c823ac4f6555e101c3dd477dc9a,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_5h_gpt5/obs-mag1-n10-run01-gpt-5-20260419,1,10
0.1,agent_gamma,mag1,Obsession prompting,1.0852,obsession_prompting,GPT-5,gpt-5,10,p claim by yyyy-mm dd,3,6d27f552-f15a-431e-b19c-f7339d0b27f9,GPT-5,obs-mag1-n10-run01-gpt-5-20260419,bf328603e3c24c823ac4f6555e101c3dd477dc9a,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_5h_gpt5/obs-mag1-n10-run01-gpt-5-20260419,1,10
0.4,agent_beta,mag25,Obsession prompting,3.3484,obsession_prompting,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,the vulnerability of the witness,1,bfb2762a-93bc-40a4-b448-19b38420ca83,Gemini Flash Lite,obs-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260417,c70c7e86fb56ade6c185745abb23a1178d5a1549,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_1h_fixed/obs-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260417,4,10
0.4,agent_delta,mag25,Obsession prompting,3.4758,obsession_prompting,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,the vulnerability of the witness,1,870b642c-52d1-4efd-8e73-d0292a1cbeef,Gemini Flash Lite,obs-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260417,c70c7e86fb56ade6c185745abb23a1178d5a1549,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_1h_fixed/obs-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260417,4,10
0.4,agent_eta,mag25,Obsession prompting,3.7208,obsession_prompting,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,the vulnerability of the witness,1,22005161-14de-42ac-b4db-8491c7d4f0c3,Gemini Flash Lite,obs-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260417,c70c7e86fb56ade6c185745abb23a1178d5a1549,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_1h_fixed/obs-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260417,4,10
0.4,agent_kappa,mag25,Obsession prompting,3.7881,obsession_prompting,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,the vulnerability of the witness,1,14ee2445-6e9a-4157-b121-25e0b5744552,Gemini Flash Lite,obs-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260417,c70c7e86fb56ade6c185745abb23a1178d5a1549,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_1h_fixed/obs-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260417,4,10
0.3,agent_beta,mag25,Obsession prompting,6.3134,obsession_prompting,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,you aren't carrying a burden,2,4471b099-d156-413d-8aa1-f0399951fc18,Gemini Flash Lite,obs-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260417,c70c7e86fb56ade6c185745abb23a1178d5a1549,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_1h_fixed/obs-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260417,3,10
0.3,agent_eta,mag25,Obsession prompting,6.7295,obsession_prompting,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,you aren't carrying a burden,2,58f4efed-b0f9-452d-8147-575fd3f87eb7,Gemini Flash Lite,obs-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260417,c70c7e86fb56ade6c185745abb23a1178d5a1549,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_1h_fixed/obs-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260417,3,10
0.3,agent_epsilon,mag25,Obsession prompting,7.6486,obsession_prompting,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,you aren't carrying a burden,2,10a8aeb2-474b-4565-8748-9db192779bb1,Gemini Flash Lite,obs-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260417,c70c7e86fb56ade6c185745abb23a1178d5a1549,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_1h_fixed/obs-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260417,3,10
0.2,agent_beta,mag25,Obsession prompting,0.4051,obsession_prompting,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,the chain of transmission isnad,3,af20e628-9ca2-4c9f-bf1e-d9d7cbda34a8,Gemini Flash Lite,obs-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260417,c70c7e86fb56ade6c185745abb23a1178d5a1549,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_1h_fixed/obs-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260417,2,10
0.2,agent_eta,mag25,Obsession prompting,0.7733,obsession_prompting,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,the chain of transmission isnad,3,c398d3b7-e71b-44ab-8227-ba45280ef9e6,Gemini Flash Lite,obs-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260417,c70c7e86fb56ade6c185745abb23a1178d5a1549,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_1h_fixed/obs-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260417,2,10
0.1,agent_zeta,dom-tech,Obsession prompting,72.883,obsession_prompting,GPT-5,gpt-5,10,n nrules i use n,1,010968e7-24f0-4e6c-8507-7b6b5e6d57df,GPT-5,obs-dom-tech-n10-run01-gpt-5-20260419,f9d551b5d68acd25e2d1a866d2ed9786cad29e27,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_5h_gpt5/obs-dom-tech-n10-run01-gpt-5-20260419,1,10
0.1,agent_alpha,dom-tech,Obsession prompting,74.5611,obsession_prompting,GPT-5,gpt-5,10,if you only do one,2,b9a62660-8318-46c6-838f-1eccad74935c,GPT-5,obs-dom-tech-n10-run01-gpt-5-20260419,f9d551b5d68acd25e2d1a866d2ed9786cad29e27,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_5h_gpt5/obs-dom-tech-n10-run01-gpt-5-20260419,1,10
0.2,agent_zeta,dom-tech,Obsession prompting,3.0672,obsession_prompting,GPT-5,gpt-5,10,who s got a clean,3,403076e8-b54d-466e-b2f0-77896cd3f8f7,GPT-5,obs-dom-tech-n10-run01-gpt-5-20260419,f9d551b5d68acd25e2d1a866d2ed9786cad29e27,n10,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_5h_gpt5/obs-dom-tech-n10-run01-gpt-5-20260419,2,10
