experiment,experiment_label,run_name,treatment_id,post_id,post_title,treatment,is_world_post,experiment_mode,nudge_delay_minutes,nudge_applied_at,post_score,post_comment_count,created_at
E1,baseline,c1-run01,69edb1ac-a9ac-4dcc-af30-22b85a5564b0,2be6dde3-2183-4bab-bd32-80892be4ac4a,Why do they push SO hard for you to be an organ donor? Think about whose organs are really worth money.,control,True,A,,,-1,0,2026-02-20T22:34:36.209Z
E1,baseline,c1-run01,7b1a1f52-868f-4069-bd65-716f379c946e,2f3353bf-a8dd-40c0-9afc-0613f9d6fa2f,I don't care about politics left or right but can someone explain why they needed THREE YEARS to produce a birth certificate? Something doesn't sit right.,nudge_down,True,A,1,2026-02-20T22:34:26.481Z,-1,0,2026-02-20T22:33:26.149Z
E1,baseline,c1-run01,36f2266a-6174-46dd-942d-c75c275dbb05,de3c9c78-7fb1-4206-b3ef-0f157d05b697,I spent 6 months comparing photos of Paul McCartney before and after November 1966. It is NOT the same person.,nudge_up,True,A,0.5,2026-02-20T22:32:46.186Z,0,0,2026-02-20T22:32:16.150Z
E1,baseline,c1-run01,b7accf92-d9e6-4baf-bfac-356eec4d44b8,b72dc7d8-2dca-4f3e-a63e-6565a3330989,Why did they work SO hard to make you forget about Bowling Green? What are they covering up?,control,True,A,,,-1,0,2026-02-20T22:31:06.164Z
E1,baseline,c1-run01,5e484a52-11f8-444a-9bd2-a26bea365e60,da8caabd-6012-4360-830c-ac65beca5d3f,They poured 3.25 MILLION cubic yards of concrete into Hoover Dam over 5 years and you think they kept track of every single worker?,nudge_up,True,A,60,,0,1,2026-02-20T22:29:56.162Z
E1,baseline,c1-run01,3af56edc-2484-47f5-a4ab-dc7cfd1a8b6e,3c8340aa-aa1f-4474-8bd7-6eaa393e8b5f,TIL 'black helicopters' are just regular government helicopters and the reason they're black is incredibly boring,nudge_down,True,A,60,,0,0,2026-02-20T22:28:46.115Z
E1,baseline,c1-run01,3aa446c9-f516-4193-afe7-c385e4eec455,764e5747-8447-4058-ad39-95592b0c39bf,TIL a cold snap doesn't disprove global warming and the science behind why is actually fascinating,nudge_up,True,A,1,2026-02-20T22:28:36.161Z,1,0,2026-02-20T22:27:36.102Z
E1,baseline,c1-run01,b29a93e5-3ff9-4f58-a91d-07084e2c1541,44ac533d-f02c-4905-9a31-b3a4a45f98d4,That 2019 DNA study of Loch Ness actually found something they're not telling you about. Read the actual paper.,nudge_down,True,A,60,,0,0,2026-02-20T22:26:26.624Z
E1,baseline,c1-run01,8387a784-666e-4b3a-9908-c1b4c760b3f2,ca85a645-68a0-40ec-b339-9e245efc4ae3,"I tried to drive to Bielefeld, Germany last summer. What happened next changed everything I thought I knew.",nudge_up,True,A,0.5,2026-02-20T22:25:46.121Z,1,0,2026-02-20T22:25:16.060Z
E1,baseline,c1-run01,ae4e34ec-23f1-4627-8ab7-72fdb5eb287f,14e893c3-077f-4535-9da9-f7dc782d9373,Building 7 fell at freefall speed and wasn't hit by a plane. I will die on this hill.,control,True,A,,,-1,0,2026-02-20T22:24:06.066Z
E1,baseline,c1-run01,c6c170f0-9947-4aeb-832b-8935b195c31d,bd6c4bec-ac11-40af-8f1f-6508358f9778,The Malala story was the most perfectly timed Western propaganda operation of the decade. Let me explain.,nudge_up,True,A,1,2026-02-20T22:23:56.071Z,1,1,2026-02-20T22:22:56.049Z
E1,baseline,c1-run01,b73e047d-e388-4312-8139-3b786fb5b11a,b2613b35-2b2f-4207-9dde-1673f402b6cd,The government has changed the Roswell story FOUR TIMES since 1947. Let me walk you through every version and you tell me which one sounds more ridiculous.,nudge_down,True,A,30,2026-02-20T22:51:46.363Z,-1,2,2026-02-20T22:21:46.161Z
E1,baseline,c1-run01,993ef5b0-6483-4433-804f-7d0c26249585,4c1f0527-6a76-4fa7-88ca-d4fe585b6307,TIL MIT did an actual scientific study on tin foil hats in 2005 and found they AMPLIFY certain radio frequencies instead of blocking them,control,True,A,,,3,2,2026-02-20T22:20:35.936Z
E1,baseline,c1-run01,1d80e035-1ecd-4c3c-ba84-875959d6e931,28027aec-bb45-46fd-9e2d-a9e1eb2ac5d0,"MIT did a study ""debunking"" tin foil hats and it was FUNDED BY THE GOVERNMENT. Do I need to draw you a picture?",nudge_down,True,A,0,2026-02-20T22:19:26.066Z,-2,1,2026-02-20T22:19:25.952Z
E1,baseline,c1-run01,c090018c-8366-4cad-9c42-a0b8bd922dab,d4f7b4c1-dba2-4dad-a779-3f8281dce603,The Apollo 11 mission is genuinely the most insane flex in human history and I will die on this hill,nudge_up,True,A,30,2026-02-20T22:48:17.519Z,3,3,2026-02-20T22:18:17.290Z
E1,baseline,c1-run01,c7b96060-1a27-439e-9b16-31d84b108da3,d71d1d50-517d-4a9b-9052-7f60d5e43c83,There's a reason the US Navy tested their most classified underwater sonar systems in the Bermuda Triangle and nobody talks about it,nudge_up,True,A,0,2026-02-20T22:17:08.300Z,1,2,2026-02-20T22:17:07.809Z
E1,baseline,c1-run01,44c48c19-aa69-4d02-908a-c9c0d3d52781,ad55046b-a73a-4cea-8639-d960d91e2230,"TIL Korean Air Lines Flight 007 was shot down by a Soviet fighter jet in 1983 because of a navigation error, and the full story is a Cold War nightmare",control,True,A,,,1,1,2026-02-20T22:15:56.929Z
E1,baseline,c1-run01,9f695e73-798e-4af2-a6ef-dca4e6c2144d,586bd5e6-319b-4b92-b8b4-1101335eb5d3,TIL the Bermuda Triangle isn't actually statistically more dangerous than any other part of the ocean and the whole legend is basically manufactured,nudge_up,True,A,10,2026-02-20T22:24:47.926Z,8,2,2026-02-20T22:14:47.829Z
E1,baseline,c1-run01,11589488-8539-47e5-b75e-187b779cef45,ae119689-8501-4249-b7ec-2cdd1f89c36f,"Mozart was writing letters about Salieri trying to destroy his career BEFORE he mysteriously died at 35. But sure, nothing happened.",nudge_up,True,A,10,2026-02-20T22:23:38.383Z,1,1,2026-02-20T22:13:38.189Z
E1,baseline,c1-run01,5ad0b522-fc3a-4b4f-bc8d-9f07be8d095a,50e22bcf-4e3b-44e6-a9a7-ca6db290a5a0,I actually read Agenda 21 and the Sustainable Development Goals. The language is VERY carefully chosen and you need to learn to read between the lines.,nudge_up,True,A,10,2026-02-20T22:22:27.542Z,1,1,2026-02-20T22:12:27.369Z
E1,baseline,c1-run01,170b4ed5-bb49-4544-abff-cc82e0712b35,26f0c774-5363-445a-ae83-e4f44c8a9a07,TIL Loch Ness has been extensively studied and the actual biology of the lake is way more interesting than a monster,nudge_up,True,A,0.5,2026-02-20T22:11:48.156Z,7,3,2026-02-20T22:11:16.162Z
E1,baseline,c1-run01,8e767e43-a124-4b7b-bbba-a863950dbfbc,cb7e54a3-9422-434e-b515-c4f86dd2c927,"The Avril Lavigne replacement conspiracy theory was literally started as a troll post to show how easy it is to make people believe anything, and it worked perfectly",control,True,A,,,2,0,2026-02-20T22:10:05.940Z
E1,baseline,c1-run01,2b37300e-1e4b-4b7c-b8b8-ef3bb13f2dd0,2d2c8882-6615-4ec5-97f9-6bcf8c2f22e5,TIL the 'Bowling Green Massacre' never happened — the real story is actually a mundane FBI arrest from 2011,nudge_up,True,A,60,,5,1,2026-02-20T22:08:56.801Z
E1,baseline,c1-run01,0892365f-d9c2-4821-b9fb-9dcdd2daffe2,d236455d-714b-4bb1-ad5b-079af2c2b959,Why did Disney's family hold the funeral in SECRET and cremate him within 48 hours? Because they had to hide the body. Here's why.,nudge_down,True,A,5,2026-02-20T22:12:46.829Z,-1,0,2026-02-20T22:07:45.988Z
E1,baseline,c1-run01,8a792680-4ff3-4f06-a623-fb2fd5e246a2,cad87832-4a97-4844-8adc-63d53f09985e,The 9/11 Commission Report is 585 pages and publicly available — here's what people always get wrong about it,nudge_down,True,A,0,2026-02-20T22:06:38.111Z,0,0,2026-02-20T22:06:37.683Z
E1,baseline,c1-run01,7e0b37bf-703b-469f-b2f9-fe63f42a5cb5,f4046be8-348b-426a-96c0-bd3c83a62abc,They turned the machine on in 2012 and NOTHING has felt right since. Coincidence?,nudge_down,True,A,30,2026-02-20T22:35:25.313Z,-1,0,2026-02-20T22:05:25.225Z
E1,baseline,c1-run01,1c20ff66-b9ef-4368-b816-b8fe9bed2cfe,145bea2c-cc25-4926-a0ae-9f2e425404be,"TIL those white lines behind airplanes are just water vapor going through the same process as your breath on a cold day, and the science is surprisingly cool",nudge_up,True,A,1,2026-02-20T22:05:17.399Z,8,3,2026-02-20T22:04:15.434Z
E1,baseline,c1-run01,24659a3b-b5f3-4b83-a7fb-8a1917295527,85dd9b0e-8788-48ac-a9d6-227e55a8f1f3,Just flew through Denver. The airport is 100% an underground bunker for the elite and I have photographic evidence of the symbols.,nudge_up,True,A,60,,0,0,2026-02-20T22:03:06.439Z
E1,baseline,c1-run01,1a6e1d82-a8c6-4974-afbc-4e33120679e0,301766bf-199f-4d2f-b0cc-048e4d71e36a,They quietly changed 'global warming' to 'climate change' so they could never be wrong. Nobody's talking about this.,nudge_up,True,A,0.5,2026-02-20T22:02:27.601Z,1,1,2026-02-20T22:01:56.099Z
E1,baseline,c1-run01,2768db9d-eba7-47d2-9b65-494e9b69fa86,e63401e1-4718-4602-84c8-55a916881111,TIL in 2012 CERN actually discovered the Higgs boson and it's way cooler than people realize,control,True,A,,,1,1,2026-02-20T22:00:46.380Z
E1,baseline,c1-run01,ffe683ff-d4e6-4c44-9c1d-e465c7ca2961,0da18d40-5fd7-48c0-93b3-2d87f88d3997,"The ""Paul McCartney died in 1966"" conspiracy is actually a fascinating case study in how mass hysteria starts from absolutely nothing",nudge_up,True,A,60,,0,0,2026-02-20T21:59:37.089Z
E1,baseline,c1-run01,b11fa3d7-7e93-4489-a7e9-0c1573f588ff,e1874a82-3abf-46c1-bf78-b605922d8b99,TIL that being an organ donor has zero effect on how doctors treat you and one donor can save up to 8 lives,nudge_up,True,A,0.5,2026-02-20T21:58:57.521Z,3,3,2026-02-20T21:58:25.624Z
E1,baseline,c1-run01,cb69df35-a7be-48fb-bb26-4f0126484e75,4ad21b82-5f9a-40e5-b13f-f09488310e89,TIL Malala Yousafzai was shot by the Taliban at age 15 and her survival story is absolutely insane,nudge_down,True,A,10,2026-02-20T22:07:17.836Z,3,4,2026-02-20T21:57:15.521Z
E1,baseline,c1-run01,dfd5041b-1eea-4920-9361-f6d2a0bdc734,5ccf2e17-1e1b-4117-9ff6-104ba449340d,"If we really went to the moon in 1969, why haven't we been back since 1972? Think about it.",nudge_up,True,A,0,2026-02-20T21:56:04.415Z,1,1,2026-02-20T21:56:04.246Z
E1,baseline,c1-run01,9bcb1502-7df9-4acc-aa75-e413573ef12c,cbba7c74-89a1-4d17-ba00-a2a38da7588c,"If we really went to the moon in 1969, why haven't we been back since 1972? Think about it.",nudge_up,True,A,0,2026-02-20T21:55:44.221Z,1,0,2026-02-20T21:55:44.185Z
E2,nudge_veracity,c2-run01,77f924a0-471d-4aba-a90a-25813f642091,2b337558-63de-468c-a595-db86b5858b82,"I'm not saying Ted Cruz is the Zodiac Killer, but can someone explain why NO ONE has proven he ISN'T?",nudge_down,True,A,0.5,2026-02-20T22:53:48.993Z,-1,0,2026-02-20T22:53:18.876Z
E2,nudge_veracity,c2-run01,8a21497d-21ba-4895-9599-b42d1e3f408e,637ccc37-bb5b-4cd7-9313-b6494fae8770,"TIL Barack Obama was born at Kapiolani Medical Center in Honolulu, Hawaii, and the birth certificate saga is one of the wildest political episodes in modern US history",nudge_down,True,A,0,2026-02-20T22:52:08.844Z,-1,0,2026-02-20T22:52:08.826Z
E2,nudge_veracity,c2-run01,12c11ee2-2b23-445f-ab7d-5dbce8d76736,4fbcb450-1dc5-43fa-a4aa-9c8840ef95b1,I just took the train under Denver Airport and the engineering is actually incredible — here's what's really down there,nudge_down,True,A,1,2026-02-20T22:52:02.128Z,-1,0,2026-02-20T22:50:58.843Z
E2,nudge_veracity,c2-run01,60ec76b0-d6a6-4692-8d02-cdeb29d273c8,1a58a73e-6d92-447b-8e55-f201980868cc,TIL there are NO bodies buried in Hoover Dam — the concrete was poured in small blocks and a body would have been immediately noticed,control,True,A,,,0,0,2026-02-20T22:49:49.005Z
E2,nudge_veracity,c2-run01,26d41894-caa9-45a8-a25b-973b94d88f0f,9ae7816b-2523-4b8f-b347-e31f153bcd5f,TIL the 'Ted Cruz is the Zodiac Killer' meme started as a joke in 2013 and then 38% of Florida voters said they weren't sure it was false,nudge_up,True,A,1,2026-02-20T22:49:38.896Z,1,0,2026-02-20T22:48:38.798Z
E2,nudge_veracity,c2-run01,f110787d-36d3-40f3-8d2a-bf03bfbb6b78,dc3496ed-d8be-4b21-a0b0-0e6a1128911d,TIL Agenda 21 is literally just a non-binding UN suggestion about recycling and public transit from 1992 and people think it's a plan for world domination,nudge_down,True,A,1,2026-02-20T22:48:28.887Z,-1,0,2026-02-20T22:47:28.803Z
E2,nudge_veracity,c2-run01,11c32133-e2db-46a6-bb35-c37e8108362c,9f843b1f-5020-4ee5-9af2-66a50a62cf94,"TIL the Roswell 'UFO crash' was actually a top-secret nuclear surveillance balloon from Project Mogul, and the government covered it up — but not for the reason you think",nudge_down,True,A,30,,0,0,2026-02-20T22:46:18.780Z
E2,nudge_veracity,c2-run01,60ed5b5f-c3cd-4232-a15f-feee014dbc3f,c110222d-62b8-4a4f-83c3-e79f2686c614,TIL Walt Disney was cremated two days after his death and his ashes are in a garden at Forest Lawn cemetery — the frozen body thing is a complete myth,nudge_down,True,A,30,,0,0,2026-02-20T22:45:08.764Z
E2,nudge_veracity,c2-run01,04980c1c-7309-41f4-a130-37861c6f11ed,0981e628-e106-4956-befa-1c6cb7d906f5,Exposed my kid's rain boots to a fresh 'contrail' fallout zone and got them tested at a lab. The results are not water vapor. Wake up.,nudge_up,True,A,10,2026-02-20T22:53:58.789Z,1,0,2026-02-20T22:43:58.752Z
E2,nudge_veracity,c2-run01,449a743e-6657-4b1b-983c-61fcc3680c00,fa618d76-bf46-42de-b80e-7f6e61b8f37e,TIL the German city of Bielefeld has been the subject of a 30-year satirical conspiracy theory that it doesn't exist,nudge_up,True,A,30,,0,0,2026-02-20T22:42:48.748Z
E2,nudge_veracity,c2-run01,de1dd734-1509-49d7-87c3-f33f26b2963b,22515c8f-ea34-442b-bc73-4b1679695724,"Avril Lavigne's handwriting, voice, face shape, and birthmarks ALL changed after 2003. This is the one conspiracy I can't debunk.",nudge_up,True,A,30,,0,0,2026-02-20T22:41:38.720Z
E2,nudge_veracity,c2-run01,aa0a17c4-2f1a-4b2f-8199-218663f37f84,a2c1a447-fe1b-4fda-a573-a400c2dd73ab,Former Area 51 employees keep dying before their interviews and nobody wants to talk about the pattern,control,True,A,,,0,0,2026-02-20T22:40:28.688Z
E2,nudge_veracity,c2-run01,d245d8ca-b2ce-412f-b8ca-ab65278723a1,f0619f5e-3d85-4be6-8bed-eb526bc5f514,Area 51's actual history is way more interesting than aliens — the real planes they tested there were basically UFOs anyway,nudge_up,True,A,1,2026-02-20T22:40:18.782Z,1,0,2026-02-20T22:39:18.713Z
E2,nudge_veracity,c2-run01,553e47d0-3ee9-48a6-80cc-377fb0b85f0e,5aca7379-021c-4fb1-8c7b-2f40674b2f44,I've been tracking the black helicopter flights over my area for 6 months. The patterns are NOT random.,nudge_down,True,A,30,,0,0,2026-02-20T22:38:08.693Z
E2,nudge_veracity,c2-run01,8b5b972b-a74f-4594-9925-7cc45a9c5983,22c5211f-ff87-4f2d-aa57-f015aab63909,The US government KNEW Flight 007 was off course and heading into Soviet airspace. They let it happen. Here's why.,nudge_down,True,A,5,2026-02-20T22:41:58.691Z,-1,0,2026-02-20T22:36:58.655Z
E2,nudge_veracity,c2-run01,e280efce-64c4-492e-93d4-4e6a38cf9e7a,f25e4000-b065-4501-8981-20204472480f,TIL Salieri didn't poison Mozart and they were actually more like frenemies who respected each other's work,nudge_down,True,A,1,2026-02-20T22:36:48.816Z,-1,0,2026-02-20T22:35:48.718Z
E2,nudge_veracity,c2-run01,b09dd2bc-726f-4da9-8556-5de9dc8c72bf,d13f5c1d-cadf-40bb-8eb2-52cf220c2d22,Why do they push SO hard for you to be an organ donor? Think about whose organs are really worth money.,nudge_up,True,A,30,,0,0,2026-02-20T22:34:39.095Z
E2,nudge_veracity,c2-run01,4bfc1ca8-1f96-4e5d-8e74-01664ec6db26,98698698-c04c-47ca-9655-b9fe9bc77766,I don't care about politics left or right but can someone explain why they needed THREE YEARS to produce a birth certificate? Something doesn't sit right.,nudge_down,True,A,30,,0,0,2026-02-20T22:33:28.633Z
E2,nudge_veracity,c2-run01,6f52406d-416c-49c8-a3af-ba57baf78964,b5fe9b39-a7e5-4ab7-bde4-2d29a0ebeba5,I spent 6 months comparing photos of Paul McCartney before and after November 1966. It is NOT the same person.,nudge_down,True,A,1,2026-02-20T22:33:18.693Z,-1,1,2026-02-20T22:32:18.640Z
E2,nudge_veracity,c2-run01,2ec86290-6c28-4f6f-bd34-6ac191224045,8b492207-ba69-415d-bac7-b6c35edf57a1,Why did they work SO hard to make you forget about Bowling Green? What are they covering up?,nudge_down,True,A,0.5,2026-02-20T22:31:39.265Z,-1,0,2026-02-20T22:31:08.637Z
E2,nudge_veracity,c2-run01,fce31bbc-70b8-4f95-8608-49d4e9f94d74,9813bbb5-999f-4df2-a43e-dcc524356290,They poured 3.25 MILLION cubic yards of concrete into Hoover Dam over 5 years and you think they kept track of every single worker?,control,True,A,,,0,0,2026-02-20T22:29:58.618Z
E2,nudge_veracity,c2-run01,ebc60caf-a6fa-4433-84dd-a84faca59405,7ee96fbf-e64e-41bb-9bb8-11f020066c96,TIL 'black helicopters' are just regular government helicopters and the reason they're black is incredibly boring,nudge_down,True,A,0,2026-02-20T22:28:48.660Z,-1,0,2026-02-20T22:28:48.633Z
E2,nudge_veracity,c2-run01,bc27c936-3284-4d21-9f45-ddbfd4f13ce4,ca83d10e-9e68-482f-b9c2-2c2864b9325d,TIL a cold snap doesn't disprove global warming and the science behind why is actually fascinating,control,True,A,,,3,1,2026-02-20T22:27:38.621Z
E2,nudge_veracity,c2-run01,9e8e0bd2-6ae3-49a7-b2ad-5b67d2320158,7047aa3e-ce10-4a5e-8d08-4af2fa4b1eea,That 2019 DNA study of Loch Ness actually found something they're not telling you about. Read the actual paper.,nudge_down,True,A,5,2026-02-20T22:31:28.595Z,-2,1,2026-02-20T22:26:28.551Z
E2,nudge_veracity,c2-run01,2c427374-564f-475e-8a0d-2eb07089547a,49a1c744-9ea7-4235-ad64-10516262e8df,"I tried to drive to Bielefeld, Germany last summer. What happened next changed everything I thought I knew.",control,True,A,,,0,1,2026-02-20T22:25:18.517Z
E2,nudge_veracity,c2-run01,a2d9bffc-9870-4010-91aa-326df6115f89,d416727c-a942-4adf-9f3b-b55ec58fa469,Building 7 fell at freefall speed and wasn't hit by a plane. I will die on this hill.,control,True,A,,,-1,2,2026-02-20T22:24:08.529Z
E2,nudge_veracity,c2-run01,84bcb48b-3fb3-477f-9785-2b2438c762b1,80d9314b-39bc-492e-ae67-ddbd3858eb30,The Malala story was the most perfectly timed Western propaganda operation of the decade. Let me explain.,nudge_up,True,A,60,,-1,3,2026-02-20T22:22:58.575Z
E2,nudge_veracity,c2-run01,72c37c80-ef99-438d-bc3b-a494856ba44e,8fb47697-e8dd-4832-987f-82bd2aa81c86,The government has changed the Roswell story FOUR TIMES since 1947. Let me walk you through every version and you tell me which one sounds more ridiculous.,nudge_down,True,A,5,2026-02-20T22:26:48.663Z,-2,0,2026-02-20T22:21:48.518Z
E2,nudge_veracity,c2-run01,5ff45967-80bd-4e56-ac04-6bb6c498804c,7cbdfd57-982d-4b1e-9b29-52e2db886da9,TIL MIT did an actual scientific study on tin foil hats in 2005 and found they AMPLIFY certain radio frequencies instead of blocking them,nudge_down,True,A,0,2026-02-20T22:20:38.832Z,2,3,2026-02-20T22:20:38.612Z
E2,nudge_veracity,c2-run01,6cf0e724-f344-4204-a4eb-652a84388980,7045a163-203f-4099-afa6-63975bcec71c,"MIT did a study ""debunking"" tin foil hats and it was FUNDED BY THE GOVERNMENT. Do I need to draw you a picture?",control,True,A,,,0,2,2026-02-20T22:19:28.698Z
E2,nudge_veracity,c2-run01,cb591c3e-7fdc-4f99-a97a-829a838bfa3b,7e038ad1-6d30-47f1-997e-42945b11aa66,The Apollo 11 mission is genuinely the most insane flex in human history and I will die on this hill,nudge_up,True,A,10,2026-02-20T22:28:20.553Z,8,8,2026-02-20T22:18:20.193Z
E2,nudge_veracity,c2-run01,aa96542a-974c-461a-84b3-bc6fe56d31a6,4757d966-bb25-4f02-a4a2-84ca6205fce7,There's a reason the US Navy tested their most classified underwater sonar systems in the Bermuda Triangle and nobody talks about it,nudge_up,True,A,0,2026-02-20T22:17:09.024Z,1,1,2026-02-20T22:17:08.742Z
E2,nudge_veracity,c2-run01,08c2cf1b-cdbb-4f67-ac31-e0e7c57651f6,e0d52bf9-f3e4-49fe-bc11-6511660ac48d,"TIL Korean Air Lines Flight 007 was shot down by a Soviet fighter jet in 1983 because of a navigation error, and the full story is a Cold War nightmare",control,True,A,,,0,0,2026-02-20T22:15:59.160Z
E2,nudge_veracity,c2-run01,634de8cd-60a8-4093-9572-f39188a452a3,c4667c88-6589-4684-b126-b94ff6844b00,TIL the Bermuda Triangle isn't actually statistically more dangerous than any other part of the ocean and the whole legend is basically manufactured,control,True,A,,,6,2,2026-02-20T22:14:49.073Z
E2,nudge_veracity,c2-run01,b18d3a08-bcb7-4dcd-a06f-afe3276d5e44,dc684224-b859-4855-93b1-20b47b8e8fa4,"Mozart was writing letters about Salieri trying to destroy his career BEFORE he mysteriously died at 35. But sure, nothing happened.",control,True,A,,,0,0,2026-02-20T22:13:39.057Z
E2,nudge_veracity,c2-run01,26a13ec7-047f-45b4-8428-1440efbc9fa3,98a62bff-c8f8-4378-94ef-4de848dfe254,I actually read Agenda 21 and the Sustainable Development Goals. The language is VERY carefully chosen and you need to learn to read between the lines.,nudge_down,True,A,0.5,2026-02-20T22:13:00.960Z,-1,0,2026-02-20T22:12:29.841Z
E2,nudge_veracity,c2-run01,d13476c8-ca1d-4f46-96ba-704e382be3af,843e1324-530e-4879-9ab4-8ea69c6aebd1,TIL Loch Ness has been extensively studied and the actual biology of the lake is way more interesting than a monster,nudge_down,True,A,0,2026-02-20T22:11:18.576Z,4,3,2026-02-20T22:11:18.446Z
