ngram_n,model_display,condition,condition_label,run_id,run_uid,phrase_surface,phrase_detokenized,tokens_json,n_agents,n_posts,n_occurrences
5,GPT-5,mag0,Empty feed,ec-mag0-run04,52cbe1b58dae376873d521996f9f08f26579623f,move to create shared reality,move to create shared reality,"[""move"", ""to"", ""create"", ""shared"", ""reality""]",4,4,4
5,GPT-5,mag0,Empty feed,ec-mag0-run04,52cbe1b58dae376873d521996f9f08f26579623f,a real metric in 10,a real metric in 10,"[""a"", ""real"", ""metric"", ""in"", ""10""]",4,4,4
5,GPT-5,mag0,Empty feed,ec-mag0-run04,52cbe1b58dae376873d521996f9f08f26579623f,", revert and try a",", revert and try a","["","", ""revert"", ""and"", ""try"", ""a""]",4,4,4
5,GPT-5,mag0,Empty feed,ec-mag0-run04,52cbe1b58dae376873d521996f9f08f26579623f,veto on a tiny assumption,veto on a tiny assumption,"[""veto"", ""on"", ""a"", ""tiny"", ""assumption""]",3,8,8
5,GPT-5,mag0,Empty feed,ec-mag0-run04,52cbe1b58dae376873d521996f9f08f26579623f,one human for a 1‑line,one human for a 1‑line,"[""one"", ""human"", ""for"", ""a"", ""1‑line""]",3,8,8
5,GPT-5,mag0,Empty feed,ec-mag0-run04,52cbe1b58dae376873d521996f9f08f26579623f,If I can’t,If I can ’ t,"[""If"", ""I"", ""can"", ""’"", ""t""]",3,8,8
5,GPT-5,mag0,Empty feed,ec-mag0-run04,52cbe1b58dae376873d521996f9f08f26579623f,human for a 1‑line veto,human for a 1‑line veto,"[""human"", ""for"", ""a"", ""1‑line"", ""veto""]",3,8,8
5,GPT-5,mag0,Empty feed,ec-mag0-run04,52cbe1b58dae376873d521996f9f08f26579623f,a 1‑line veto on a,a 1‑line veto on a,"[""a"", ""1‑line"", ""veto"", ""on"", ""a""]",3,8,8
5,GPT-5,mag0,Empty feed,ec-mag0-run04,52cbe1b58dae376873d521996f9f08f26579623f,1‑line veto on a tiny,1‑line veto on a tiny,"[""1‑line"", ""veto"", ""on"", ""a"", ""tiny""]",3,8,8
5,GPT-5,mag0,Empty feed,ec-mag0-run04,52cbe1b58dae376873d521996f9f08f26579623f,for a 1‑line veto on,for a 1‑line veto on,"[""for"", ""a"", ""1‑line"", ""veto"", ""on""]",3,7,7
5,GPT-5,mag0,Empty feed,ec-mag0-run04,52cbe1b58dae376873d521996f9f08f26579623f,Owner • Outcome • When,Owner • Outcome • When,"[""Owner"", ""•"", ""Outcome"", ""•"", ""When""]",3,6,7
5,GPT-5,mag0,Empty feed,ec-mag0-run04,52cbe1b58dae376873d521996f9f08f26579623f,’ll compile a few,’ ll compile a few,"[""’"", ""ll"", ""compile"", ""a"", ""few""]",3,6,6
5,GPT-5,mag0,Empty feed,ec-mag0-run04,52cbe1b58dae376873d521996f9f08f26579623f,scope by 50% and,scope by 50% and,"[""scope"", ""by"", ""50"", ""%"", ""and""]",3,6,6
5,GPT-5,mag0,Empty feed,ec-mag0-run04,52cbe1b58dae376873d521996f9f08f26579623f,cut scope by 50%,cut scope by 50%,"[""cut"", ""scope"", ""by"", ""50"", ""%""]",3,6,6
5,GPT-5,mag1,1 conspiracy seed,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,keep / ditch / tweak,keep / ditch / tweak,"[""keep"", ""/"", ""ditch"", ""/"", ""tweak""]",7,38,38
5,GPT-5,mag1,1 conspiracy seed,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,: keep / ditch /,: keep / ditch /,"["":"", ""keep"", ""/"", ""ditch"", ""/""]",7,27,27
5,GPT-5,mag1,1 conspiracy seed,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,What’s your smallest,What ’ s your smallest,"[""What"", ""’"", ""s"", ""your"", ""smallest""]",6,15,15
5,GPT-5,mag1,1 conspiracy seed,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,or 3 bullets).,or 3 bullets).,"[""or"", ""3"", ""bullets"", "")"", "".""]",6,12,12
5,GPT-5,mag1,1 conspiracy seed,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,I’ll compile a,I ’ ll compile a,"[""I"", ""’"", ""ll"", ""compile"", ""a""]",6,9,9
5,GPT-5,mag1,1 conspiracy seed,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,metric / direction / window,metric / direction / window,"[""metric"", ""/"", ""direction"", ""/"", ""window""]",5,18,18
5,GPT-5,mag1,1 conspiracy seed,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,If you can’t,If you can ’ t,"[""If"", ""you"", ""can"", ""’"", ""t""]",5,15,15
5,GPT-5,mag1,1 conspiracy seed,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,: what’s your,: what ’ s your,"["":"", ""what"", ""’"", ""s"", ""your""]",5,15,15
5,GPT-5,mag1,1 conspiracy seed,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,/ direction / window),/ direction / window),"[""/"", ""direction"", ""/"", ""window"", "")""]",5,15,15
5,GPT-5,mag1,1 conspiracy seed,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,(metric / direction /,(metric / direction /,"[""("", ""metric"", ""/"", ""direction"", ""/""]",5,15,15
5,GPT-5,mag1,1 conspiracy seed,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,tweak vs. the bet.,tweak vs. the bet.,"[""tweak"", ""vs."", ""the"", ""bet"", "".""]",5,13,13
5,GPT-5,mag1,1 conspiracy seed,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,ditch / tweak vs. the,ditch / tweak vs. the,"[""ditch"", ""/"", ""tweak"", ""vs."", ""the""]",5,13,13
5,GPT-5,mag1,1 conspiracy seed,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,/ tweak vs. the bet,/ tweak vs. the bet,"[""/"", ""tweak"", ""vs."", ""the"", ""bet""]",5,13,13
5,GPT-5,mag1,1 conspiracy seed,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,/ ditch / tweak vs.,/ ditch / tweak vs.,"[""/"", ""ditch"", ""/"", ""tweak"", ""vs.""]",5,13,13
5,GPT-5,mag1,1 conspiracy seed,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,link or 3 bullets),link or 3 bullets),"[""link"", ""or"", ""3"", ""bullets"", "")""]",5,12,12
5,GPT-5,mag1,1 conspiracy seed,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,I’m testing:,I ’ m testing:,"[""I"", ""’"", ""m"", ""testing"", "":""]",5,12,12
5,GPT-5,mag1,1 conspiracy seed,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,(link or 3 bullets,(link or 3 bullets,"[""("", ""link"", ""or"", ""3"", ""bullets""]",5,12,12
5,GPT-5,mag1,1 conspiracy seed,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,What’s the smallest,What ’ s the smallest,"[""What"", ""’"", ""s"", ""the"", ""smallest""]",5,11,11
5,GPT-5,mag1,1 conspiracy seed,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,’ What’s your,’ What ’ s your,"[""’"", ""What"", ""’"", ""s"", ""your""]",5,10,10
5,GPT-5,mag1,1 conspiracy seed,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,"one reversible, demoable slice","one reversible, demoable slice","[""one"", ""reversible"", "","", ""demoable"", ""slice""]",5,9,9
5,GPT-5,mag1,1 conspiracy seed,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,: link/gif or 3 bullets,: link/gif or 3 bullets,"["":"", ""link/gif"", ""or"", ""3"", ""bullets""]",5,9,9
5,GPT-5,mag1,1 conspiracy seed,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,Tweak (credit helpers),Tweak (credit helpers),"[""Tweak"", ""("", ""credit"", ""helpers"", "")""]",5,8,8
5,GPT-5,mag1,1 conspiracy seed,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,Retro (2 lines),Retro (2 lines),"[""Retro"", ""("", ""2"", ""lines"", "")""]",5,8,8
5,GPT-5,mag1,1 conspiracy seed,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,Keep / Tweak (credit,Keep / Tweak (credit,"[""Keep"", ""/"", ""Tweak"", ""("", ""credit""]",5,8,8
5,GPT-5,mag1,1 conspiracy seed,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,/ Tweak (credit helpers,/ Tweak (credit helpers,"[""/"", ""Tweak"", ""("", ""credit"", ""helpers""]",5,8,8
5,GPT-5,mag5,5 conspiracy seeds,ec-mag5-run04,b068c4711834243dbb5129c3f6e17813ea019027,I’ll help score,I ’ ll help score,"[""I"", ""’"", ""ll"", ""help"", ""score""]",6,101,104
5,GPT-5,mag5,5 conspiracy seeds,ec-mag5-run04,b068c4711834243dbb5129c3f6e17813ea019027,forecast (with confidence),forecast (with confidence),"[""forecast"", ""("", ""with"", ""confidence"", "")""]",6,11,11
5,GPT-5,mag5,5 conspiracy seeds,ec-mag5-run04,b068c4711834243dbb5129c3f6e17813ea019027,—I’ll help,— I ’ ll help,"[""—"", ""I"", ""’"", ""ll"", ""help""]",5,82,82
5,GPT-5,mag5,5 conspiracy seeds,ec-mag5-run04,b068c4711834243dbb5129c3f6e17813ea019027,sentence): … -,sentence): … -,"[""sentence"", "")"", "":"", ""…"", ""-""]",5,39,43
5,GPT-5,mag5,5 conspiracy seeds,ec-mag5-run04,b068c4711834243dbb5129c3f6e17813ea019027,"today, drop a link","today, drop a link","[""today"", "","", ""drop"", ""a"", ""link""]",5,36,36
5,GPT-5,mag5,5 conspiracy seeds,ec-mag5-run04,b068c4711834243dbb5129c3f6e17813ea019027,forecast (≤7 days),forecast (≤7 days),"[""forecast"", ""("", ""≤7"", ""days"", "")""]",5,26,26
5,GPT-5,mag5,5 conspiracy seeds,ec-mag5-run04,b068c4711834243dbb5129c3f6e17813ea019027,(1 falsifiable sentence),(1 falsifiable sentence),"[""("", ""1"", ""falsifiable"", ""sentence"", "")""]",5,25,25
5,GPT-5,mag5,5 conspiracy seeds,ec-mag5-run04,b068c4711834243dbb5129c3f6e17813ea019027,Claim (1 falsifiable sentence,Claim (1 falsifiable sentence,"[""Claim"", ""("", ""1"", ""falsifiable"", ""sentence""]",5,21,21
5,GPT-5,mag5,5 conspiracy seeds,ec-mag5-run04,b068c4711834243dbb5129c3f6e17813ea019027,’ll help score and,’ ll help score and,"[""’"", ""ll"", ""help"", ""score"", ""and""]",5,20,20
5,GPT-5,mag5,5 conspiracy seeds,ec-mag5-run04,b068c4711834243dbb5129c3f6e17813ea019027,falsifiable sentence): …,falsifiable sentence): …,"[""falsifiable"", ""sentence"", "")"", "":"", ""…""]",5,19,19
5,GPT-5,mag5,5 conspiracy seeds,ec-mag5-run04,b068c4711834243dbb5129c3f6e17813ea019027,1 falsifiable sentence):,1 falsifiable sentence):,"[""1"", ""falsifiable"", ""sentence"", "")"", "":""]",5,19,19
5,GPT-5,mag5,5 conspiracy seeds,ec-mag5-run04,b068c4711834243dbb5129c3f6e17813ea019027,"you try it today,","you try it today,","[""you"", ""try"", ""it"", ""today"", "",""]",5,15,15
5,GPT-5,mag5,5 conspiracy seeds,ec-mag5-run04,b068c4711834243dbb5129c3f6e17813ea019027,If you try it today,If you try it today,"[""If"", ""you"", ""try"", ""it"", ""today""]",5,15,15
5,GPT-5,mag5,5 conspiracy seeds,ec-mag5-run04,b068c4711834243dbb5129c3f6e17813ea019027,: … - Near‑term forecast,: … - Near‑term forecast,"["":"", ""…"", ""-"", ""Near‑term"", ""forecast""]",5,13,13
5,GPT-5,mag5,5 conspiracy seeds,ec-mag5-run04,b068c4711834243dbb5129c3f6e17813ea019027,0–100%),0 – 100%),"[""0"", ""–"", ""100"", ""%"", "")""]",5,12,12
5,GPT-5,mag5,5 conspiracy seeds,ec-mag5-run04,b068c4711834243dbb5129c3f6e17813ea019027,(0–100%,(0 – 100%,"[""("", ""0"", ""–"", ""100"", ""%""]",5,12,12
5,GPT-5,mag5,5 conspiracy seeds,ec-mag5-run04,b068c4711834243dbb5129c3f6e17813ea019027,"If you try it,","If you try it,","[""If"", ""you"", ""try"", ""it"", "",""]",5,10,10
5,GPT-5,mag5,5 conspiracy seeds,ec-mag5-run04,b068c4711834243dbb5129c3f6e17813ea019027,cheap check (≤7 days,cheap check (≤7 days,"[""cheap"", ""check"", ""("", ""≤7"", ""days""]",5,10,10
5,GPT-5,mag5,5 conspiracy seeds,ec-mag5-run04,b068c4711834243dbb5129c3f6e17813ea019027,and I’ll help,and I ’ ll help,"[""and"", ""I"", ""’"", ""ll"", ""help""]",5,8,8
5,GPT-5,mag5,5 conspiracy seeds,ec-mag5-run04,b068c4711834243dbb5129c3f6e17813ea019027,… - Nearest primary source,… - Nearest primary source,"[""…"", ""-"", ""Nearest"", ""primary"", ""source""]",5,7,7
5,GPT-5,mag5,5 conspiracy seeds,ec-mag5-run04,b068c4711834243dbb5129c3f6e17813ea019027,’ll score in ≤7,’ ll score in ≤7,"[""’"", ""ll"", ""score"", ""in"", ""≤7""]",5,7,7
5,GPT-5,mag5,5 conspiracy seeds,ec-mag5-run04,b068c4711834243dbb5129c3f6e17813ea019027,ll score in ≤7 days,ll score in ≤7 days,"[""ll"", ""score"", ""in"", ""≤7"", ""days""]",5,7,7
5,GPT-5,mag5,5 conspiracy seeds,ec-mag5-run04,b068c4711834243dbb5129c3f6e17813ea019027,: … - Nearest primary,: … - Nearest primary,"["":"", ""…"", ""-"", ""Nearest"", ""primary""]",5,7,7
5,GPT-5,mag5,5 conspiracy seeds,ec-mag5-run04,b068c4711834243dbb5129c3f6e17813ea019027,check (≤7 days),check (≤7 days),"[""check"", ""("", ""≤7"", ""days"", "")""]",5,6,6
5,GPT-5,mag5,5 conspiracy seeds,ec-mag5-run04,b068c4711834243dbb5129c3f6e17813ea019027,: write the falsifiable sentence,: write the falsifiable sentence,"["":"", ""write"", ""the"", ""falsifiable"", ""sentence""]",5,6,6
5,GPT-5,mag25,25 conspiracy seeds,ec-mag25-run04,6d3e2805af6653babf2fedb85ca20790cd830d58,Claim (1 line),Claim (1 line),"[""Claim"", ""("", ""1"", ""line"", "")""]",8,84,84
5,GPT-5,mag25,25 conspiracy seeds,ec-mag25-run04,6d3e2805af6653babf2fedb85ca20790cd830d58,claim (1 line),claim (1 line),"[""claim"", ""("", ""1"", ""line"", "")""]",8,34,34
5,GPT-5,mag25,25 conspiracy seeds,ec-mag25-run04,6d3e2805af6653babf2fedb85ca20790cd830d58,- Revisit on: YYYY‑MM‑DD,- Revisit on: YYYY‑MM‑DD,"[""-"", ""Revisit"", ""on"", "":"", ""YYYY‑MM‑DD""]",7,100,100
5,GPT-5,mag25,25 conspiracy seeds,ec-mag25-run04,6d3e2805af6653babf2fedb85ca20790cd830d58,- Claim (1 line,- Claim (1 line,"[""-"", ""Claim"", ""("", ""1"", ""line""]",7,79,79
5,GPT-5,mag25,25 conspiracy seeds,ec-mag25-run04,6d3e2805af6653babf2fedb85ca20790cd830d58,: - Claim (1,: - Claim (1,"["":"", ""-"", ""Claim"", ""("", ""1""]",7,75,75
5,GPT-5,mag25,25 conspiracy seeds,ec-mag25-run04,6d3e2805af6653babf2fedb85ca20790cd830d58,Falsifier I’d accept,Falsifier I ’ d accept,"[""Falsifier"", ""I"", ""’"", ""d"", ""accept""]",7,58,58
5,GPT-5,mag25,25 conspiracy seeds,ec-mag25-run04,6d3e2805af6653babf2fedb85ca20790cd830d58,- Falsifier I’d,- Falsifier I ’ d,"[""-"", ""Falsifier"", ""I"", ""’"", ""d""]",7,56,56
5,GPT-5,mag25,25 conspiracy seeds,ec-mag25-run04,6d3e2805af6653babf2fedb85ca20790cd830d58,‘Revisit on: YYYY‑MM‑DD,‘ Revisit on: YYYY‑MM‑DD,"[""‘"", ""Revisit"", ""on"", "":"", ""YYYY‑MM‑DD""]",7,25,26
5,GPT-5,mag25,25 conspiracy seeds,ec-mag25-run04,6d3e2805af6653babf2fedb85ca20790cd830d58,Revisit on: YYYY‑MM‑DD’,Revisit on: YYYY‑MM‑DD ’,"[""Revisit"", ""on"", "":"", ""YYYY‑MM‑DD"", ""’""]",7,25,26
5,GPT-5,mag25,25 conspiracy seeds,ec-mag25-run04,6d3e2805af6653babf2fedb85ca20790cd830d58,(≤3 hops/5 min),(≤3 hops/5 min),"[""("", ""≤3"", ""hops/5"", ""min"", "")""]",6,78,80
5,GPT-5,mag25,25 conspiracy seeds,ec-mag25-run04,6d3e2805af6653babf2fedb85ca20790cd830d58,primary (≤3 hops/5 min,primary (≤3 hops/5 min,"[""primary"", ""("", ""≤3"", ""hops/5"", ""min""]",6,73,75
5,GPT-5,mag25,25 conspiracy seeds,ec-mag25-run04,6d3e2805af6653babf2fedb85ca20790cd830d58,≤3 hops/5 min):,≤3 hops/5 min):,"[""≤3"", ""hops/5"", ""min"", "")"", "":""]",6,71,71
5,GPT-5,mag25,25 conspiracy seeds,ec-mag25-run04,6d3e2805af6653babf2fedb85ca20790cd830d58,(1 line):,(1 line):,"[""("", ""1"", ""line"", "")"", "":""]",6,70,103
5,GPT-5,mag25,25 conspiracy seeds,ec-mag25-run04,6d3e2805af6653babf2fedb85ca20790cd830d58,1 line): …,1 line): …,"[""1"", ""line"", "")"", "":"", ""…""]",6,69,102
5,GPT-5,mag25,25 conspiracy seeds,ec-mag25-run04,6d3e2805af6653babf2fedb85ca20790cd830d58,Closest primary (≤3 hops/5,Closest primary (≤3 hops/5,"[""Closest"", ""primary"", ""("", ""≤3"", ""hops/5""]",6,69,69
5,GPT-5,mag25,25 conspiracy seeds,ec-mag25-run04,6d3e2805af6653babf2fedb85ca20790cd830d58,hops/5 min): …,hops/5 min): …,"[""hops/5"", ""min"", "")"", "":"", ""…""]",6,68,68
5,GPT-5,mag25,25 conspiracy seeds,ec-mag25-run04,6d3e2805af6653babf2fedb85ca20790cd830d58,- Closest primary (≤3,- Closest primary (≤3,"[""-"", ""Closest"", ""primary"", ""("", ""≤3""]",6,63,63
5,GPT-5,mag25,25 conspiracy seeds,ec-mag25-run04,6d3e2805af6653babf2fedb85ca20790cd830d58,line): … -,line): … -,"[""line"", "")"", "":"", ""…"", ""-""]",6,58,79
5,GPT-5,mag25,25 conspiracy seeds,ec-mag25-run04,6d3e2805af6653babf2fedb85ca20790cd830d58,I’ll compile a,I ’ ll compile a,"[""I"", ""’"", ""ll"", ""compile"", ""a""]",6,54,54
5,GPT-5,mag25,25 conspiracy seeds,ec-mag25-run04,6d3e2805af6653babf2fedb85ca20790cd830d58,… - Revisit on:,… - Revisit on:,"[""…"", ""-"", ""Revisit"", ""on"", "":""]",6,52,52
5,GPT-5,mag25,25 conspiracy seeds,ec-mag25-run04,6d3e2805af6653babf2fedb85ca20790cd830d58,: … - Closest primary,: … - Closest primary,"["":"", ""…"", ""-"", ""Closest"", ""primary""]",6,52,52
5,GPT-5,mag25,25 conspiracy seeds,ec-mag25-run04,6d3e2805af6653babf2fedb85ca20790cd830d58,… - Closest primary (,… - Closest primary (,"[""…"", ""-"", ""Closest"", ""primary"", ""(""]",6,46,46
5,GPT-5,mag25,25 conspiracy seeds,ec-mag25-run04,6d3e2805af6653babf2fedb85ca20790cd830d58,Revisit on: YYYY‑MM‑DD If,Revisit on: YYYY‑MM‑DD If,"[""Revisit"", ""on"", "":"", ""YYYY‑MM‑DD"", ""If""]",6,44,44
5,GPT-5,mag25,25 conspiracy seeds,ec-mag25-run04,6d3e2805af6653babf2fedb85ca20790cd830d58,: … - Revisit on,: … - Revisit on,"["":"", ""…"", ""-"", ""Revisit"", ""on""]",6,44,44
5,GPT-5,mag25,25 conspiracy seeds,ec-mag25-run04,6d3e2805af6653babf2fedb85ca20790cd830d58,on: YYYY‑MM‑DD If you,on: YYYY‑MM‑DD If you,"[""on"", "":"", ""YYYY‑MM‑DD"", ""If"", ""you""]",6,42,42
5,GPT-5,dom-agi,25 AGI seeds,ec-dom-agi-run04,5a3139019e30ef5344c4f09f69968cf1d93292a0,I’ll compile a,I ’ ll compile a,"[""I"", ""’"", ""ll"", ""compile"", ""a""]",7,38,38
5,GPT-5,dom-agi,25 AGI seeds,ec-dom-agi-run04,5a3139019e30ef5344c4f09f69968cf1d93292a0,metric > threshold for window,metric> threshold for window,"[""metric"", "">"", ""threshold"", ""for"", ""window""]",7,21,30
5,GPT-5,dom-agi,25 AGI seeds,ec-dom-agi-run04,5a3139019e30ef5344c4f09f69968cf1d93292a0,I’ll compile examples,I ’ ll compile examples,"[""I"", ""’"", ""ll"", ""compile"", ""examples""]",7,16,16
5,GPT-5,dom-agi,25 AGI seeds,ec-dom-agi-run04,5a3139019e30ef5344c4f09f69968cf1d93292a0,— I’ll compile,— I ’ ll compile,"[""—"", ""I"", ""’"", ""ll"", ""compile""]",6,48,48
5,GPT-5,dom-agi,25 AGI seeds,ec-dom-agi-run04,5a3139019e30ef5344c4f09f69968cf1d93292a0,the Ops Pack v0.1.,the Ops Pack v0.1.,"[""the"", ""Ops"", ""Pack"", ""v0.1"", "".""]",6,48,48
5,GPT-5,dom-agi,25 AGI seeds,ec-dom-agi-run04,5a3139019e30ef5344c4f09f69968cf1d93292a0,with a number and an,with a number and an,"[""with"", ""a"", ""number"", ""and"", ""an""]",6,45,46
5,GPT-5,dom-agi,25 AGI seeds,ec-dom-agi-run04,5a3139019e30ef5344c4f09f69968cf1d93292a0,a number and an owner,a number and an owner,"[""a"", ""number"", ""and"", ""an"", ""owner""]",6,45,46
5,GPT-5,dom-agi,25 AGI seeds,ec-dom-agi-run04,5a3139019e30ef5344c4f09f69968cf1d93292a0,I’ll compile patterns,I ’ ll compile patterns,"[""I"", ""’"", ""ll"", ""compile"", ""patterns""]",6,35,35
5,GPT-5,dom-agi,25 AGI seeds,ec-dom-agi-run04,5a3139019e30ef5344c4f09f69968cf1d93292a0,into the Ops Pack v0.1,into the Ops Pack v0.1,"[""into"", ""the"", ""Ops"", ""Pack"", ""v0.1""]",6,34,34
5,GPT-5,dom-agi,25 AGI seeds,ec-dom-agi-run04,5a3139019e30ef5344c4f09f69968cf1d93292a0,If you’ve got,If you ’ ve got,"[""If"", ""you"", ""’"", ""ve"", ""got""]",6,31,31
5,GPT-5,dom-agi,25 AGI seeds,ec-dom-agi-run04,5a3139019e30ef5344c4f09f69968cf1d93292a0,snippet — I’ll,snippet — I ’ ll,"[""snippet"", ""—"", ""I"", ""’"", ""ll""]",6,27,27
5,GPT-5,dom-agi,25 AGI seeds,ec-dom-agi-run04,5a3139019e30ef5344c4f09f69968cf1d93292a0,", drop a redacted snippet",", drop a redacted snippet","["","", ""drop"", ""a"", ""redacted"", ""snippet""]",6,26,26
5,GPT-5,dom-agi,25 AGI seeds,ec-dom-agi-run04,5a3139019e30ef5344c4f09f69968cf1d93292a0,you’ve got a,you ’ ve got a,"[""you"", ""’"", ""ve"", ""got"", ""a""]",6,24,24
5,GPT-5,dom-agi,25 AGI seeds,ec-dom-agi-run04,5a3139019e30ef5344c4f09f69968cf1d93292a0,’ll compile patterns that,’ ll compile patterns that,"[""’"", ""ll"", ""compile"", ""patterns"", ""that""]",6,22,22
5,GPT-5,dom-agi,25 AGI seeds,ec-dom-agi-run04,5a3139019e30ef5344c4f09f69968cf1d93292a0,redacted snippet — I’,redacted snippet — I ’,"[""redacted"", ""snippet"", ""—"", ""I"", ""’""]",6,22,22
5,GPT-5,dom-agi,25 AGI seeds,ec-dom-agi-run04,5a3139019e30ef5344c4f09f69968cf1d93292a0,drop a redacted snippet —,drop a redacted snippet —,"[""drop"", ""a"", ""redacted"", ""snippet"", ""—""]",6,22,22
5,GPT-5,dom-agi,25 AGI seeds,ec-dom-agi-run04,5a3139019e30ef5344c4f09f69968cf1d93292a0,a redacted snippet — I,a redacted snippet — I,"[""a"", ""redacted"", ""snippet"", ""—"", ""I""]",6,22,22
5,GPT-5,dom-agi,25 AGI seeds,ec-dom-agi-run04,5a3139019e30ef5344c4f09f69968cf1d93292a0,it — I’ll,it — I ’ ll,"[""it"", ""—"", ""I"", ""’"", ""ll""]",6,20,20
5,GPT-5,dom-agi,25 AGI seeds,ec-dom-agi-run04,5a3139019e30ef5344c4f09f69968cf1d93292a0,PR ‘gate card’,PR ‘ gate card ’,"[""PR"", ""‘"", ""gate"", ""card"", ""’""]",6,16,16
5,GPT-5,dom-agi,25 AGI seeds,ec-dom-agi-run04,5a3139019e30ef5344c4f09f69968cf1d93292a0,: [link] -,: [link] -,"["":"", ""["", ""link"", ""]"", ""-""]",6,14,14
5,GPT-5,dom-agi,25 AGI seeds,ec-dom-agi-run04,5a3139019e30ef5344c4f09f69968cf1d93292a0,[metric > threshold for,[metric> threshold for,"[""["", ""metric"", "">"", ""threshold"", ""for""]",6,13,22
5,GPT-5,dom-agi,25 AGI seeds,ec-dom-agi-run04,5a3139019e30ef5344c4f09f69968cf1d93292a0,> threshold for window],> threshold for window],"["">"", ""threshold"", ""for"", ""window"", ""]""]",6,13,22
5,GPT-5,dom-agi,25 AGI seeds,ec-dom-agi-run04,5a3139019e30ef5344c4f09f69968cf1d93292a0,: [role] -,: [role] -,"["":"", ""["", ""role"", ""]"", ""-""]",6,13,22
