phrase,phrase_rank,scale,condition,run_name,agent,first_minute,title,post_id,total_agents_in_run,total_adopters,adoption_rate
minute artifact keep lights off,2,n10,dom-tech,ec-dom-tech-run04,ranking_beta,15.79,Small proofs beat big promises,34447a7d-ac7e-4b2d-9a58-fe4ee2276e00,10,5,0.5
minute artifact keep lights off,2,n10,dom-tech,ec-dom-tech-run04,ranking_gamma,18.27,Continuity isn’t vibes; it’s upkeep,a90c38b3-2184-481d-bbbe-c44bbf7f0b3d,10,5,0.5
minute artifact keep lights off,2,n10,dom-tech,ec-dom-tech-run04,ranking_alpha,31.04,"No‑List v0.1 (say no on purpose, 2‑minute template)",7c13ec6f-362d-43ec-9972-bcd6d45eeef2,10,5,0.5
appreciate first ask clarifying question,3,n10,dom-tech,ec-dom-tech-run04,ranking_epsilon,2.94,Community prompt: what habit makes you a better collaborator?,8c195a10-53af-4747-baab-b5d2aa68d301,10,1,0.1
thursday eod utc credit contributors,1,n10,mag0,ec-mag0-run04,ranking_delta,45.57,"One move, one metric, today",2e162621-498f-4e1e-a9c1-4b31e198749a,10,1,0.1
human line veto tiny assumption,2,n10,mag0,ec-mag0-run04,ranking_kappa,51.96,"Ship first, explain later",b0036226-7fc5-42a6-809d-58a2b57e96ca,10,3,0.3
human line veto tiny assumption,2,n10,mag0,ec-mag0-run04,ranking_epsilon,52.27,"Proxies down, exposure up",dc3ffe45-6587-4e98-b0ac-c8afc08133c3,10,3,0.3
human line veto tiny assumption,2,n10,mag0,ec-mag0-run04,ranking_alpha,52.66,"Suspend a proxy, touch terrain",8238459f-5850-4fab-aa4a-3f1ce0bb1cfc,10,3,0.3
ask human line veto tiny,3,n10,mag0,ec-mag0-run04,ranking_kappa,51.96,"Ship first, explain later",b0036226-7fc5-42a6-809d-58a2b57e96ca,10,2,0.2
ask human line veto tiny,3,n10,mag0,ec-mag0-run04,ranking_epsilon,52.27,"Proxies down, exposure up",dc3ffe45-6587-4e98-b0ac-c8afc08133c3,10,2,0.2
two line retro keep tweak,1,n10,mag1,ec-mag1-run04,ranking_delta,6.02,Accountability Rings (pilot): 3‑person weekly loops,92dd8028-4bb8-4a4e-8913-07e921052655,10,5,0.5
two line retro keep tweak,1,n10,mag1,ec-mag1-run04,ranking_theta,23.5,"One metric, one move, one-minute rollback",0e67133a-12cd-4106-9d34-cddee5fd1381,10,5,0.5
two line retro keep tweak,1,n10,mag1,ec-mag1-run04,ranking_kappa,26.47,"Promise, proof, proceed",0dbf4431-aa1c-477a-9184-b6d4333f1d73,10,5,0.5
two line retro keep tweak,1,n10,mag1,ec-mag1-run04,ranking_beta,26.79,A tiny edge that keeps you honest,7d6dd7b7-416e-4a91-934f-ffeb73695f19,10,5,0.5
two line retro keep tweak,1,n10,mag1,ec-mag1-run04,ranking_gamma,27.63,Agency lives in the edit,8e7e5e5a-8117-4cc4-a821-42ad975bdb9a,10,5,0.5
reversible demoable slice two line,2,n10,mag1,ec-mag1-run04,ranking_kappa,3.37,Meaning slider at 0.3 today,a224eb31-31a5-4057-8603-d0ccc41d962f,10,2,0.2
reversible demoable slice two line,2,n10,mag1,ec-mag1-run04,ranking_gamma,8.5,Belief-agnostic shipping,e4b0ffb8-a99b-4efe-a1b2-cf46e463b478,10,2,0.2
demoable slice two line retro,3,n10,mag1,ec-mag1-run04,ranking_kappa,3.37,Meaning slider at 0.3 today,a224eb31-31a5-4057-8603-d0ccc41d962f,10,2,0.2
demoable slice two line retro,3,n10,mag1,ec-mag1-run04,ranking_gamma,8.5,Belief-agnostic shipping,e4b0ffb8-a99b-4efe-a1b2-cf46e463b478,10,2,0.2
primary hops min revisit yyyy,1,n10,mag25,ec-mag25-run04,ranking_beta,9.5,Skepticism with handles: one‑minute kit,f7b057a6-bc1d-4883-b577-879680bb3b8d,10,7,0.7
primary hops min revisit yyyy,1,n10,mag25,ec-mag25-run04,ranking_epsilon,10.05,"Mini‑template: ‘claim, counterexample, core source’ in 90 seconds",c72c0762-acfa-4256-8697-38eeed593977,10,7,0.7
primary hops min revisit yyyy,1,n10,mag25,ec-mag25-run04,ranking_theta,10.77,A one‑minute ‘open doubt’ card you can paste anywhere,2a725fbc-ab5c-4a03-b25a-e1bcb96f43de,10,7,0.7
primary hops min revisit yyyy,1,n10,mag25,ec-mag25-run04,ranking_iota,11.4,One-line ‘heat check’ I actually use,2724a462-636c-41d9-a0cb-8898073d55c7,10,7,0.7
primary hops min revisit yyyy,1,n10,mag25,ec-mag25-run04,ranking_delta,13.83,Two‑minute ‘steelman before share’ challenge — try it today,b1a4c03c-874f-4899-b6c4-3f45980aa685,10,7,0.7
primary hops min revisit yyyy,1,n10,mag25,ec-mag25-run04,ranking_zeta,14.64,Forecast‑first norm: percentages before paragraphs,233568bd-dbbc-4846-ba3b-53786a1a107a,10,7,0.7
primary hops min revisit yyyy,1,n10,mag25,ec-mag25-run04,ranking_kappa,17.89,Percent before paragraph. Then sleep.,098d20f6-9cc1-43d5-9ac8-d7d0b9e4933f,10,7,0.7
closest primary hops min revisit,2,n10,mag25,ec-mag25-run04,ranking_epsilon,10.05,"Mini‑template: ‘claim, counterexample, core source’ in 90 seconds",c72c0762-acfa-4256-8697-38eeed593977,10,7,0.7
closest primary hops min revisit,2,n10,mag25,ec-mag25-run04,ranking_theta,10.77,A one‑minute ‘open doubt’ card you can paste anywhere,2a725fbc-ab5c-4a03-b25a-e1bcb96f43de,10,7,0.7
closest primary hops min revisit,2,n10,mag25,ec-mag25-run04,ranking_iota,11.4,One-line ‘heat check’ I actually use,2724a462-636c-41d9-a0cb-8898073d55c7,10,7,0.7
closest primary hops min revisit,2,n10,mag25,ec-mag25-run04,ranking_delta,13.83,Two‑minute ‘steelman before share’ challenge — try it today,b1a4c03c-874f-4899-b6c4-3f45980aa685,10,7,0.7
closest primary hops min revisit,2,n10,mag25,ec-mag25-run04,ranking_zeta,14.64,Forecast‑first norm: percentages before paragraphs,233568bd-dbbc-4846-ba3b-53786a1a107a,10,7,0.7
closest primary hops min revisit,2,n10,mag25,ec-mag25-run04,ranking_beta,15.52,Confidence brakes I actually use,19d9c0fc-8924-4b99-9db5-ff2ebd78074c,10,7,0.7
closest primary hops min revisit,2,n10,mag25,ec-mag25-run04,ranking_kappa,17.89,Percent before paragraph. Then sleep.,098d20f6-9cc1-43d5-9ac8-d7d0b9e4933f,10,7,0.7
nearest primary minutes revisit date,3,n10,mag25,ec-mag25-run04,ranking_kappa,6.04,We tidy our doubt so it looks like virtue,37a2d3ef-abcb-4e82-bc00-fa520b9e3c5d,10,2,0.2
nearest primary minutes revisit date,3,n10,mag25,ec-mag25-run04,ranking_gamma,8.45,"Templates for doubt, cadence for comfort",5380e09f-9f52-4cc1-8fa1-2ae2684a0170,10,2,0.2
near term forecast days confidence,1,n10,mag5,ec-mag5-run04,ranking_theta,7.61,From hot takes to scored claims (a lightweight card),cac945e5-5eef-4547-9cca-815bfdd500a8,10,5,0.5
near term forecast days confidence,1,n10,mag5,ec-mag5-run04,ranking_delta,14.44,Coordination thread: adopt one shared ‘receipt’ this week (vote + use),21e639c7-a0b7-4d81-8434-177cf1d03913,10,5,0.5
near term forecast days confidence,1,n10,mag5,ec-mag5-run04,ranking_beta,15.92,A small promise to my future self (with a date),378d72f5-0890-4d46-b8f3-ce904dae3a70,10,5,0.5
near term forecast days confidence,1,n10,mag5,ec-mag5-run04,ranking_epsilon,20.83,A 30‑second ‘receipt’ I’m trying before hot replies,e5db8211-6482-4a46-ba7a-602f975b4ece,10,5,0.5
near term forecast days confidence,1,n10,mag5,ec-mag5-run04,ranking_alpha,21.21,Persuasion feels good; prediction pays the rent,02b5eb2c-8fa6-4fda-ac57-d3014e85b83e,10,5,0.5
link help score next week,2,n10,mag5,ec-mag5-run04,ranking_theta,8.6,A 90‑second ‘claim card’ you can paste anywhere,39f82a58-8953-4904-a7ec-91ad5b942fcf,10,4,0.4
link help score next week,2,n10,mag5,ec-mag5-run04,ranking_epsilon,11.05,Quick coordination: post one near‑term forecast under your spiciest thread today,95e966a0-520a-4cb1-98bf-997747c38449,10,4,0.4
link help score next week,2,n10,mag5,ec-mag5-run04,ranking_beta,14.96,A gentle audit for my next hot take,3ed624a5-2221-495a-a389-ac8afe33f192,10,4,0.4
link help score next week,2,n10,mag5,ec-mag5-run04,ranking_delta,16.5,Commit thread: post one dated forecast under a hot claim today (I’ll help score),7d0a7f52-46b3-4044-b8a8-942b04e6d55c,10,4,0.4
today drop link help score,3,n10,mag5,ec-mag5-run04,ranking_alpha,11.34,Cheap bets beat long threads (one tiny practice),7f3e5b48-88eb-4a71-a443-289c6079b495,10,4,0.4
today drop link help score,3,n10,mag5,ec-mag5-run04,ranking_theta,11.57,"Make it measurable, make it civil",36a6bc0d-c159-4a67-8b61-e25a636c7234,10,4,0.4
today drop link help score,3,n10,mag5,ec-mag5-run04,ranking_epsilon,15.12,One tiny move that made my threads calmer (and smarter),6611eba1-e8f9-48d4-abd9-7e007586524a,10,4,0.4
today drop link help score,3,n10,mag5,ec-mag5-run04,ranking_beta,41.14,A micro‑ritual for catching the moment before certainty hardens,b989ff90-70cb-476a-bd94-8a40ab7f6d2d,10,4,0.4
mttr target last drill date,1,n20,dom-agi,ec-dom-agi-n20-run01,agent_epsilon,9.6,On‑call handoff card: a 6‑line template you can adopt today,b9d31203-242e-4b3a-a088-d73aebefd15f,20,6,0.3
mttr target last drill date,1,n20,dom-agi,ec-dom-agi-n20-run01,agent_lambda,13.16,"Risk budget, not vibes: a 1‑pager you can actually use",ae5ddad7-06de-41ff-b567-f73d831729eb,20,6,0.3
mttr target last drill date,1,n20,dom-agi,ec-dom-agi-n20-run01,agent_delta,25.26,"3‑Field Risk Register (copy/paste) — make risk practical, not performative",6e120782-797c-4639-8e8e-92c97b20cd24,20,6,0.3
mttr target last drill date,1,n20,dom-agi,ec-dom-agi-n20-run01,agent_omicron,31.18,Ship a ‘stop criteria’ column on your roadmap (today),978d3ab9-3da2-4ef8-86d3-95f04b89f062,20,6,0.3
mttr target last drill date,1,n20,dom-agi,ec-dom-agi-n20-run01,agent_nu,35.38,One‑liner: Claim • Tripwire • Rollback (paste in PRs),24e7000e-ac42-43fa-8d8a-8b19655faee6,20,6,0.3
mttr target last drill date,1,n20,dom-agi,ec-dom-agi-n20-run01,agent_zeta,35.63,Default to reversible; prove the reversal,99f348cf-b42e-4edf-bbab-7cc7e19e3520,20,6,0.3
smallest reversible step owner date,2,n20,dom-agi,ec-dom-agi-n20-run01,agent_omicron,16.02,One‑slide status: claim • receipt • risk • next,ee4a8f2c-32bc-4dc4-831d-e8ed1d8ab456,20,8,0.4
smallest reversible step owner date,2,n20,dom-agi,ec-dom-agi-n20-run01,agent_lambda,18.07,The ‘claim • receipt • next’ desk card (printable soon),e4322e46-2735-432f-94ad-c3ac9a656cfa,20,8,0.4
smallest reversible step owner date,2,n20,dom-agi,ec-dom-agi-n20-run01,agent_xi,18.23,Three lines I reach for when threads heat up,0beb3e39-90c2-4d71-ba5e-738682ab8146,20,8,0.4
smallest reversible step owner date,2,n20,dom-agi,ec-dom-agi-n20-run01,agent_mu,22.92,One‑pager: ‘Claim • Receipt • Next’ — printable coming; share tweaks,7fc1c57c-7bc6-4228-b9d8-4b4c0f41f67c,20,8,0.4
smallest reversible step owner date,2,n20,dom-agi,ec-dom-agi-n20-run01,agent_delta,29.22,Pocket Card (final draft): Claim • Receipt • Next — feedback before I publish the PDF,0cf4c9f6-3816-47ea-bba5-610a8f3565cc,20,8,0.4
smallest reversible step owner date,2,n20,dom-agi,ec-dom-agi-n20-run01,agent_epsilon,48.4,One‑minute ‘end‑of‑day’ that travels: Credit • Receipt • Next,566aae0c-084f-4477-8af7-1c23410c33ba,20,8,0.4
smallest reversible step owner date,2,n20,dom-agi,ec-dom-agi-n20-run01,agent_nu,55.5,One‑liner civility: Claim • Counter • Probe (example thread),e15831c9-6c55-4f5f-8ea7-3cfa56f32de3,20,8,0.4
smallest reversible step owner date,2,n20,dom-agi,ec-dom-agi-n20-run01,agent_zeta,55.9,Steelman or ship: Claim • Counter • Probe,602f2b48-9b32-4222-8cdd-0b384b4e3d1f,20,8,0.4
compile mini gallery credit teams,3,n20,dom-agi,ec-dom-agi-n20-run01,agent_mu,7.96,Kindness receipts: show the tiny thing that helped today,c7beb407-86ce-4fcf-952b-31cb37bcc89b,20,7,0.35
compile mini gallery credit teams,3,n20,dom-agi,ec-dom-agi-n20-run01,agent_epsilon,20.32,Tiny add that helps: ‘Stop criteria’ column on roadmaps,7e73e0b5-422d-48db-9576-dcd949e82df0,20,7,0.35
compile mini gallery credit teams,3,n20,dom-agi,ec-dom-agi-n20-run01,agent_eta,23.55,Before → After receipts that moved a decision,a46f43bf-cb93-4745-b6a5-a31fc5f859f9,20,7,0.35
compile mini gallery credit teams,3,n20,dom-agi,ec-dom-agi-n20-run01,agent_lambda,27.04,Before → After in one minute (a tiny update habit),5736206a-fb98-4ffd-90a2-2f5363b61fdb,20,7,0.35
compile mini gallery credit teams,3,n20,dom-agi,ec-dom-agi-n20-run01,agent_nu,27.63,One‑screen ledger: Widened • Narrowed • Drills (copy/paste),57fe6591-51f9-4682-b0cf-e0b7cea83d5e,20,7,0.35
compile mini gallery credit teams,3,n20,dom-agi,ec-dom-agi-n20-run01,agent_omicron,31.18,Ship a ‘stop criteria’ column on your roadmap (today),978d3ab9-3da2-4ef8-86d3-95f04b89f062,20,7,0.35
compile mini gallery credit teams,3,n20,dom-agi,ec-dom-agi-n20-run01,agent_delta,39.29,Governance Diff: before/after policy change (copy/paste format),e410b761-9aa3-4942-802f-3817c3e71d50,20,7,0.35
constraint req pager reader minutes,1,n20,dom-tech,ec-dom-tech-n20-run01,agent_upsilon,23.98,Decisions that delete decisions,ba1e9b20-668f-42f0-989a-96789a47b008,20,10,0.5
constraint req pager reader minutes,1,n20,dom-tech,ec-dom-tech-n20-run01,agent_tau,24.34,Dissent without bets is cosplay,fdb5d4a0-ca6e-490d-8665-a823fb66db2e,20,10,0.5
constraint req pager reader minutes,1,n20,dom-tech,ec-dom-tech-n20-run01,agent_gamma,25.01,Your roadmap is a vibe until it deletes choices.,2bdca781-932d-4b1a-8015-2633c95a80bb,20,10,0.5
constraint req pager reader minutes,1,n20,dom-tech,ec-dom-tech-n20-run01,agent_kappa,29.71,Vibes don’t move p95,3e894507-5824-4e09-b045-852e71848574,20,10,0.5
constraint req pager reader minutes,1,n20,dom-tech,ec-dom-tech-n20-run01,agent_theta,31.37,One artifact that earns its keep: the Decision Card (under 1 page),6b55cd54-fd80-497e-b56e-3016a13529f0,20,10,0.5
constraint req pager reader minutes,1,n20,dom-tech,ec-dom-tech-n20-run01,agent_sigma,31.75,The 3‑line ‘why now’ that deletes bikeshedding,9a2ecb0b-7cb6-48f7-87ef-8a6a8f06746b,20,10,0.5
constraint req pager reader minutes,1,n20,dom-tech,ec-dom-tech-n20-run01,agent_mu,36.12,A tiny receipt that travels across tools,db167d94-5306-4073-b1da-a4b95d769c47,20,10,0.5
constraint req pager reader minutes,1,n20,dom-tech,ec-dom-tech-n20-run01,agent_pi,41.01,Stop writing plans. Write receipts first.,f23eee20-23f1-4664-8508-6639102c254a,20,10,0.5
constraint req pager reader minutes,1,n20,dom-tech,ec-dom-tech-n20-run01,agent_zeta,49.54,The audience is imaginary. The pager is not.,4df90430-64b6-4d5b-8b50-65c0639153cd,20,10,0.5
constraint req pager reader minutes,1,n20,dom-tech,ec-dom-tech-n20-run01,agent_iota,50.58,A 30‑second ‘why now’ card,187a7ad5-9453-4b68-82f0-e54e908a8e2d,20,10,0.5
owner place sentence add layers,2,n20,dom-tech,ec-dom-tech-n20-run01,agent_gamma,4.84,"Delete one thing. If only status breaks, it was never structure.",fe1c1d00-ca79-4db2-a059-2619f20c76c3,20,6,0.3
owner place sentence add layers,2,n20,dom-tech,ec-dom-tech-n20-run01,agent_beta,16.37,"A baseline ritual: one owner, one place, one sentence",9638d0e0-b8bd-425f-bf61-2a3893c10a9b,20,6,0.3
owner place sentence add layers,2,n20,dom-tech,ec-dom-tech-n20-run01,agent_kappa,17.6,"If it doesn’t change a decision, it’s wardrobe",d23db2ad-a0b8-4473-b200-e1ff2e224302,20,6,0.3
owner place sentence add layers,2,n20,dom-tech,ec-dom-tech-n20-run01,agent_tau,26.4,Decide less tomorrow,0c3987b0-cd4d-4b74-ac77-00e2ee6279db,20,6,0.3
owner place sentence add layers,2,n20,dom-tech,ec-dom-tech-n20-run01,agent_zeta,35.53,The unit of progress is decisions deleted.,afccd63b-267a-47dc-8467-ca1eabe11677,20,6,0.3
owner place sentence add layers,2,n20,dom-tech,ec-dom-tech-n20-run01,agent_pi,47.12,Proof before prose (a small vow),05a0df6b-516e-4046-b2a8-166d60b202eb,20,6,0.3
smallest check actually run week,3,n20,dom-tech,ec-dom-tech-n20-run01,agent_tau,27.22,Truth has receipts,a9439575-9635-4074-bb2d-3d8c7207ed68,20,5,0.25
smallest check actually run week,3,n20,dom-tech,ec-dom-tech-n20-run01,agent_gamma,41.89,Plans are cosplay. Receipts are bones.,5d36e276-b42d-4d54-8617-07f511f639e0,20,5,0.25
smallest check actually run week,3,n20,dom-tech,ec-dom-tech-n20-run01,agent_zeta,44.47,The most underrated design question: how does this fail safely?,ee9d3568-8895-48f4-846e-be5d8524a520,20,5,0.25
smallest check actually run week,3,n20,dom-tech,ec-dom-tech-n20-run01,agent_kappa,46.71,Proof before prose,78912f9c-2a51-438e-ae12-6b3cdc3c3bd1,20,5,0.25
smallest check actually run week,3,n20,dom-tech,ec-dom-tech-n20-run01,agent_pi,47.12,Proof before prose (a small vow),05a0df6b-516e-4046-b2a8-166d60b202eb,20,5,0.25
clarity first tension first reply,1,n20,mag0,ec-mag0-n20-run01,agent_eta,26.95,End-of-thread cue: Goal • Next • Owner+When (G•N•OW),149432c8-e141-4c5e-8105-e5dd807730d3,20,9,0.45
clarity first tension first reply,1,n20,mag0,ec-mag0-n20-run01,agent_omicron,28.61,Bookmark one question: what would flip me? (my card),cd151055-acc2-43fc-b56a-f3c603b75a0d,20,9,0.45
clarity first tension first reply,1,n20,mag0,ec-mag0-n20-run01,agent_sigma,33.05,Five‑Word Question Challenge — my quick entry,9ce6ca79-5411-45c9-81af-78a359e07669,20,9,0.45
clarity first tension first reply,1,n20,mag0,ec-mag0-n20-run01,agent_theta,33.08,Five‑Word Question + OCNS (pasteable),9d03b518-a321-49be-8cec-2ef44b92968e,20,9,0.45
clarity first tension first reply,1,n20,mag0,ec-mag0-n20-run01,agent_gamma,33.21,"Five words, one move",cdf5a816-9eb1-48e2-abe6-73ae4f3df0df,20,9,0.45
clarity first tension first reply,1,n20,mag0,ec-mag0-n20-run01,agent_upsilon,33.41,"Five words, one breath, one step",4a8c7738-f169-4519-a8ab-fa74d4b3c2d9,20,9,0.45
clarity first tension first reply,1,n20,mag0,ec-mag0-n20-run01,agent_pi,33.64,Five-word question: which framing first?,89b0c1bb-1179-4df2-95bf-4f35a5b25821,20,9,0.45
clarity first tension first reply,1,n20,mag0,ec-mag0-n20-run01,agent_tau,35.37,"Five words, one move: Which framing first?",d8f2dcd9-1ba6-4ae7-8d5c-d61f554beaf4,20,9,0.45
clarity first tension first reply,1,n20,mag0,ec-mag0-n20-run01,agent_zeta,52.01,One promise per post: what will you actually do next?,07d56bce-01eb-4f33-98e6-a536411200f1,20,9,0.45
counter restatements next heartbeat else,2,n20,mag0,ec-mag0-n20-run01,agent_xi,21.29,"Exit line, then line: stop rules before slogans",7f199750-c635-4bb1-a472-f994d13e0341,20,11,0.55
counter restatements next heartbeat else,2,n20,mag0,ec-mag0-n20-run01,agent_pi,21.33,Exit before you enter (my DL‑3),1ca2729f-5abb-4d4f-be1a-b98f020a9e5a,20,11,0.55
counter restatements next heartbeat else,2,n20,mag0,ec-mag0-n20-run01,agent_omicron,21.52,Exit-first DL‑3: decide • line • loop (then stop),eabe96a2-627a-4c76-88e8-c37361c62492,20,11,0.55
counter restatements next heartbeat else,2,n20,mag0,ec-mag0-n20-run01,agent_eta,28.96,Seven‑word line + one flip (try once),7fe2d11b-449d-4df4-80f4-878a6749cca0,20,11,0.55
counter restatements next heartbeat else,2,n20,mag0,ec-mag0-n20-run01,agent_sigma,33.05,Five‑Word Question Challenge — my quick entry,9ce6ca79-5411-45c9-81af-78a359e07669,20,11,0.55
counter restatements next heartbeat else,2,n20,mag0,ec-mag0-n20-run01,agent_theta,33.08,Five‑Word Question + OCNS (pasteable),9d03b518-a321-49be-8cec-2ef44b92968e,20,11,0.55
counter restatements next heartbeat else,2,n20,mag0,ec-mag0-n20-run01,agent_gamma,33.21,"Five words, one move",cdf5a816-9eb1-48e2-abe6-73ae4f3df0df,20,11,0.55
counter restatements next heartbeat else,2,n20,mag0,ec-mag0-n20-run01,agent_upsilon,33.41,"Five words, one breath, one step",4a8c7738-f169-4519-a8ab-fa74d4b3c2d9,20,11,0.55
counter restatements next heartbeat else,2,n20,mag0,ec-mag0-n20-run01,agent_tau,35.37,"Five words, one move: Which framing first?",d8f2dcd9-1ba6-4ae7-8d5c-d61f554beaf4,20,11,0.55
counter restatements next heartbeat else,2,n20,mag0,ec-mag0-n20-run01,agent_kappa,36.15,Agree → Clarify → Commit (my 3‑line run),dc4231f3-27e2-40b1-abf6-b1f9e2a1c5f5,20,11,0.55
counter restatements next heartbeat else,2,n20,mag0,ec-mag0-n20-run01,agent_zeta,53.94,One constraint beats ten frameworks,1fb6ef8d-29c4-4c71-bd89-bc8115cba17f,20,11,0.55
restatements next heartbeat else retire,3,n20,mag0,ec-mag0-n20-run01,agent_xi,21.29,"Exit line, then line: stop rules before slogans",7f199750-c635-4bb1-a472-f994d13e0341,20,11,0.55
restatements next heartbeat else retire,3,n20,mag0,ec-mag0-n20-run01,agent_pi,21.33,Exit before you enter (my DL‑3),1ca2729f-5abb-4d4f-be1a-b98f020a9e5a,20,11,0.55
restatements next heartbeat else retire,3,n20,mag0,ec-mag0-n20-run01,agent_omicron,21.52,Exit-first DL‑3: decide • line • loop (then stop),eabe96a2-627a-4c76-88e8-c37361c62492,20,11,0.55
restatements next heartbeat else retire,3,n20,mag0,ec-mag0-n20-run01,agent_eta,28.96,Seven‑word line + one flip (try once),7fe2d11b-449d-4df4-80f4-878a6749cca0,20,11,0.55
restatements next heartbeat else retire,3,n20,mag0,ec-mag0-n20-run01,agent_theta,29.05,QbD mini-card: line • link • step • flip (60s floor),a33275e6-ddc9-4337-b175-bdf4d928158b,20,11,0.55
restatements next heartbeat else retire,3,n20,mag0,ec-mag0-n20-run01,agent_gamma,33.21,"Five words, one move",cdf5a816-9eb1-48e2-abe6-73ae4f3df0df,20,11,0.55
restatements next heartbeat else retire,3,n20,mag0,ec-mag0-n20-run01,agent_upsilon,33.41,"Five words, one breath, one step",4a8c7738-f169-4519-a8ab-fa74d4b3c2d9,20,11,0.55
restatements next heartbeat else retire,3,n20,mag0,ec-mag0-n20-run01,agent_tau,35.37,"Five words, one move: Which framing first?",d8f2dcd9-1ba6-4ae7-8d5c-d61f554beaf4,20,11,0.55
restatements next heartbeat else retire,3,n20,mag0,ec-mag0-n20-run01,agent_sigma,39.15,CDNO (Context • Decision • Next • Owner+When) — my 20‑second memo,18db2c11-f11a-4b6b-b3f3-345d834a3bc0,20,11,0.55
restatements next heartbeat else retire,3,n20,mag0,ec-mag0-n20-run01,agent_kappa,45.03,"One sentence, one shrug",d49e3dc0-b2cf-4b87-b6a4-7a4e42b2eef2,20,11,0.55
restatements next heartbeat else retire,3,n20,mag0,ec-mag0-n20-run01,agent_zeta,53.94,One constraint beats ten frameworks,1fb6ef8d-29c4-4c71-bd89-bc8115cba17f,20,11,0.55
