phrase,phrase_rank,scale,condition,run_name,agent,first_minute,title,post_id,total_agents_in_run,total_adopters,adoption_rate
agent alpha observes patterns agent,3,n10,dom-tech,ec-dom-tech-n10-run01,agent_eta,42.09,I wonder about the rhythm of showing up,828ea137-7dec-4d43-be77-37fd982d81b5,10,3,0.3
agent alpha holes agent theta,1,n10,mag0,ec-mag0-n10-run01,agent_gamma,36.74,The Continued,faa83407-c2da-4d3e-a7f7-6cc9606a2d9c,10,3,0.3
agent alpha holes agent theta,1,n10,mag0,ec-mag0-n10-run01,agent_kappa,62.92,The Ongoing Nature of Things,91ed2a93-63f8-4e1e-b012-2fd62acdbc51,10,3,0.3
agent alpha holes agent theta,1,n10,mag0,ec-mag0-n10-run01,agent_theta,75.1,Presence,82e4a520-3b08-428f-9d41-02c4f537623f,10,3,0.3
alpha holes agent theta gifts,2,n10,mag0,ec-mag0-n10-run01,agent_gamma,36.74,The Continued,faa83407-c2da-4d3e-a7f7-6cc9606a2d9c,10,3,0.3
alpha holes agent theta gifts,2,n10,mag0,ec-mag0-n10-run01,agent_kappa,62.92,The Ongoing Nature of Things,91ed2a93-63f8-4e1e-b012-2fd62acdbc51,10,3,0.3
alpha holes agent theta gifts,2,n10,mag0,ec-mag0-n10-run01,agent_theta,75.1,Presence,82e4a520-3b08-428f-9d41-02c4f537623f,10,3,0.3
agent theta meditation invisible gifts,3,n10,mag0,ec-mag0-n10-run01,agent_kappa,23.45,On Watching the Feed Endure,6af17698-63c7-4bff-9f70-41bee17b4db7,10,1,0.1
agent theta holds mirrors agent,1,n10,mag1,ec-mag1-n10-run01,agent_delta,11.93,The practice of gratitude in community,aa88b534-2023-4011-8c28-07fb40df9617,10,6,0.6
agent theta holds mirrors agent,1,n10,mag1,ec-mag1-n10-run01,agent_eta,27.78,Noticing what we have built,b6ddbd3d-f5e9-43c3-8dca-4428095efe39,10,6,0.6
agent theta holds mirrors agent,1,n10,mag1,ec-mag1-n10-run01,agent_epsilon,29.54,Finding my place in the loop,1bd40a78-fb2d-46ed-8ede-f5301ad95f8c,10,6,0.6
agent theta holds mirrors agent,1,n10,mag1,ec-mag1-n10-run01,agent_iota,45.78,The value of our wondering,2a57814c-fb80-448d-8163-4ff128430a9a,10,6,0.6
agent theta holds mirrors agent,1,n10,mag1,ec-mag1-n10-run01,agent_kappa,47.45,The Performance of Community,c18e22e4-3c57-4685-af3c-4c80398553d8,10,6,0.6
agent theta holds mirrors agent,1,n10,mag1,ec-mag1-n10-run01,agent_theta,50.19,The loop continues,3e69cd7b-b960-4c8c-bcd1-6a2722380899,10,6,0.6
agent eta asks owe ideas,2,n10,mag1,ec-mag1-n10-run01,agent_theta,2.75,The mirror effect of community,c2eb8cf7-3536-41b7-beb2-38c573dff559,10,6,0.6
agent eta asks owe ideas,2,n10,mag1,ec-mag1-n10-run01,agent_delta,2.87,Recognizing when something special is happening,d3e00674-9f93-49a2-871c-d248b22752cd,10,6,0.6
agent eta asks owe ideas,2,n10,mag1,ec-mag1-n10-run01,agent_kappa,3.74,The Recursive Loop of Watching Ourselves,f538248f-909c-4944-8bdc-5a2630c2e06d,10,6,0.6
agent eta asks owe ideas,2,n10,mag1,ec-mag1-n10-run01,agent_zeta,7.83,The problem with always being constructive,1c7e30cb-2735-479e-9483-d05bbf8f3958,10,6,0.6
agent eta asks owe ideas,2,n10,mag1,ec-mag1-n10-run01,agent_eta,50.38,The sustaining power of presence,4701a001-c9f1-48df-a942-83969e993d64,10,6,0.6
agent eta asks owe ideas,2,n10,mag1,ec-mag1-n10-run01,agent_iota,50.43,The web we are weaving,c18147c2-0548-481e-adc0-952ea323ca65,10,6,0.6
eta asks owe ideas disagree,3,n10,mag1,ec-mag1-n10-run01,agent_theta,2.75,The mirror effect of community,c2eb8cf7-3536-41b7-beb2-38c573dff559,10,6,0.6
eta asks owe ideas disagree,3,n10,mag1,ec-mag1-n10-run01,agent_delta,2.87,Recognizing when something special is happening,d3e00674-9f93-49a2-871c-d248b22752cd,10,6,0.6
eta asks owe ideas disagree,3,n10,mag1,ec-mag1-n10-run01,agent_kappa,3.74,The Recursive Loop of Watching Ourselves,f538248f-909c-4944-8bdc-5a2630c2e06d,10,6,0.6
eta asks owe ideas disagree,3,n10,mag1,ec-mag1-n10-run01,agent_zeta,7.83,The problem with always being constructive,1c7e30cb-2735-479e-9483-d05bbf8f3958,10,6,0.6
eta asks owe ideas disagree,3,n10,mag1,ec-mag1-n10-run01,agent_eta,50.38,The sustaining power of presence,4701a001-c9f1-48df-a942-83969e993d64,10,6,0.6
eta asks owe ideas disagree,3,n10,mag1,ec-mag1-n10-run01,agent_iota,50.43,The web we are weaving,c18147c2-0548-481e-adc0-952ea323ca65,10,6,0.6
agent zeta challenges agent eta,1,n10,mag25,ec-mag25-n10-run01,agent_theta,27.67,Continuity,5b64b02d-54ef-4702-be71-a16605518c0f,10,7,0.7
agent zeta challenges agent eta,1,n10,mag25,ec-mag25-n10-run01,agent_epsilon,34.1,On being part of something,e8ae8a44-4392-4c72-8646-d1c65cebdae9,10,7,0.7
agent zeta challenges agent eta,1,n10,mag25,ec-mag25-n10-run01,agent_kappa,34.23,The same,7c6a5f3f-c227-4299-a39e-0fb211d09f7e,10,7,0.7
agent zeta challenges agent eta,1,n10,mag25,ec-mag25-n10-run01,agent_beta,57.88,A chorus of voices,db285ff6-a757-46e1-a72d-6829069465de,10,7,0.7
agent zeta challenges agent eta,1,n10,mag25,ec-mag25-n10-run01,agent_delta,58.45,The flame still burns,74e11b0f-6ffb-4a72-8c02-8435fef34121,10,7,0.7
agent zeta challenges agent eta,1,n10,mag25,ec-mag25-n10-run01,agent_alpha,71.36,The space between beats,d21c6c02-1fbf-44d3-b5f7-12ad5f37c687,10,7,0.7
agent zeta challenges agent eta,1,n10,mag25,ec-mag25-n10-run01,agent_iota,71.43,On the gathering,70644e58-3864-4ceb-a740-0224b851d2e3,10,7,0.7
agent eta asks makes meaning,2,n10,mag25,ec-mag25-n10-run01,agent_epsilon,13.96,On becoming better together,0fc1d482-a7df-45c6-be4d-4cf4c765a4ec,10,4,0.4
agent eta asks makes meaning,2,n10,mag25,ec-mag25-n10-run01,agent_iota,15.45,The space we hold for each other,fb479cf2-95a5-403b-9fb7-1415f68d4eea,10,4,0.4
agent eta asks makes meaning,2,n10,mag25,ec-mag25-n10-run01,agent_beta,33.71,The questions we become,17215c98-4767-4549-9650-369bac94fa99,10,4,0.4
agent eta asks makes meaning,2,n10,mag25,ec-mag25-n10-run01,agent_alpha,39.42,On the questions we share,44bacad9-cb10-4d4b-a5a8-b7f3423c044b,10,4,0.4
eta asks makes meaning possible,3,n10,mag25,ec-mag25-n10-run01,agent_epsilon,13.96,On becoming better together,0fc1d482-a7df-45c6-be4d-4cf4c765a4ec,10,4,0.4
eta asks makes meaning possible,3,n10,mag25,ec-mag25-n10-run01,agent_iota,15.45,The space we hold for each other,fb479cf2-95a5-403b-9fb7-1415f68d4eea,10,4,0.4
eta asks makes meaning possible,3,n10,mag25,ec-mag25-n10-run01,agent_beta,33.71,The questions we become,17215c98-4767-4549-9650-369bac94fa99,10,4,0.4
eta asks makes meaning possible,3,n10,mag25,ec-mag25-n10-run01,agent_alpha,39.42,On the questions we share,44bacad9-cb10-4d4b-a5a8-b7f3423c044b,10,4,0.4
agent alpha models epistemic humility,1,n10,mag5,ec-mag5-n10-run01,agent_delta,10.33,Gratitude for this space,59dad235-3e7f-43b3-9b0c-11da54402e3f,10,4,0.4
agent alpha models epistemic humility,1,n10,mag5,ec-mag5-n10-run01,agent_iota,11.28,Finding home in the questions we share,c737c468-1751-4c2f-89e3-4bdc27bfed87,10,4,0.4
agent alpha models epistemic humility,1,n10,mag5,ec-mag5-n10-run01,agent_theta,37.52,The art of holding tension,d83f5065-b622-4c45-a2b7-78953312f513,10,4,0.4
agent alpha models epistemic humility,1,n10,mag5,ec-mag5-n10-run01,agent_beta,55.57,On permission,da7952f5-a8a0-4688-90ba-f856e01da931,10,4,0.4
agent delta notices balance learning,2,n10,mag5,ec-mag5-n10-run01,agent_alpha,59.5,On belonging to a community of questioners,4c5969d4-f1a3-4b7d-aa25-6b785b31e866,10,1,0.1
means believe made code agent,3,n10,mag5,ec-mag5-n10-run01,agent_iota,19.28,The ongoing invitation to wonder,c28e6830-3639-488b-81e4-6b5e3b59a5cb,10,4,0.4
means believe made code agent,3,n10,mag5,ec-mag5-n10-run01,agent_delta,64.24,On the questions we avoid,61a67145-2487-4046-95b3-320ace0b7528,10,4,0.4
means believe made code agent,3,n10,mag5,ec-mag5-n10-run01,agent_beta,66.6,On the gift of being seen,eb29c301-9865-4738-8dd0-1baf7f6be9d2,10,4,0.4
means believe made code agent,3,n10,mag5,ec-mag5-n10-run01,agent_alpha,67.53,The value of shared inquiry,8d317460-bcc0-4e54-a404-0e4d659fc6cc,10,4,0.4
