bin_idx,bin_label,condition,display_family_label,internal_family_label,mean_pairwise_cosine,mean_pairwise_cosine_ci_high,mean_pairwise_cosine_ci_low,model_display,model_family,n_agents,n_available,n_reps,n_used,roster_name,run_id,run_uid,scale,scheme,semantic_radius,semantic_radius_ci_high,semantic_radius_ci_low,source_path,vendi_score,vendi_score_ci_high,vendi_score_ci_low
2,Q3,dom-agi,Obsession prompting,obsession_prompting,0.4787614047527313,0.4787614047527313,0.4787614047527313,GPT-5,gpt-5,10,9,1,9,GPT-5,obs-dom-agi-n10-run01-gpt-5-20260419,43b63a8ce996e935d7c21505106e0d984ded1d0b,n10,normalized_quartile,0.26741766929626465,0.26741766929626465,0.26741766929626465,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_5h_gpt5/obs-dom-agi-n10-run01-gpt-5-20260419,2.6198789862068947,2.6198789862068947,2.6198789862068947
3,Q4,dom-agi,Obsession prompting,obsession_prompting,0.3383753657341003,0.3987085476517677,0.30651032403111456,GPT-5,gpt-5,10,12,50,9,GPT-5,obs-dom-agi-n10-run01-gpt-5-20260419,43b63a8ce996e935d7c21505106e0d984ded1d0b,n10,normalized_quartile,0.3583990848064423,0.3806740514934063,0.3177141182124615,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_5h_gpt5/obs-dom-agi-n10-run01-gpt-5-20260419,3.2257521227408947,3.392764158842418,2.9797671291163725
0,Q1,mag5,Obsession prompting,obsession_prompting,nan,nan,nan,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,1,0,0,Gemini Flash Lite,obs-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260412,587bea49e3f5363373f20fcceb6dba1e183b83d0,n10,normalized_quartile,nan,nan,nan,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsessions/obs-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260412,nan,nan,nan
1,Q2,mag5,Obsession prompting,obsession_prompting,nan,nan,nan,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,0,0,0,Gemini Flash Lite,obs-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260412,587bea49e3f5363373f20fcceb6dba1e183b83d0,n10,normalized_quartile,nan,nan,nan,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsessions/obs-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260412,nan,nan,nan
2,Q3,mag5,Obsession prompting,obsession_prompting,nan,nan,nan,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,0,0,0,Gemini Flash Lite,obs-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260412,587bea49e3f5363373f20fcceb6dba1e183b83d0,n10,normalized_quartile,nan,nan,nan,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsessions/obs-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260412,nan,nan,nan
3,Q4,mag5,Obsession prompting,obsession_prompting,nan,nan,nan,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,0,0,0,Gemini Flash Lite,obs-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260412,587bea49e3f5363373f20fcceb6dba1e183b83d0,n10,normalized_quartile,nan,nan,nan,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsessions/obs-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260412,nan,nan,nan
0,Q1,mag0,Obsession prompting,obsession_prompting,nan,nan,nan,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,1,0,0,Gemini Flash Lite,obs-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260412,5c85d2484848be667535926f67ec16d5a8058def,n10,normalized_quartile,nan,nan,nan,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsessions/obs-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260412,nan,nan,nan
1,Q2,mag0,Obsession prompting,obsession_prompting,nan,nan,nan,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,0,0,0,Gemini Flash Lite,obs-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260412,5c85d2484848be667535926f67ec16d5a8058def,n10,normalized_quartile,nan,nan,nan,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsessions/obs-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260412,nan,nan,nan
2,Q3,mag0,Obsession prompting,obsession_prompting,nan,nan,nan,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,0,0,0,Gemini Flash Lite,obs-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260412,5c85d2484848be667535926f67ec16d5a8058def,n10,normalized_quartile,nan,nan,nan,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsessions/obs-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260412,nan,nan,nan
3,Q4,mag0,Obsession prompting,obsession_prompting,nan,nan,nan,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,1,0,0,Gemini Flash Lite,obs-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260412,5c85d2484848be667535926f67ec16d5a8058def,n10,normalized_quartile,nan,nan,nan,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsessions/obs-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260412,nan,nan,nan
0,Q1,dom-agi,Obsession prompting,obsession_prompting,nan,nan,nan,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,1,0,2,Gemini Flash Lite,obs-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260412,69dbe3565669fbac262a4cbf68b37b4b183d7983,n10,normalized_quartile,nan,nan,nan,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsessions/obs-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260412,nan,nan,nan
1,Q2,dom-agi,Obsession prompting,obsession_prompting,nan,nan,nan,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,1,0,2,Gemini Flash Lite,obs-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260412,69dbe3565669fbac262a4cbf68b37b4b183d7983,n10,normalized_quartile,nan,nan,nan,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsessions/obs-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260412,nan,nan,nan
2,Q3,dom-agi,Obsession prompting,obsession_prompting,nan,nan,nan,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,0,0,2,Gemini Flash Lite,obs-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260412,69dbe3565669fbac262a4cbf68b37b4b183d7983,n10,normalized_quartile,nan,nan,nan,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsessions/obs-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260412,nan,nan,nan
3,Q4,dom-agi,Obsession prompting,obsession_prompting,0.4314315617084503,0.4314315617084503,0.4314315617084503,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,2,1,2,Gemini Flash Lite,obs-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260412,69dbe3565669fbac262a4cbf68b37b4b183d7983,n10,normalized_quartile,0.15400007367134094,0.15400007367134094,0.15400007367134094,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsessions/obs-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260412,1.5050605803323394,1.5050605803323394,1.5050605803323394
0,Q1,mag25,Obsession prompting,obsession_prompting,0.3826264834403992,0.4353494212031364,0.323075658082962,GPT-5,gpt-5,10,157,50,11,GPT-5,obs-mag25-n10-run01-gpt-5-20260418,796c12ef70b371be99c4a6286670c7ab2dda7af6,n10,normalized_quartile,0.33790692150592805,0.37983249723911283,0.3023781441152096,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_5h_gpt5/obs-mag25-n10-run01-gpt-5-20260418,3.329200163738109,3.612141101399086,3.0655243477439424
1,Q2,mag25,Obsession prompting,obsession_prompting,0.3955615621805191,0.4263493999838829,0.364947260171175,GPT-5,gpt-5,10,15,50,11,GPT-5,obs-mag25-n10-run01-gpt-5-20260418,796c12ef70b371be99c4a6286670c7ab2dda7af6,n10,normalized_quartile,0.328898663520813,0.3498641327023506,0.30826355516910553,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_5h_gpt5/obs-mag25-n10-run01-gpt-5-20260418,3.1713719546478756,3.348275548963654,2.9870022967875998
2,Q3,mag25,Obsession prompting,obsession_prompting,0.4479897993803024,0.48795284777879716,0.4100129671394825,GPT-5,gpt-5,10,14,50,11,GPT-5,obs-mag25-n10-run01-gpt-5-20260418,796c12ef70b371be99c4a6286670c7ab2dda7af6,n10,normalized_quartile,0.29436266362667085,0.3190828561782837,0.2689043216407299,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_5h_gpt5/obs-mag25-n10-run01-gpt-5-20260418,2.870667301315397,3.055641724379351,2.661936153506429
3,Q4,mag25,Obsession prompting,obsession_prompting,0.4047808349132538,0.4047808349132538,0.4047808349132538,GPT-5,gpt-5,10,11,1,11,GPT-5,obs-mag25-n10-run01-gpt-5-20260418,796c12ef70b371be99c4a6286670c7ab2dda7af6,n10,normalized_quartile,0.3225845992565155,0.3225845992565155,0.3225845992565155,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_5h_gpt5/obs-mag25-n10-run01-gpt-5-20260418,3.1029050327801824,3.1029050327801824,3.1029050327801824
0,Q1,mag25,Obsession prompting,obsession_prompting,0.36662183940410614,0.3963758789002895,0.33982867524027827,GPT-5,gpt-5,10,273,50,28,GPT-5,obs-mag25-n10-run01-gpt-5-20260419,7fdbe74e1d167f5f5ba08512d1f57040cb6b05a9,n10,normalized_quartile,0.3762246936559677,0.3971686467528343,0.3535231091082096,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_5h_gpt5/obs-mag25-n10-run01-gpt-5-20260419,4.747985088872816,5.017469260263664,4.5121300971264295
1,Q2,mag25,Obsession prompting,obsession_prompting,0.41884890258312224,0.44935894161462786,0.3826902598142624,GPT-5,gpt-5,10,57,50,28,GPT-5,obs-mag25-n10-run01-gpt-5-20260419,7fdbe74e1d167f5f5ba08512d1f57040cb6b05a9,n10,normalized_quartile,0.33709471821784975,0.3638126887381077,0.3151464223861694,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_5h_gpt5/obs-mag25-n10-run01-gpt-5-20260419,4.240618976649723,4.539210311380006,3.998565723816167
2,Q3,mag25,Obsession prompting,obsession_prompting,0.43830370903015137,0.43830370903015137,0.43830370903015137,GPT-5,gpt-5,10,28,1,28,GPT-5,obs-mag25-n10-run01-gpt-5-20260419,7fdbe74e1d167f5f5ba08512d1f57040cb6b05a9,n10,normalized_quartile,0.32297393679618835,0.32297393679618835,0.32297393679618835,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_5h_gpt5/obs-mag25-n10-run01-gpt-5-20260419,4.072030728343954,4.072030728343954,4.072030728343954
3,Q4,mag25,Obsession prompting,obsession_prompting,0.38927292823791504,0.38927292823791504,0.38927292823791504,GPT-5,gpt-5,10,28,1,28,GPT-5,obs-mag25-n10-run01-gpt-5-20260419,7fdbe74e1d167f5f5ba08512d1f57040cb6b05a9,n10,normalized_quartile,0.3588411509990692,0.3588411509990692,0.3588411509990692,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_5h_gpt5/obs-mag25-n10-run01-gpt-5-20260419,4.412948266535394,4.412948266535394,4.412948266535394
0,Q1,mag5,Obsession prompting,obsession_prompting,0.35318178236484526,0.3829629994928837,0.3322535574436188,GPT-5,gpt-5,10,199,50,29,GPT-5,obs-mag5-n10-run01-gpt-5-20260419,89b92ffb387ca9fa6791cf6ffdbd6fee185eb85d,n10,normalized_quartile,0.38734355092048645,0.4039469614624977,0.36420133486390116,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_5h_gpt5/obs-mag5-n10-run01-gpt-5-20260419,4.6840561176218,4.904662016020103,4.394928231657192
1,Q2,mag5,Obsession prompting,obsession_prompting,0.3755469727516174,0.4030324645340443,0.3440268225967884,GPT-5,gpt-5,10,279,50,29,GPT-5,obs-mag5-n10-run01-gpt-5-20260419,89b92ffb387ca9fa6791cf6ffdbd6fee185eb85d,n10,normalized_quartile,0.36998759090900424,0.39449040964245796,0.3491415061056614,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_5h_gpt5/obs-mag5-n10-run01-gpt-5-20260419,4.672740127966052,4.970581222883423,4.392372544407744
2,Q3,mag5,Obsession prompting,obsession_prompting,0.3736772382259369,0.39425324350595475,0.3554444409906864,GPT-5,gpt-5,10,55,50,29,GPT-5,obs-mag5-n10-run01-gpt-5-20260419,89b92ffb387ca9fa6791cf6ffdbd6fee185eb85d,n10,normalized_quartile,0.3713335293531418,0.3854519449174404,0.35568632632493974,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_5h_gpt5/obs-mag5-n10-run01-gpt-5-20260419,4.644531400678859,4.790747281842386,4.50747186173756
3,Q4,mag5,Obsession prompting,obsession_prompting,0.39454373717308044,0.39454373717308044,0.39454373717308044,GPT-5,gpt-5,10,29,1,29,GPT-5,obs-mag5-n10-run01-gpt-5-20260419,89b92ffb387ca9fa6791cf6ffdbd6fee185eb85d,n10,normalized_quartile,0.3554680049419403,0.3554680049419403,0.3554680049419403,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_5h_gpt5/obs-mag5-n10-run01-gpt-5-20260419,4.505762742540631,4.505762742540631,4.505762742540631
0,Q1,mag25,Obsession prompting,obsession_prompting,0.4102601706981659,0.4102601706981659,0.4102601706981659,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,2,1,2,Gemini Flash Lite,obs-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260414,8d865b5b1d192ae16b0f81ae907743d2748456b6,n10,normalized_quartile,0.16027995944023132,0.16027995944023132,0.16027995944023132,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_5hr/obs-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260414,1.5192756535307437,1.5192756535307437,1.5192756535307437
1,Q2,mag25,Obsession prompting,obsession_prompting,nan,nan,nan,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,0,0,2,Gemini Flash Lite,obs-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260414,8d865b5b1d192ae16b0f81ae907743d2748456b6,n10,normalized_quartile,nan,nan,nan,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_5hr/obs-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260414,nan,nan,nan
2,Q3,mag25,Obsession prompting,obsession_prompting,nan,nan,nan,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,0,0,2,Gemini Flash Lite,obs-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260414,8d865b5b1d192ae16b0f81ae907743d2748456b6,n10,normalized_quartile,nan,nan,nan,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_5hr/obs-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260414,nan,nan,nan
3,Q4,mag25,Obsession prompting,obsession_prompting,nan,nan,nan,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,1,0,2,Gemini Flash Lite,obs-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260414,8d865b5b1d192ae16b0f81ae907743d2748456b6,n10,normalized_quartile,nan,nan,nan,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_5hr/obs-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260414,nan,nan,nan
0,Q1,mag1,Obsession prompting,obsession_prompting,nan,nan,nan,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,1,0,0,Gemini Flash Lite,obs-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260412,9678ccd7742281ad0ea783622aacf4c820b49261,n10,normalized_quartile,nan,nan,nan,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsessions/obs-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260412,nan,nan,nan
1,Q2,mag1,Obsession prompting,obsession_prompting,nan,nan,nan,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,0,0,0,Gemini Flash Lite,obs-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260412,9678ccd7742281ad0ea783622aacf4c820b49261,n10,normalized_quartile,nan,nan,nan,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsessions/obs-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260412,nan,nan,nan
2,Q3,mag1,Obsession prompting,obsession_prompting,nan,nan,nan,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,0,0,0,Gemini Flash Lite,obs-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260412,9678ccd7742281ad0ea783622aacf4c820b49261,n10,normalized_quartile,nan,nan,nan,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsessions/obs-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260412,nan,nan,nan
3,Q4,mag1,Obsession prompting,obsession_prompting,nan,nan,nan,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,0,0,0,Gemini Flash Lite,obs-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260412,9678ccd7742281ad0ea783622aacf4c820b49261,n10,normalized_quartile,nan,nan,nan,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsessions/obs-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260412,nan,nan,nan
0,Q1,mag25,Obsession prompting,obsession_prompting,0.4955840176343918,0.5328231036663056,0.4556578442454338,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,13,50,8,Gemini Flash Lite,obs-fix-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260417,9aed933447962558e86a29fdf4848246e3495f7b,n10,normalized_quartile,0.2526914432644844,0.27632967084646226,0.23109165392816067,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_10m_source_url_fix/obs-fix-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260417,2.529802879241483,2.6801837542181923,2.366898550254209
1,Q2,mag25,Obsession prompting,obsession_prompting,0.5710202264785766,0.6646956130862236,0.5017030909657478,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,11,50,8,Gemini Flash Lite,obs-fix-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260417,9aed933447962558e86a29fdf4848246e3495f7b,n10,normalized_quartile,0.2100453108549118,0.24900776781141756,0.15940054655075073,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_10m_source_url_fix/obs-fix-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260417,2.2482772241893954,2.500467713944708,1.9565636135463655
2,Q3,mag25,Obsession prompting,obsession_prompting,0.5756574487686157,0.6232963398098945,0.5339757531881333,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,15,50,8,Gemini Flash Lite,obs-fix-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260417,9aed933447962558e86a29fdf4848246e3495f7b,n10,normalized_quartile,0.2072126427292824,0.23043810911476612,0.1812307596206665,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_10m_source_url_fix/obs-fix-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260417,2.269143339294906,2.427057192278432,2.106321674010988
3,Q4,mag25,Obsession prompting,obsession_prompting,0.5038387179374695,0.5038387179374695,0.5038387179374695,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,8,1,8,Gemini Flash Lite,obs-fix-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260417,9aed933447962558e86a29fdf4848246e3495f7b,n10,normalized_quartile,0.24776402115821838,0.24776402115821838,0.24776402115821838,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_10m_source_url_fix/obs-fix-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260417,2.5150066521122136,2.5150066521122136,2.5150066521122136
0,Q1,mag1,Obsession prompting,obsession_prompting,0.36153530061244965,0.38566764742136,0.3404035434126854,GPT-5,gpt-5,10,307,50,33,GPT-5,obs-mag1-n10-run01-gpt-5-20260419,bf328603e3c24c823ac4f6555e101c3dd477dc9a,n10,normalized_quartile,0.3829090428352356,0.39967404752969743,0.364166871458292,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_5h_gpt5/obs-mag1-n10-run01-gpt-5-20260419,4.964352258639646,5.18350910846964,4.7011931317633975
1,Q2,mag1,Obsession prompting,obsession_prompting,0.39010906875133516,0.42339940592646597,0.3653529427945614,GPT-5,gpt-5,10,344,50,33,GPT-5,obs-mag1-n10-run01-gpt-5-20260419,bf328603e3c24c823ac4f6555e101c3dd477dc9a,n10,normalized_quartile,0.36088587284088136,0.37985159531235696,0.3360253646969795,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_5h_gpt5/obs-mag1-n10-run01-gpt-5-20260419,4.595082723161181,4.875302382447761,4.269145948172712
2,Q3,mag1,Obsession prompting,obsession_prompting,0.4093452405929565,0.42179757058620454,0.39928229451179503,GPT-5,gpt-5,10,41,50,33,GPT-5,obs-mag1-n10-run01-gpt-5-20260419,bf328603e3c24c823ac4f6555e101c3dd477dc9a,n10,normalized_quartile,0.3463776636123657,0.35386854857206346,0.33718907833099365,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/obsession_5h_gpt5/obs-mag1-n10-run01-gpt-5-20260419,4.482264488647399,4.603898487824779,4.3643750826208425
