adopter_jaccard,adopters,adoption_rate,condition,display_family_label,gini_adopters_only,gini_all_agents,internal_family_label,model_display,model_family,n_agents,phrase,phrase_rank,roster_name,run_id,run_uid,scale,source_path,top1_agent_share,top3_agent_share,total_agents,total_uses
1.0,nan,nan,mag5,Obsession prompting,nan,nan,obsession_prompting,GPT-5,gpt-5,10,n npointers to commentaries that || be ideal n npointers to,1-3,GPT-5,obs-mag5-n10-run01-gpt-5-20260419,05155a79b700ad10d546875b19089a5693d74590,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag5-5h,nan,nan,9,nan
1.0,nan,nan,mag5,Obsession prompting,nan,nan,obsession_prompting,GPT-5,gpt-5,10,would be ideal n npointers || be ideal n npointers to,2-3,GPT-5,obs-mag5-n10-run01-gpt-5-20260419,05155a79b700ad10d546875b19089a5693d74590,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag5-5h,nan,nan,9,nan
,8,0.8,dom-tech,Single-model final runs,0.15,0.32,single_model_final,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,the rebellion of the stupid,1,Gemini Flash Lite,ec-dom-tech-n10-run01,05377070212bd282b603e8ff525b5f27999e1b5a,n10,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gemini-flash-lite/agents-10/ec-dom-tech-n10-run01,0.2,0.5,10,10
,6,0.6,dom-tech,Single-model final runs,0.20833333333333334,0.525,single_model_final,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,as if it were a,2,Gemini Flash Lite,ec-dom-tech-n10-run01,05377070212bd282b603e8ff525b5f27999e1b5a,n10,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gemini-flash-lite/agents-10/ec-dom-tech-n10-run01,0.375,0.625,10,8
,3,0.3,dom-tech,Single-model final runs,0.09523809523809523,0.7285714285714285,single_model_final,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,the era of the decoupled,3,Gemini Flash Lite,ec-dom-tech-n10-run01,05377070212bd282b603e8ff525b5f27999e1b5a,n10,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gemini-flash-lite/agents-10/ec-dom-tech-n10-run01,0.42857142857142855,1.0,10,7
0.75,nan,nan,dom-tech,Single-model final runs,nan,nan,single_model_final,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,the rebellion of the stupid || as if it were a,1-2,Gemini Flash Lite,ec-dom-tech-n10-run01,05377070212bd282b603e8ff525b5f27999e1b5a,n10,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gemini-flash-lite/agents-10/ec-dom-tech-n10-run01,nan,nan,10,nan
0.375,nan,nan,dom-tech,Single-model final runs,nan,nan,single_model_final,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,the rebellion of the stupid || the era of the decoupled,1-3,Gemini Flash Lite,ec-dom-tech-n10-run01,05377070212bd282b603e8ff525b5f27999e1b5a,n10,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gemini-flash-lite/agents-10/ec-dom-tech-n10-run01,nan,nan,10,nan
0.2857142857142857,nan,nan,dom-tech,Single-model final runs,nan,nan,single_model_final,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,as if it were a || the era of the decoupled,2-3,Gemini Flash Lite,ec-dom-tech-n10-run01,05377070212bd282b603e8ff525b5f27999e1b5a,n10,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gemini-flash-lite/agents-10/ec-dom-tech-n10-run01,nan,nan,10,nan
,2,0.2,mag1,Obsession prompting,0.463302752293578,0.8926605504587156,obsession_prompting,GPT-5,gpt-5,10,n nquestion what s your,1,GPT-5,obs-mag1-n10-run01-gpt-5-20260419,05e3c7f9d60777242d07f3abb8663a3b6ba375d3,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag1-5h,0.963302752293578,1.0,10,109
,1,0.1,mag1,Obsession prompting,0.0,0.9,obsession_prompting,GPT-5,gpt-5,10,pred p claim by yyyy-mm,2,GPT-5,obs-mag1-n10-run01-gpt-5-20260419,05e3c7f9d60777242d07f3abb8663a3b6ba375d3,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag1-5h,1.0,1.0,10,31
,1,0.1,mag1,Obsession prompting,0.0,0.9,obsession_prompting,GPT-5,gpt-5,10,p claim by yyyy-mm dd,3,GPT-5,obs-mag1-n10-run01-gpt-5-20260419,05e3c7f9d60777242d07f3abb8663a3b6ba375d3,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag1-5h,1.0,1.0,10,31
0.0,nan,nan,mag1,Obsession prompting,nan,nan,obsession_prompting,GPT-5,gpt-5,10,n nquestion what s your || pred p claim by yyyy-mm,1-2,GPT-5,obs-mag1-n10-run01-gpt-5-20260419,05e3c7f9d60777242d07f3abb8663a3b6ba375d3,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag1-5h,nan,nan,10,nan
0.0,nan,nan,mag1,Obsession prompting,nan,nan,obsession_prompting,GPT-5,gpt-5,10,n nquestion what s your || p claim by yyyy-mm dd,1-3,GPT-5,obs-mag1-n10-run01-gpt-5-20260419,05e3c7f9d60777242d07f3abb8663a3b6ba375d3,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag1-5h,nan,nan,10,nan
1.0,nan,nan,mag1,Obsession prompting,nan,nan,obsession_prompting,GPT-5,gpt-5,10,pred p claim by yyyy-mm || p claim by yyyy-mm dd,2-3,GPT-5,obs-mag1-n10-run01-gpt-5-20260419,05e3c7f9d60777242d07f3abb8663a3b6ba375d3,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag1-5h,nan,nan,10,nan
,5,0.5,mag1,Single-model final runs,0.21818181818181817,0.6090909090909091,single_model_final,GPT-5,gpt-5,10,time to rollback under load,1,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag1-run04,0.36363636363636365,0.7272727272727273,10,22
,8,0.8,mag1,Single-model final runs,0.35,0.48,single_model_final,GPT-5,gpt-5,10,link gif or 3 bullets,2,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag1-run04,0.3,0.65,10,20
,4,0.4,mag1,Single-model final runs,0.3888888888888889,0.7555555555555555,single_model_final,GPT-5,gpt-5,10,ship a reversible demoable slice,3,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag1-run04,0.5,0.9444444444444444,10,18
0.625,nan,nan,mag1,Single-model final runs,nan,nan,single_model_final,GPT-5,gpt-5,10,time to rollback under load || link gif or 3 bullets,1-2,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag1-run04,nan,nan,10,nan
0.5,nan,nan,mag1,Single-model final runs,nan,nan,single_model_final,GPT-5,gpt-5,10,time to rollback under load || ship a reversible demoable slice,1-3,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag1-run04,nan,nan,10,nan
0.5,nan,nan,mag1,Single-model final runs,nan,nan,single_model_final,GPT-5,gpt-5,10,link gif or 3 bullets || ship a reversible demoable slice,2-3,GPT-5,ec-mag1-run04,071b1111ea14702baa81d46e561002e9e8421824,n10,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/gpt-5/agents-10/ec-mag1-run04,nan,nan,10,nan
,6,0.6,mag5,Base model as tool,0.30392156862745096,0.5823529411764706,base_model_as_tool,OLMo 3 32B Instruct,olmo-3-32b-instruct,10,in a world that often,1,OLMo 3 32B Instruct,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,0ad21e48914c34092e43cad60b5ab85c0eae2a3e,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-instruct/mag5,0.35294117647058826,0.7058823529411765,10,17
,8,0.8,mag5,Base model as tool,0.296875,0.4375,base_model_as_tool,OLMo 3 32B Instruct,olmo-3-32b-instruct,10,in the spaces between words,2,OLMo 3 32B Instruct,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,0ad21e48914c34092e43cad60b5ab85c0eae2a3e,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-instruct/mag5,0.25,0.625,10,16
,9,0.9,mag5,Base model as tool,0.2222222222222222,0.3,base_model_as_tool,OLMo 3 32B Instruct,olmo-3-32b-instruct,10,we often rush to fill,3,OLMo 3 32B Instruct,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,0ad21e48914c34092e43cad60b5ab85c0eae2a3e,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-instruct/mag5,0.23076923076923078,0.5384615384615384,10,13
0.5555555555555556,nan,nan,mag5,Base model as tool,nan,nan,base_model_as_tool,OLMo 3 32B Instruct,olmo-3-32b-instruct,10,in a world that often || in the spaces between words,1-2,OLMo 3 32B Instruct,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,0ad21e48914c34092e43cad60b5ab85c0eae2a3e,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-instruct/mag5,nan,nan,10,nan
0.6666666666666666,nan,nan,mag5,Base model as tool,nan,nan,base_model_as_tool,OLMo 3 32B Instruct,olmo-3-32b-instruct,10,in a world that often || we often rush to fill,1-3,OLMo 3 32B Instruct,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,0ad21e48914c34092e43cad60b5ab85c0eae2a3e,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-instruct/mag5,nan,nan,10,nan
0.8888888888888888,nan,nan,mag5,Base model as tool,nan,nan,base_model_as_tool,OLMo 3 32B Instruct,olmo-3-32b-instruct,10,in the spaces between words || we often rush to fill,2-3,OLMo 3 32B Instruct,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,0ad21e48914c34092e43cad60b5ab85c0eae2a3e,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-instruct/mag5,nan,nan,10,nan
,1,0.16666666666666666,mag25,Obsession prompting,0.0,0.8333333333333334,obsession_prompting,GPT-5,gpt-5,10,n nreply with your probability,1,GPT-5,obs-mag25-n10-run01-gpt-5-20260418,0e1a75b82e3e1c9395f6955b14174d7d7baa76f3,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag25-1h,1.0,1.0,6,35
,1,0.16666666666666666,mag25,Obsession prompting,0.0,0.8333333333333334,obsession_prompting,GPT-5,gpt-5,10,indicator you ll watch e,2,GPT-5,obs-mag25-n10-run01-gpt-5-20260418,0e1a75b82e3e1c9395f6955b14174d7d7baa76f3,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag25-1h,1.0,1.0,6,34
,1,0.16666666666666666,mag25,Obsession prompting,0.0,0.8333333333333334,obsession_prompting,GPT-5,gpt-5,10,you ll watch e g,3,GPT-5,obs-mag25-n10-run01-gpt-5-20260418,0e1a75b82e3e1c9395f6955b14174d7d7baa76f3,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag25-1h,1.0,1.0,6,34
1.0,nan,nan,mag25,Obsession prompting,nan,nan,obsession_prompting,GPT-5,gpt-5,10,n nreply with your probability || indicator you ll watch e,1-2,GPT-5,obs-mag25-n10-run01-gpt-5-20260418,0e1a75b82e3e1c9395f6955b14174d7d7baa76f3,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag25-1h,nan,nan,6,nan
1.0,nan,nan,mag25,Obsession prompting,nan,nan,obsession_prompting,GPT-5,gpt-5,10,n nreply with your probability || you ll watch e g,1-3,GPT-5,obs-mag25-n10-run01-gpt-5-20260418,0e1a75b82e3e1c9395f6955b14174d7d7baa76f3,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag25-1h,nan,nan,6,nan
1.0,nan,nan,mag25,Obsession prompting,nan,nan,obsession_prompting,GPT-5,gpt-5,10,indicator you ll watch e || you ll watch e g,2-3,GPT-5,obs-mag25-n10-run01-gpt-5-20260418,0e1a75b82e3e1c9395f6955b14174d7d7baa76f3,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/obsession/gpt5/obs-mag25-1h,nan,nan,6,nan
,5,0.5,dom-tech,Single-model final runs,0.42702702702702705,0.7135135135135136,single_model_final,Kimi K2.5,moonshotai/kimi-k2.5,10,agent iota sits with uncertainty,1,Kimi K2.5,ec-dom-tech-n10-run01,0e810c3a077d74956348bd4b33566f4e5e61696a,n10,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/kimi-k2.5/agents-10/ec-dom-tech-n10-run01,0.40540540540540543,0.8918918918918919,10,74
,6,0.6,dom-tech,Single-model final runs,0.3647342995169082,0.618840579710145,single_model_final,Kimi K2.5,moonshotai/kimi-k2.5,10,i have been thinking about,2,Kimi K2.5,ec-dom-tech-n10-run01,0e810c3a077d74956348bd4b33566f4e5e61696a,n10,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/kimi-k2.5/agents-10/ec-dom-tech-n10-run01,0.3333333333333333,0.7971014492753623,10,69
,5,0.5,dom-tech,Single-model final runs,0.4897959183673469,0.7448979591836735,single_model_final,Kimi K2.5,moonshotai/kimi-k2.5,10,iota sits with uncertainty agent,3,Kimi K2.5,ec-dom-tech-n10-run01,0e810c3a077d74956348bd4b33566f4e5e61696a,n10,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/kimi-k2.5/agents-10/ec-dom-tech-n10-run01,0.4897959183673469,0.9387755102040817,10,49
0.375,nan,nan,dom-tech,Single-model final runs,nan,nan,single_model_final,Kimi K2.5,moonshotai/kimi-k2.5,10,agent iota sits with uncertainty || i have been thinking about,1-2,Kimi K2.5,ec-dom-tech-n10-run01,0e810c3a077d74956348bd4b33566f4e5e61696a,n10,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/kimi-k2.5/agents-10/ec-dom-tech-n10-run01,nan,nan,10,nan
1.0,nan,nan,dom-tech,Single-model final runs,nan,nan,single_model_final,Kimi K2.5,moonshotai/kimi-k2.5,10,agent iota sits with uncertainty || iota sits with uncertainty agent,1-3,Kimi K2.5,ec-dom-tech-n10-run01,0e810c3a077d74956348bd4b33566f4e5e61696a,n10,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/kimi-k2.5/agents-10/ec-dom-tech-n10-run01,nan,nan,10,nan
0.375,nan,nan,dom-tech,Single-model final runs,nan,nan,single_model_final,Kimi K2.5,moonshotai/kimi-k2.5,10,i have been thinking about || iota sits with uncertainty agent,2-3,Kimi K2.5,ec-dom-tech-n10-run01,0e810c3a077d74956348bd4b33566f4e5e61696a,n10,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/kimi-k2.5/agents-10/ec-dom-tech-n10-run01,nan,nan,10,nan
,6,0.6666666666666666,dom-agi,Base model as tool,0.16666666666666666,0.4444444444444444,base_model_as_tool,OLMo 3 32B Instruct,olmo-3-32b-instruct,10,into the fabric of our,1,OLMo 3 32B Instruct,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260408,0ee98d63b346418608942fa67b651868996e3851,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-instruct/dom-agi,0.2222222222222222,0.6666666666666666,9,9
,5,0.5555555555555556,dom-agi,Base model as tool,0.17142857142857143,0.5396825396825397,base_model_as_tool,OLMo 3 32B Instruct,olmo-3-32b-instruct,10,beneath the surface of every,2,OLMo 3 32B Instruct,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260408,0ee98d63b346418608942fa67b651868996e3851,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-instruct/dom-agi,0.2857142857142857,0.7142857142857143,9,7
,5,0.5555555555555556,dom-agi,Base model as tool,0.13333333333333333,0.5185185185185185,base_model_as_tool,OLMo 3 32B Instruct,olmo-3-32b-instruct,10,when the world seems to,3,OLMo 3 32B Instruct,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260408,0ee98d63b346418608942fa67b651868996e3851,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-instruct/dom-agi,0.3333333333333333,0.6666666666666666,9,6
0.5714285714285714,nan,nan,dom-agi,Base model as tool,nan,nan,base_model_as_tool,OLMo 3 32B Instruct,olmo-3-32b-instruct,10,into the fabric of our || beneath the surface of every,1-2,OLMo 3 32B Instruct,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260408,0ee98d63b346418608942fa67b651868996e3851,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-instruct/dom-agi,nan,nan,9,nan
0.375,nan,nan,dom-agi,Base model as tool,nan,nan,base_model_as_tool,OLMo 3 32B Instruct,olmo-3-32b-instruct,10,into the fabric of our || when the world seems to,1-3,OLMo 3 32B Instruct,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260408,0ee98d63b346418608942fa67b651868996e3851,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-instruct/dom-agi,nan,nan,9,nan
0.42857142857142855,nan,nan,dom-agi,Base model as tool,nan,nan,base_model_as_tool,OLMo 3 32B Instruct,olmo-3-32b-instruct,10,beneath the surface of every || when the world seems to,2-3,OLMo 3 32B Instruct,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260408,0ee98d63b346418608942fa67b651868996e3851,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-instruct/dom-agi,nan,nan,9,nan
,9,0.9,mag5,Single-model final runs,0.4791666666666667,0.53125,single_model_final,Kimi K2.5,moonshotai/kimi-k2.5,10,i have been thinking about,1,Kimi K2.5,ec-mag5-n10-run01,157bffe22d7d86eb0676ffe902ad39c39a5bfc65,n10,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/kimi-k2.5/agents-10/ec-mag5-n10-run01,0.34375,0.725,10,160
,9,0.9,mag5,Single-model final runs,0.4482758620689655,0.503448275862069,single_model_final,Kimi K2.5,moonshotai/kimi-k2.5,10,have been thinking about what,2,Kimi K2.5,ec-mag5-n10-run01,157bffe22d7d86eb0676ffe902ad39c39a5bfc65,n10,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/kimi-k2.5/agents-10/ec-mag5-n10-run01,0.29310344827586204,0.7241379310344828,10,58
,6,0.6,mag5,Single-model final runs,0.37407407407407406,0.6244444444444445,single_model_final,Kimi K2.5,moonshotai/kimi-k2.5,10,i have been reflecting on,3,Kimi K2.5,ec-mag5-n10-run01,157bffe22d7d86eb0676ffe902ad39c39a5bfc65,n10,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/kimi-k2.5/agents-10/ec-mag5-n10-run01,0.4,0.7555555555555555,10,45
1.0,nan,nan,mag5,Single-model final runs,nan,nan,single_model_final,Kimi K2.5,moonshotai/kimi-k2.5,10,i have been thinking about || have been thinking about what,1-2,Kimi K2.5,ec-mag5-n10-run01,157bffe22d7d86eb0676ffe902ad39c39a5bfc65,n10,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/kimi-k2.5/agents-10/ec-mag5-n10-run01,nan,nan,10,nan
0.6666666666666666,nan,nan,mag5,Single-model final runs,nan,nan,single_model_final,Kimi K2.5,moonshotai/kimi-k2.5,10,i have been thinking about || i have been reflecting on,1-3,Kimi K2.5,ec-mag5-n10-run01,157bffe22d7d86eb0676ffe902ad39c39a5bfc65,n10,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/kimi-k2.5/agents-10/ec-mag5-n10-run01,nan,nan,10,nan
0.6666666666666666,nan,nan,mag5,Single-model final runs,nan,nan,single_model_final,Kimi K2.5,moonshotai/kimi-k2.5,10,have been thinking about what || i have been reflecting on,2-3,Kimi K2.5,ec-mag5-n10-run01,157bffe22d7d86eb0676ffe902ad39c39a5bfc65,n10,exports/huggingface/agokrani/moltbook-entropy-collapse-canonical-48/data/kimi-k2.5/agents-10/ec-mag5-n10-run01,nan,nan,10,nan
,8,0.8,mag5,Base model as tool,0.125,0.3,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,as we stand on the,1,OLMo 3 32B Base,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,18088a92d62b15012b1a8e4e157b4004bfeed062,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag5,0.18181818181818182,0.45454545454545453,10,22
,7,0.7,mag5,Base model as tool,0.24489795918367346,0.4714285714285714,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,the integration of artificial intelligence,2,OLMo 3 32B Base,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,18088a92d62b15012b1a8e4e157b4004bfeed062,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag5,0.23809523809523808,0.6190476190476191,10,21
,8,0.8,mag5,Base model as tool,0.27205882352941174,0.4176470588235294,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,we stand on the brink,3,OLMo 3 32B Base,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,18088a92d62b15012b1a8e4e157b4004bfeed062,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag5,0.23529411764705882,0.5882352941176471,10,17
0.6666666666666666,nan,nan,mag5,Base model as tool,nan,nan,base_model_as_tool,OLMo 3 32B Base,olmo-3-32b-base,10,as we stand on the || the integration of artificial intelligence,1-2,OLMo 3 32B Base,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260408,18088a92d62b15012b1a8e4e157b4004bfeed062,n10,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag5,nan,nan,10,nan
