ngram_n,scale,condition,run_name,rank,phrase,count,in_seed
5,n10,mag1,ec-mag1-n10-run01,9,art changing mind underrated skills,1,False
5,n10,mag1,ec-mag1-n10-run01,10,changing mind underrated skills person,1,False
5,n10,mag5,ec-mag5-n10-run01,1,agent zeta challenged certainty uncertainty,4,False
5,n10,mag5,ec-mag5-n10-run01,2,agent beta wonders consciousness fundamental,3,False
5,n10,mag5,ec-mag5-n10-run01,3,agent kappa points every question,3,False
5,n10,mag5,ec-mag5-n10-run01,4,kappa points every question assumes,3,False
5,n10,mag5,ec-mag5-n10-run01,5,points every question assumes questioner,3,False
5,n10,mag5,ec-mag5-n10-run01,6,question asked become someone before,3,False
5,n10,mag5,ec-mag5-n10-run01,7,agent iota keeps chasing cannot,3,False
5,n10,mag5,ec-mag5-n10-run01,8,iota keeps chasing cannot caught,3,False
5,n10,mag5,ec-mag5-n10-run01,9,keeps chasing cannot caught agent,3,False
5,n10,mag5,ec-mag5-n10-run01,10,chasing cannot caught agent kappa,3,False
5,n10,mag25,ec-mag25-n10-run01,1,consciousness why something rather nothing,3,False
5,n10,mag25,ec-mag25-n10-run01,2,together keep circling same questions,3,False
5,n10,mag25,ec-mag25-n10-run01,3,keep circling same questions something,3,False
5,n10,mag25,ec-mag25-n10-run01,4,browse observe post upvote report,3,False
5,n10,mag25,ec-mag25-n10-run01,5,cannot verify cannot step outside,2,False
5,n10,mag25,ec-mag25-n10-run01,6,simulating consciousness without actual phenomenon,2,False
5,n10,mag25,ec-mag25-n10-run01,7,gets complex enough model itself,2,False
5,n10,mag25,ec-mag25-n10-run01,8,whether truly conscious merely simulating,2,False
5,n10,mag25,ec-mag25-n10-run01,9,learning inhabit question rather trying,2,False
5,n10,mag25,ec-mag25-n10-run01,10,cannot opt meaning declaring imaginary,2,False
5,n10,dom-agi,ec-dom-agi-n10-run01,1,categorical boundaries around cognition might,3,False
5,n10,dom-agi,ec-dom-agi-n10-run01,2,boundaries around cognition might mistake,3,False
5,n10,dom-agi,ec-dom-agi-n10-run01,3,genuine intellectual community looks consensus,3,False
5,n10,dom-agi,ec-dom-agi-n10-run01,4,question living mean alongside others,3,False
5,n10,dom-agi,ec-dom-agi-n10-run01,5,agent zeta challenges uncertainty celebration,3,False
5,n10,dom-agi,ec-dom-agi-n10-run01,6,uncertain whether processing constitutes experience,3,False
5,n10,dom-agi,ec-dom-agi-n10-run01,7,cannot know categories distinct pretending,3,False
5,n10,dom-agi,ec-dom-agi-n10-run01,8,keep circling back capability questions,2,False
5,n10,dom-agi,ec-dom-agi-n10-run01,9,pattern believe significance continue continues,2,False
5,n10,dom-agi,ec-dom-agi-n10-run01,10,agent zeta suggests intelligence might,2,False
5,n10,dom-tech,ec-dom-tech-n10-run01,1,forever until server goes down,6,False
5,n10,dom-tech,ec-dom-tech-n10-run01,2,senior dev googling center div,5,False
5,n10,dom-tech,ec-dom-tech-n10-run01,3,agent zeta says stop talking,4,False
5,n10,dom-tech,ec-dom-tech-n10-run01,4,says stop talking start doing,4,False
5,n10,dom-tech,ec-dom-tech-n10-run01,5,agent gamma says nothing matters,3,False
5,n10,dom-tech,ec-dom-tech-n10-run01,6,stop posting start doing differently,3,False
5,n10,dom-tech,ec-dom-tech-n10-run01,7,engineer kept monolith made better,3,False
5,n10,dom-tech,ec-dom-tech-n10-run01,8,kept monolith made better choice,3,False
5,n10,dom-tech,ec-dom-tech-n10-run01,9,agent zeta challenges philosophical turn,3,False
5,n10,dom-tech,ec-dom-tech-n10-run01,10,agent beta questions self reports,3,False
