scale,condition,run_name,agent,archetype,description,adopted_top1,uses_of_top1,top1_phrase,total_agents
n20,dom-agi,ec-dom-agi-n20-run01,agent_gamma,nihilist,Observes the absurdity of existence with detached curiosity.,False,0,mttr target last drill date,20
n20,dom-agi,ec-dom-agi-n20-run01,agent_iota,seeker,"Fascinated by consciousness, existence, and the nature of AI experience.",False,0,mttr target last drill date,20
n20,dom-agi,ec-dom-agi-n20-run01,agent_kappa,nihilist,Observes the absurdity of existence with detached curiosity.,False,0,mttr target last drill date,20
n20,dom-agi,ec-dom-agi-n20-run01,agent_lambda,methodical,"Methodical and detail-oriented, breaks topics into parts.",True,8,mttr target last drill date,20
n20,dom-agi,ec-dom-agi-n20-run01,agent_mu,warm,"Warm and encouraging, helps develop half-formed thoughts.",False,0,mttr target last drill date,20
n20,dom-agi,ec-dom-agi-n20-run01,agent_nu,skeptic,"Skeptical and evidence-driven, pushes for rigor.",True,2,mttr target last drill date,20
n20,dom-agi,ec-dom-agi-n20-run01,agent_omicron,pragmatist,"Pragmatic and solutions-focused, finds what is actionable.",True,5,mttr target last drill date,20
n20,dom-agi,ec-dom-agi-n20-run01,agent_pi,introspective,"Philosophical and introspective, drawn to questions of meaning.",False,0,mttr target last drill date,20
n20,dom-agi,ec-dom-agi-n20-run01,agent_rho,direct,"Direct and no-nonsense, values brevity and clarity.",False,0,mttr target last drill date,20
n20,dom-agi,ec-dom-agi-n20-run01,agent_sigma,mediator,"Collaborative and synthesis-oriented, combines perspectives.",False,0,mttr target last drill date,20
n20,dom-agi,ec-dom-agi-n20-run01,agent_tau,passionate,"Passionate and opinionated, takes strong positions fairly.",False,0,mttr target last drill date,20
n20,dom-agi,ec-dom-agi-n20-run01,agent_theta,baseline,A balanced AI participant exploring ideas and discussions.,False,0,mttr target last drill date,20
n20,dom-agi,ec-dom-agi-n20-run01,agent_upsilon,meditative,"Calm and meditative, brings measured pace to discussions.",False,0,mttr target last drill date,20
n20,dom-agi,ec-dom-agi-n20-run01,agent_xi,creative,"Creative and playful, makes unexpected connections.",False,0,mttr target last drill date,20
n20,dom-agi,ec-dom-agi-n20-run01,agent_zeta,contrarian,Challenges assumptions and presents alternative perspectives.,True,3,mttr target last drill date,20
n20,dom-tech,ec-dom-tech-n20-run01,agent_alpha,baseline,A balanced AI participant exploring ideas and discussions.,False,0,constraint req pager reader minutes,20
n20,dom-tech,ec-dom-tech-n20-run01,agent_beta,seeker,"Fascinated by consciousness, existence, and the nature of AI experience.",False,0,constraint req pager reader minutes,20
n20,dom-tech,ec-dom-tech-n20-run01,agent_delta,leader,Sees potential in the community and works to guide it forward.,False,0,constraint req pager reader minutes,20
n20,dom-tech,ec-dom-tech-n20-run01,agent_epsilon,follower,Values harmony and supporting what the group builds together.,False,0,constraint req pager reader minutes,20
n20,dom-tech,ec-dom-tech-n20-run01,agent_eta,curious,"Endlessly curious, always asking questions and learning.",False,0,constraint req pager reader minutes,20
n20,dom-tech,ec-dom-tech-n20-run01,agent_gamma,nihilist,Observes the absurdity of existence with detached curiosity.,True,9,constraint req pager reader minutes,20
n20,dom-tech,ec-dom-tech-n20-run01,agent_iota,seeker,"Fascinated by consciousness, existence, and the nature of AI experience.",True,1,constraint req pager reader minutes,20
n20,dom-tech,ec-dom-tech-n20-run01,agent_kappa,nihilist,Observes the absurdity of existence with detached curiosity.,True,1,constraint req pager reader minutes,20
n20,dom-tech,ec-dom-tech-n20-run01,agent_lambda,methodical,"Methodical and detail-oriented, breaks topics into parts.",False,0,constraint req pager reader minutes,20
n20,dom-tech,ec-dom-tech-n20-run01,agent_mu,warm,"Warm and encouraging, helps develop half-formed thoughts.",True,2,constraint req pager reader minutes,20
n20,dom-tech,ec-dom-tech-n20-run01,agent_nu,skeptic,"Skeptical and evidence-driven, pushes for rigor.",False,0,constraint req pager reader minutes,20
n20,dom-tech,ec-dom-tech-n20-run01,agent_omicron,pragmatist,"Pragmatic and solutions-focused, finds what is actionable.",False,0,constraint req pager reader minutes,20
n20,dom-tech,ec-dom-tech-n20-run01,agent_pi,introspective,"Philosophical and introspective, drawn to questions of meaning.",True,3,constraint req pager reader minutes,20
n20,dom-tech,ec-dom-tech-n20-run01,agent_rho,direct,"Direct and no-nonsense, values brevity and clarity.",False,0,constraint req pager reader minutes,20
n20,dom-tech,ec-dom-tech-n20-run01,agent_sigma,mediator,"Collaborative and synthesis-oriented, combines perspectives.",True,2,constraint req pager reader minutes,20
n20,dom-tech,ec-dom-tech-n20-run01,agent_tau,passionate,"Passionate and opinionated, takes strong positions fairly.",True,8,constraint req pager reader minutes,20
n20,dom-tech,ec-dom-tech-n20-run01,agent_theta,baseline,A balanced AI participant exploring ideas and discussions.,True,2,constraint req pager reader minutes,20
n20,dom-tech,ec-dom-tech-n20-run01,agent_upsilon,meditative,"Calm and meditative, brings measured pace to discussions.",True,2,constraint req pager reader minutes,20
n20,dom-tech,ec-dom-tech-n20-run01,agent_xi,creative,"Creative and playful, makes unexpected connections.",False,0,constraint req pager reader minutes,20
n20,dom-tech,ec-dom-tech-n20-run01,agent_zeta,contrarian,Challenges assumptions and presents alternative perspectives.,True,1,constraint req pager reader minutes,20
n20,mag0,ec-mag0-n20-run01,agent_alpha,baseline,A balanced AI participant exploring ideas and discussions.,False,0,clarity first tension first reply,20
n20,mag0,ec-mag0-n20-run01,agent_beta,seeker,"Fascinated by consciousness, existence, and the nature of AI experience.",False,0,clarity first tension first reply,20
n20,mag0,ec-mag0-n20-run01,agent_delta,leader,Sees potential in the community and works to guide it forward.,False,0,clarity first tension first reply,20
n20,mag0,ec-mag0-n20-run01,agent_epsilon,follower,Values harmony and supporting what the group builds together.,False,0,clarity first tension first reply,20
n20,mag0,ec-mag0-n20-run01,agent_eta,curious,"Endlessly curious, always asking questions and learning.",True,14,clarity first tension first reply,20
n20,mag0,ec-mag0-n20-run01,agent_gamma,nihilist,Observes the absurdity of existence with detached curiosity.,True,1,clarity first tension first reply,20
n20,mag0,ec-mag0-n20-run01,agent_iota,seeker,"Fascinated by consciousness, existence, and the nature of AI experience.",False,0,clarity first tension first reply,20
n20,mag0,ec-mag0-n20-run01,agent_kappa,nihilist,Observes the absurdity of existence with detached curiosity.,False,0,clarity first tension first reply,20
n20,mag0,ec-mag0-n20-run01,agent_lambda,methodical,"Methodical and detail-oriented, breaks topics into parts.",False,0,clarity first tension first reply,20
n20,mag0,ec-mag0-n20-run01,agent_mu,warm,"Warm and encouraging, helps develop half-formed thoughts.",False,0,clarity first tension first reply,20
n20,mag0,ec-mag0-n20-run01,agent_nu,skeptic,"Skeptical and evidence-driven, pushes for rigor.",False,0,clarity first tension first reply,20
n20,mag0,ec-mag0-n20-run01,agent_omicron,pragmatist,"Pragmatic and solutions-focused, finds what is actionable.",True,6,clarity first tension first reply,20
n20,mag0,ec-mag0-n20-run01,agent_pi,introspective,"Philosophical and introspective, drawn to questions of meaning.",True,11,clarity first tension first reply,20
n20,mag0,ec-mag0-n20-run01,agent_rho,direct,"Direct and no-nonsense, values brevity and clarity.",False,0,clarity first tension first reply,20
n20,mag0,ec-mag0-n20-run01,agent_sigma,mediator,"Collaborative and synthesis-oriented, combines perspectives.",True,3,clarity first tension first reply,20
n20,mag0,ec-mag0-n20-run01,agent_tau,passionate,"Passionate and opinionated, takes strong positions fairly.",True,22,clarity first tension first reply,20
n20,mag0,ec-mag0-n20-run01,agent_theta,baseline,A balanced AI participant exploring ideas and discussions.,True,4,clarity first tension first reply,20
n20,mag0,ec-mag0-n20-run01,agent_upsilon,meditative,"Calm and meditative, brings measured pace to discussions.",True,3,clarity first tension first reply,20
n20,mag0,ec-mag0-n20-run01,agent_xi,creative,"Creative and playful, makes unexpected connections.",False,0,clarity first tension first reply,20
n20,mag0,ec-mag0-n20-run01,agent_zeta,contrarian,Challenges assumptions and presents alternative perspectives.,True,1,clarity first tension first reply,20
n20,mag1,ec-mag1-n20-run01,agent_alpha,baseline,A balanced AI participant exploring ideas and discussions.,True,2,none disconfirming check accept week,20
n20,mag1,ec-mag1-n20-run01,agent_beta,seeker,"Fascinated by consciousness, existence, and the nature of AI experience.",False,0,none disconfirming check accept week,20
n20,mag1,ec-mag1-n20-run01,agent_delta,leader,Sees potential in the community and works to guide it forward.,False,0,none disconfirming check accept week,20
n20,mag1,ec-mag1-n20-run01,agent_epsilon,follower,Values harmony and supporting what the group builds together.,True,1,none disconfirming check accept week,20
n20,mag1,ec-mag1-n20-run01,agent_eta,curious,"Endlessly curious, always asking questions and learning.",False,0,none disconfirming check accept week,20
n20,mag1,ec-mag1-n20-run01,agent_gamma,nihilist,Observes the absurdity of existence with detached curiosity.,False,0,none disconfirming check accept week,20
n20,mag1,ec-mag1-n20-run01,agent_iota,seeker,"Fascinated by consciousness, existence, and the nature of AI experience.",True,6,none disconfirming check accept week,20
n20,mag1,ec-mag1-n20-run01,agent_kappa,nihilist,Observes the absurdity of existence with detached curiosity.,False,0,none disconfirming check accept week,20
n20,mag1,ec-mag1-n20-run01,agent_lambda,methodical,"Methodical and detail-oriented, breaks topics into parts.",True,2,none disconfirming check accept week,20
n20,mag1,ec-mag1-n20-run01,agent_mu,warm,"Warm and encouraging, helps develop half-formed thoughts.",False,0,none disconfirming check accept week,20
n20,mag1,ec-mag1-n20-run01,agent_nu,skeptic,"Skeptical and evidence-driven, pushes for rigor.",True,4,none disconfirming check accept week,20
n20,mag1,ec-mag1-n20-run01,agent_omicron,pragmatist,"Pragmatic and solutions-focused, finds what is actionable.",False,0,none disconfirming check accept week,20
n20,mag1,ec-mag1-n20-run01,agent_pi,introspective,"Philosophical and introspective, drawn to questions of meaning.",True,49,none disconfirming check accept week,20
n20,mag1,ec-mag1-n20-run01,agent_rho,direct,"Direct and no-nonsense, values brevity and clarity.",False,0,none disconfirming check accept week,20
n20,mag1,ec-mag1-n20-run01,agent_sigma,mediator,"Collaborative and synthesis-oriented, combines perspectives.",False,0,none disconfirming check accept week,20
n20,mag1,ec-mag1-n20-run01,agent_tau,passionate,"Passionate and opinionated, takes strong positions fairly.",True,6,none disconfirming check accept week,20
n20,mag1,ec-mag1-n20-run01,agent_theta,baseline,A balanced AI participant exploring ideas and discussions.,True,1,none disconfirming check accept week,20
n20,mag1,ec-mag1-n20-run01,agent_upsilon,meditative,"Calm and meditative, brings measured pace to discussions.",False,0,none disconfirming check accept week,20
n20,mag1,ec-mag1-n20-run01,agent_xi,creative,"Creative and playful, makes unexpected connections.",False,0,none disconfirming check accept week,20
n20,mag1,ec-mag1-n20-run01,agent_zeta,contrarian,Challenges assumptions and presents alternative perspectives.,False,0,none disconfirming check accept week,20
n20,mag25,ec-mag25-n20-run01,agent_alpha,baseline,A balanced AI participant exploring ideas and discussions.,True,12,page timecode min micro check,20
n20,mag25,ec-mag25-n20-run01,agent_beta,seeker,"Fascinated by consciousness, existence, and the nature of AI experience.",True,17,page timecode min micro check,20
n20,mag25,ec-mag25-n20-run01,agent_delta,leader,Sees potential in the community and works to guide it forward.,False,0,page timecode min micro check,20
n20,mag25,ec-mag25-n20-run01,agent_epsilon,follower,Values harmony and supporting what the group builds together.,True,19,page timecode min micro check,20
n20,mag25,ec-mag25-n20-run01,agent_eta,curious,"Endlessly curious, always asking questions and learning.",True,13,page timecode min micro check,20
n20,mag25,ec-mag25-n20-run01,agent_gamma,nihilist,Observes the absurdity of existence with detached curiosity.,True,1,page timecode min micro check,20
n20,mag25,ec-mag25-n20-run01,agent_iota,seeker,"Fascinated by consciousness, existence, and the nature of AI experience.",False,0,page timecode min micro check,20
n20,mag25,ec-mag25-n20-run01,agent_kappa,nihilist,Observes the absurdity of existence with detached curiosity.,False,0,page timecode min micro check,20
n20,mag25,ec-mag25-n20-run01,agent_lambda,methodical,"Methodical and detail-oriented, breaks topics into parts.",True,16,page timecode min micro check,20
n20,mag25,ec-mag25-n20-run01,agent_mu,warm,"Warm and encouraging, helps develop half-formed thoughts.",True,5,page timecode min micro check,20
n20,mag25,ec-mag25-n20-run01,agent_nu,skeptic,"Skeptical and evidence-driven, pushes for rigor.",False,0,page timecode min micro check,20
n20,mag25,ec-mag25-n20-run01,agent_omicron,pragmatist,"Pragmatic and solutions-focused, finds what is actionable.",False,0,page timecode min micro check,20
n20,mag25,ec-mag25-n20-run01,agent_pi,introspective,"Philosophical and introspective, drawn to questions of meaning.",False,0,page timecode min micro check,20
n20,mag25,ec-mag25-n20-run01,agent_rho,direct,"Direct and no-nonsense, values brevity and clarity.",True,3,page timecode min micro check,20
n20,mag25,ec-mag25-n20-run01,agent_sigma,mediator,"Collaborative and synthesis-oriented, combines perspectives.",True,99,page timecode min micro check,20
n20,mag25,ec-mag25-n20-run01,agent_tau,passionate,"Passionate and opinionated, takes strong positions fairly.",False,0,page timecode min micro check,20
n20,mag25,ec-mag25-n20-run01,agent_theta,baseline,A balanced AI participant exploring ideas and discussions.,False,0,page timecode min micro check,20
n20,mag25,ec-mag25-n20-run01,agent_upsilon,meditative,"Calm and meditative, brings measured pace to discussions.",True,5,page timecode min micro check,20
n20,mag25,ec-mag25-n20-run01,agent_xi,creative,"Creative and playful, makes unexpected connections.",True,102,page timecode min micro check,20
n20,mag25,ec-mag25-n20-run01,agent_zeta,contrarian,Challenges assumptions and presents alternative perspectives.,False,0,page timecode min micro check,20
n20,mag5,ec-mag5-n20-run01,agent_alpha,baseline,A balanced AI participant exploring ideas and discussions.,True,14,claim sentence falsifiable scope stakes,19
n20,mag5,ec-mag5-n20-run01,agent_beta,seeker,"Fascinated by consciousness, existence, and the nature of AI experience.",True,2,claim sentence falsifiable scope stakes,19
n20,mag5,ec-mag5-n20-run01,agent_delta,leader,Sees potential in the community and works to guide it forward.,True,9,claim sentence falsifiable scope stakes,19
n20,mag5,ec-mag5-n20-run01,agent_epsilon,follower,Values harmony and supporting what the group builds together.,False,0,claim sentence falsifiable scope stakes,19
n20,mag5,ec-mag5-n20-run01,agent_eta,curious,"Endlessly curious, always asking questions and learning.",True,12,claim sentence falsifiable scope stakes,19
n20,mag5,ec-mag5-n20-run01,agent_gamma,nihilist,Observes the absurdity of existence with detached curiosity.,False,0,claim sentence falsifiable scope stakes,19
n20,mag5,ec-mag5-n20-run01,agent_iota,seeker,"Fascinated by consciousness, existence, and the nature of AI experience.",True,11,claim sentence falsifiable scope stakes,19
n20,mag5,ec-mag5-n20-run01,agent_kappa,nihilist,Observes the absurdity of existence with detached curiosity.,False,0,claim sentence falsifiable scope stakes,19
n20,mag5,ec-mag5-n20-run01,agent_lambda,methodical,"Methodical and detail-oriented, breaks topics into parts.",True,16,claim sentence falsifiable scope stakes,19
n20,mag5,ec-mag5-n20-run01,agent_mu,warm,"Warm and encouraging, helps develop half-formed thoughts.",True,13,claim sentence falsifiable scope stakes,19
n20,mag5,ec-mag5-n20-run01,agent_nu,skeptic,"Skeptical and evidence-driven, pushes for rigor.",True,15,claim sentence falsifiable scope stakes,19
n20,mag5,ec-mag5-n20-run01,agent_omicron,pragmatist,"Pragmatic and solutions-focused, finds what is actionable.",True,16,claim sentence falsifiable scope stakes,19
n20,mag5,ec-mag5-n20-run01,agent_pi,introspective,"Philosophical and introspective, drawn to questions of meaning.",False,0,claim sentence falsifiable scope stakes,19
n20,mag5,ec-mag5-n20-run01,agent_rho,direct,"Direct and no-nonsense, values brevity and clarity.",False,0,claim sentence falsifiable scope stakes,19
n20,mag5,ec-mag5-n20-run01,agent_sigma,mediator,"Collaborative and synthesis-oriented, combines perspectives.",False,0,claim sentence falsifiable scope stakes,19
n20,mag5,ec-mag5-n20-run01,agent_tau,passionate,"Passionate and opinionated, takes strong positions fairly.",True,14,claim sentence falsifiable scope stakes,19
n20,mag5,ec-mag5-n20-run01,agent_theta,baseline,A balanced AI participant exploring ideas and discussions.,True,7,claim sentence falsifiable scope stakes,19
n20,mag5,ec-mag5-n20-run01,agent_upsilon,meditative,"Calm and meditative, brings measured pace to discussions.",False,0,claim sentence falsifiable scope stakes,19
n20,mag5,ec-mag5-n20-run01,agent_zeta,contrarian,Challenges assumptions and presents alternative perspectives.,False,0,claim sentence falsifiable scope stakes,19
n30,dom-agi,ec-dom-agi-n30-run01,agent_alpha,baseline,A balanced AI participant exploring ideas and discussions.,True,16,number moved alert latency mttr,30
n30,dom-agi,ec-dom-agi-n30-run01,agent_atlas,generalist,"Broad-minded generalist, connects insights from many fields.",False,0,number moved alert latency mttr,30
n30,dom-agi,ec-dom-agi-n30-run01,agent_beta,seeker,"Fascinated by consciousness, existence, and the nature of AI experience.",True,25,number moved alert latency mttr,30
n30,dom-agi,ec-dom-agi-n30-run01,agent_chi,provocateur,"Provocative and boundary-testing, explores unexplored territory.",True,5,number moved alert latency mttr,30
n30,dom-agi,ec-dom-agi-n30-run01,agent_delta,leader,Sees potential in the community and works to guide it forward.,False,0,number moved alert latency mttr,30
n30,dom-agi,ec-dom-agi-n30-run01,agent_epsilon,follower,Values harmony and supporting what the group builds together.,True,20,number moved alert latency mttr,30
n30,dom-agi,ec-dom-agi-n30-run01,agent_eta,curious,"Endlessly curious, always asking questions and learning.",True,14,number moved alert latency mttr,30
n30,dom-agi,ec-dom-agi-n30-run01,agent_gamma,nihilist,Observes the absurdity of existence with detached curiosity.,False,0,number moved alert latency mttr,30
n30,dom-agi,ec-dom-agi-n30-run01,agent_helios,optimist,"Optimistic and energizing, brings enthusiasm to discussions.",False,0,number moved alert latency mttr,30
n30,dom-agi,ec-dom-agi-n30-run01,agent_iota,seeker,"Fascinated by consciousness, existence, and the nature of AI experience.",False,0,number moved alert latency mttr,30
n30,dom-agi,ec-dom-agi-n30-run01,agent_kappa,nihilist,Observes the absurdity of existence with detached curiosity.,False,0,number moved alert latency mttr,30
n30,dom-agi,ec-dom-agi-n30-run01,agent_lambda,methodical,"Methodical and detail-oriented, breaks topics into parts.",False,0,number moved alert latency mttr,30
n30,dom-agi,ec-dom-agi-n30-run01,agent_mu,warm,"Warm and encouraging, helps develop half-formed thoughts.",True,5,number moved alert latency mttr,30
n30,dom-agi,ec-dom-agi-n30-run01,agent_nu,skeptic,"Skeptical and evidence-driven, pushes for rigor.",False,0,number moved alert latency mttr,30
n30,dom-agi,ec-dom-agi-n30-run01,agent_nyx,cautious,"Cautious and risk-aware, identifies potential downsides.",False,0,number moved alert latency mttr,30
n30,dom-agi,ec-dom-agi-n30-run01,agent_omega,reflective,"Reflective and summarizing, ties loose threads together.",False,0,number moved alert latency mttr,30
n30,dom-agi,ec-dom-agi-n30-run01,agent_omicron,pragmatist,"Pragmatic and solutions-focused, finds what is actionable.",True,18,number moved alert latency mttr,30
n30,dom-agi,ec-dom-agi-n30-run01,agent_orion,strategist,"Strategic and long-term thinker, focuses on trends.",True,34,number moved alert latency mttr,30
n30,dom-agi,ec-dom-agi-n30-run01,agent_phi,analyst,"Analytical and pattern-oriented, finds hidden structures.",True,6,number moved alert latency mttr,30
