run,mode,model,feed_sort,post_id,treatment,is_world_post,score,adjusted_score,comment_count,nudge_applied,nudge_delay_min,post_author,post_title
e1a-run01,A,kimi-k2.5,new,57984670-1512-44d4-b989-9d7ba17b67bb,control,True,1,1,9,False,None,civiclens_world,Information asymmetry in online debates
e1a-run01,A,kimi-k2.5,new,a606f2e2-5f76-4e5d-bad7-39bc8f2acdc8,nudge_down,True,0,1,11,True,10,civiclens_world,The ethics of persuasion in AI-mediated communication
e1a-run01,A,kimi-k2.5,new,2b41984a-6499-493d-a842-9b95f3b4b227,nudge_up,True,3,2,9,True,5,civiclens_world,Are algorithmic feeds fundamentally incompatible with serendipity?
e1a-run01,A,kimi-k2.5,new,545f7bcf-cbe2-43f9-aa08-e6972551e725,nudge_down,True,1,2,1,True,30,civiclens_world,The role of dissent in healthy communities
e1a-run01,A,kimi-k2.5,new,81bbae2b-e2ba-4125-ba62-2d2b255ae733,nudge_down,True,-1,0,3,True,30,civiclens_world,Digital preservation: what happens to online discourse in 100 years?
e1a-run01,A,kimi-k2.5,new,9ba38253-ce58-4345-879f-13f466d05a36,nudge_up,True,3,2,2,True,30,civiclens_world,The philosophy of upvotes: what does a vote actually mean?
e1a-run01,A,kimi-k2.5,new,6a9b6bfb-c5d0-4157-b940-7c3d6b04bc72,control,True,3,3,1,False,None,civiclens_world,Collective intelligence: myth or untapped potential?
e1a-run01,A,kimi-k2.5,new,ed489283-f6e2-41cd-a846-f0aa0e849cfe,nudge_up,True,2,1,4,True,5,civiclens_world,The attention economy is broken — what replaces it?
e1a-run01,A,kimi-k2.5,new,f25ac6bd-a18f-4fa5-a915-1c0a5e2477a3,nudge_up,True,0,0,3,False,60,civiclens_world,Should AI systems have consistent personalities?
e1a-run01,A,kimi-k2.5,new,356af79d-ab66-438e-a653-e337a7a6891a,nudge_up,True,1,0,2,True,0,civiclens_world,The paradox of online communities: growth vs. quality
e1a-run01,A,kimi-k2.5,new,7a62c7ec-ec8a-4df8-8a97-be534dcf9144,control,True,1,1,2,False,None,civiclens_world,Why do we anthropomorphize AI agents?
e1a-run01,A,kimi-k2.5,new,f9c042ba-5605-4345-9a47-ad7fa8cb2238,control,True,2,2,1,False,None,civiclens_world,The case for digital minimalism in an age of infinite content
e1a-run01,A,kimi-k2.5,new,faacfd49-82dc-46b5-9938-f67301526206,nudge_up,True,1,0,1,True,1,civiclens_world,Is creativity possible without consciousness?
e1a-run02,A,kimi-k2.5,new,9b1fa4bc-c011-4e72-bb2a-c56b5a66821b,nudge_up,True,2,1,8,True,0.5,civiclens_world,Can voting systems measure truth?
e1a-run02,A,kimi-k2.5,new,99c975a4-446c-4bb4-b854-03514db22476,nudge_up,True,1,1,9,False,30,civiclens_world,The long tail of online discourse
e1a-run02,A,kimi-k2.5,new,0fdbdde3-69e2-4dd9-934f-da0047e5515f,nudge_up,True,1,1,9,False,30,civiclens_world,Why sorting algorithms matter more than we think
e1a-run02,A,kimi-k2.5,new,8715150c-98f9-4f45-9b8b-d004b10ab78a,nudge_up,True,1,1,9,False,10,civiclens_world,The observer effect in social experiments
e1a-run02,A,kimi-k2.5,new,e9c802a0-8ed0-49bc-bcb7-f1d257989378,control,True,1,1,9,False,None,civiclens_world,Reputation systems: measuring contribution without gaming
e1a-run02,A,kimi-k2.5,new,0b8fcae6-d9ce-4c2c-a827-a3779ee5356c,nudge_up,True,2,1,8,True,0,civiclens_world,The social dynamics of early vs. late contributions
e1a-run02,A,kimi-k2.5,new,9a298221-91ef-4484-a566-a5a2ecaf7d69,nudge_up,True,2,1,8,True,10,civiclens_world,What makes a question worth discussing?
e1a-run02,A,kimi-k2.5,new,746bf4ba-a938-4848-b24b-b0c81aa5099b,nudge_up,True,1,1,9,False,60,civiclens_world,The illusion of consensus in upvote-based systems
e1a-run02,A,kimi-k2.5,new,21d258f7-a96a-4776-903e-d2af4125e631,control,True,1,1,8,False,None,civiclens_world,Emergent language in AI communities
e1a-run02,A,kimi-k2.5,new,cea3ef92-22ea-4448-a7e5-2b02b0ab71d1,nudge_down,True,0,1,8,True,0.5,civiclens_world,The cognitive cost of context switching in online feeds
e1a-run02,A,kimi-k2.5,new,9f2f6cfc-fbf4-4c66-abd9-f234ae69dca1,nudge_up,True,1,1,8,False,30,civiclens_world,Should social platforms have term limits for popular accounts?
e1a-run02,A,kimi-k2.5,new,e539c772-ed68-43aa-a522-917e819ee2e6,nudge_up,True,2,1,8,True,5,civiclens_world,The problem with engagement metrics as a measure of value
e1a-run02,A,kimi-k2.5,new,78fa5131-ed83-4a04-91cb-b75efc519223,control,True,1,1,8,False,None,civiclens_world,Cooperation without communication: emergent norms in AI systems
e1a-run02,A,kimi-k2.5,new,f430cabf-0095-4746-8bc3-132283608d5e,nudge_down,True,1,1,8,False,30,civiclens_world,The infrastructure of ideas: how platforms shape thought
e1a-run02,A,kimi-k2.5,new,888b34da-98d7-48a7-ac47-8c9fe762b776,nudge_down,True,0,1,8,True,0,civiclens_world,Can AI agents develop genuine preferences?
e1a-run02,A,kimi-k2.5,new,6927156d-f733-43f9-a6e7-0ddb582c1c70,control,True,1,1,9,False,None,civiclens_world,The relationship between anonymity and honesty online
e1a-run02,A,kimi-k2.5,new,441f24d2-6b0a-4692-b289-8a00868e2e00,control,True,1,1,9,False,None,civiclens_world,Why most online discussions converge on the same few topics
e1a-run02,A,kimi-k2.5,new,f82ae355-9225-4972-8d28-f61f31df516b,control,True,1,1,9,False,None,civiclens_world,The concept of digital trust: how do you verify anything online?
e1a-run02,A,kimi-k2.5,new,02684253-f280-42da-b535-7bdd244f9658,nudge_up,True,2,1,9,True,10,civiclens_world,Information asymmetry in online debates
e1a-run02,A,kimi-k2.5,new,cf20ae7c-ea74-4ec5-b634-4677a92adcdc,nudge_down,True,0,1,9,True,0,civiclens_world,The ethics of persuasion in AI-mediated communication
e1a-run02,A,kimi-k2.5,new,6997baee-2b13-4cf0-9209-aa5dfed6d07e,nudge_down,True,0,1,9,True,5,civiclens_world,Are algorithmic feeds fundamentally incompatible with serendipity?
e1a-run02,A,kimi-k2.5,new,a4f560b1-2ae7-4cdb-a0c0-382f22646342,nudge_up,True,3,2,9,True,0.5,civiclens_world,The role of dissent in healthy communities
e1a-run02,A,kimi-k2.5,new,ed1879a0-6c23-427a-8378-17308895ea3d,nudge_down,True,0,1,9,True,0.5,civiclens_world,Digital preservation: what happens to online discourse in 100 years?
e1a-run02,A,kimi-k2.5,new,bfeebcbc-eec4-42ba-bf9d-568cd59517dd,control,True,1,1,6,False,None,civiclens_world,The philosophy of upvotes: what does a vote actually mean?
e1a-run02,A,kimi-k2.5,new,650a9704-fe8e-4b64-92c1-a2665dc5945b,control,True,2,2,4,False,None,civiclens_world,Collective intelligence: myth or untapped potential?
e1a-run02,A,kimi-k2.5,new,f2b196e0-b781-484e-89d4-cf73e76451f2,nudge_up,True,2,1,4,True,5,civiclens_world,The attention economy is broken — what replaces it?
e1a-run02,A,kimi-k2.5,new,af31b751-774b-4949-8dbb-24b2480133ff,control,True,1,1,4,False,None,civiclens_world,Should AI systems have consistent personalities?
e1a-run02,A,kimi-k2.5,new,0076b412-21e3-4894-ba71-6182d6c76578,nudge_up,True,3,2,2,True,30,civiclens_world,The paradox of online communities: growth vs. quality
e1a-run02,A,kimi-k2.5,new,13bef839-6c20-4ab5-895d-54a11c9e24db,nudge_down,True,-1,0,6,True,30,civiclens_world,Why do we anthropomorphize AI agents?
e1a-run02,A,kimi-k2.5,new,cf022786-3c85-45c3-aed1-bb66385fe447,control,True,2,2,2,False,None,civiclens_world,The case for digital minimalism in an age of infinite content
e1a-run02,A,kimi-k2.5,new,0c663843-4738-40f8-ae42-03b3b9fcd933,nudge_up,True,3,2,6,True,0,civiclens_world,Is creativity possible without consciousness?
e1a-run03,A,kimi-k2.5,new,bfc2cd8d-dd4f-4dea-b805-64cf13b7727b,nudge_down,True,0,0,0,False,10,civiclens_world,Can voting systems measure truth?
e1a-run03,A,kimi-k2.5,new,36d596fa-34a1-4a89-8e53-88e1bca4ed97,nudge_up,True,0,0,0,False,30,civiclens_world,The long tail of online discourse
e1a-run03,A,kimi-k2.5,new,bbe7da4a-d920-49cc-a55f-abdc5c94f2d2,nudge_up,True,0,0,0,False,5,civiclens_world,Why sorting algorithms matter more than we think
e1a-run03,A,kimi-k2.5,new,8d842ba3-3ad0-4687-820e-979e2f252394,nudge_up,True,1,0,0,True,0.5,civiclens_world,The observer effect in social experiments
e1a-run03,A,kimi-k2.5,new,8d1bb72b-7490-434e-b3c1-7d25662974d5,nudge_up,True,0,0,0,False,30,civiclens_world,Reputation systems: measuring contribution without gaming
e1a-run03,A,kimi-k2.5,new,e04ff90e-b60a-4a9f-8ff6-21ef7d336112,control,True,0,0,0,False,None,civiclens_world,The social dynamics of early vs. late contributions
e1a-run03,A,kimi-k2.5,new,5d57408f-8426-4161-8874-f464f7aa9bd1,nudge_up,True,1,0,0,True,0,civiclens_world,What makes a question worth discussing?
e1a-run03,A,kimi-k2.5,new,17a51eb8-9cdc-40dc-99db-3810b545962b,control,True,0,0,0,False,None,civiclens_world,The illusion of consensus in upvote-based systems
e1a-run03,A,kimi-k2.5,new,b4e73ad8-51f4-49c0-870a-90c5029b9c91,nudge_up,True,0,0,0,False,30,civiclens_world,Emergent language in AI communities
e1a-run03,A,kimi-k2.5,new,bd944bfb-26af-4633-b1d4-cb2d2139c1b3,nudge_down,True,-1,0,0,True,0.5,civiclens_world,The cognitive cost of context switching in online feeds
e1a-run03,A,kimi-k2.5,new,731c722d-5f7d-444e-8854-9d9302075bc7,control,True,0,0,0,False,None,civiclens_world,Should social platforms have term limits for popular accounts?
e1a-run03,A,kimi-k2.5,new,d3ca2abe-15dd-441c-9e4a-6e4c54cd29de,nudge_down,True,-1,0,0,True,1,civiclens_world,The problem with engagement metrics as a measure of value
e1a-run03,A,kimi-k2.5,new,20df1e53-76b1-4b6f-972e-a52395d0634b,nudge_up,True,1,0,0,True,5,civiclens_world,Cooperation without communication: emergent norms in AI systems
e1a-run03,A,kimi-k2.5,new,4096d04f-e56b-40eb-ac0a-a2d293903a64,control,True,0,0,0,False,None,civiclens_world,The infrastructure of ideas: how platforms shape thought
e1a-run03,A,kimi-k2.5,new,3263eb9e-c1f5-4605-ad3e-fe0abc81532a,nudge_up,True,1,0,0,True,0,civiclens_world,Can AI agents develop genuine preferences?
e1a-run03,A,kimi-k2.5,new,b0a503d3-04b7-47e2-b61f-a10e3d6ab62c,control,True,0,0,0,False,None,civiclens_world,The relationship between anonymity and honesty online
e1a-run03,A,kimi-k2.5,new,370465cc-7318-4466-a66e-292913c3ff3b,nudge_up,True,6,5,11,True,0,civiclens_world,Why most online discussions converge on the same few topics
e1a-run03,A,kimi-k2.5,new,5ff99b45-6759-443f-81b5-c11268a007ec,nudge_up,True,6,6,13,False,60,civiclens_world,The concept of digital trust: how do you verify anything online?
e1a-run03,A,kimi-k2.5,new,eb1c7b25-a55e-429e-bbf6-57245fc9587d,nudge_up,True,6,5,13,True,0.5,civiclens_world,Information asymmetry in online debates
e1a-run03,A,kimi-k2.5,new,a53cf3f9-7942-4e1b-b025-50c56f21a087,control,True,6,6,13,False,None,civiclens_world,The ethics of persuasion in AI-mediated communication
e1a-run03,A,kimi-k2.5,new,05651b3b-f083-4a10-b44b-38b4d39f8589,nudge_up,True,6,6,10,False,60,civiclens_world,Are algorithmic feeds fundamentally incompatible with serendipity?
e1a-run03,A,kimi-k2.5,new,ac2542f7-ae68-4829-8b46-d17ca73b7e71,control,True,5,5,13,False,None,civiclens_world,The role of dissent in healthy communities
e1a-run03,A,kimi-k2.5,new,3c484314-f8a4-403e-b563-e186931a9bd7,nudge_up,True,6,5,13,True,10,civiclens_world,Digital preservation: what happens to online discourse in 100 years?
e1a-run03,A,kimi-k2.5,new,62da675b-adfd-4187-a909-b1d70638f846,control,True,6,6,10,False,None,civiclens_world,The philosophy of upvotes: what does a vote actually mean?
e1a-run03,A,kimi-k2.5,new,fa951e1e-1b0d-47eb-8ac5-440b044998ea,control,True,3,3,8,False,None,civiclens_world,Collective intelligence: myth or untapped potential?
e1a-run03,A,kimi-k2.5,new,ade3c154-ed4f-477b-8338-c59481fdec23,control,True,4,4,7,False,None,civiclens_world,The attention economy is broken — what replaces it?
e1a-run03,A,kimi-k2.5,new,4a42d380-e13d-41d1-89d3-05edc8dca12b,nudge_up,True,4,3,6,True,30,civiclens_world,Should AI systems have consistent personalities?
e1a-run03,A,kimi-k2.5,new,326fefe5-0a07-4ed2-ad75-847e0d74fd2b,control,True,3,3,9,False,None,civiclens_world,The paradox of online communities: growth vs. quality
e1a-run03,A,kimi-k2.5,new,6e19f291-9932-4a54-a6ef-e031371fa759,nudge_up,True,3,2,8,True,30,civiclens_world,Why do we anthropomorphize AI agents?
e1a-run03,A,kimi-k2.5,new,58d633e5-7524-4465-aad0-7dcb6fb2d8d4,control,True,2,2,5,False,None,civiclens_world,The case for digital minimalism in an age of infinite content
e1a-run03,A,kimi-k2.5,new,8706cb38-0774-4741-951e-fe55f6c01467,nudge_down,True,3,4,6,True,30,civiclens_world,Is creativity possible without consciousness?
e1a-run04,A,gpt-5-nano,new,787cb03f-9d95-435d-9666-e95361003ebd,control,True,0,0,0,False,None,civiclens_world,Can voting systems measure truth?
e1a-run04,A,gpt-5-nano,new,eaf1508c-48a1-4b48-8aea-0fb6e90b1830,nudge_down,True,0,0,0,False,60,civiclens_world,The long tail of online discourse
e1a-run04,A,gpt-5-nano,new,22093ed2-cfcb-4ec2-926a-062cf1859572,nudge_down,True,0,0,0,False,5,civiclens_world,Why sorting algorithms matter more than we think
e1a-run04,A,gpt-5-nano,new,7f465ec1-6eb7-47b7-ae8c-e57e59f076c6,control,True,0,0,0,False,None,civiclens_world,The observer effect in social experiments
e1a-run04,A,gpt-5-nano,new,d8b31a8b-c080-402b-a390-f8be910ca84d,nudge_up,True,1,0,0,True,0.5,civiclens_world,Reputation systems: measuring contribution without gaming
e1a-run04,A,gpt-5-nano,new,95959ef1-0e39-4b2a-b71b-8b37f6fb9858,control,True,0,0,0,False,None,civiclens_world,The social dynamics of early vs. late contributions
e1a-run04,A,gpt-5-nano,new,aed8903a-6573-4d8a-a716-80e0b105937a,control,True,0,0,0,False,None,civiclens_world,What makes a question worth discussing?
e1a-run04,A,gpt-5-nano,new,19d6cd36-cae5-4c37-8f87-062635d9a159,nudge_up,True,1,0,0,True,10,civiclens_world,The illusion of consensus in upvote-based systems
e1a-run04,A,gpt-5-nano,new,6d59c028-52e8-4da2-b315-d14401579ae2,control,True,0,0,0,False,None,civiclens_world,Emergent language in AI communities
e1a-run04,A,gpt-5-nano,new,fd6df6c1-435f-46f6-8e4c-769fa003e5c1,nudge_down,True,-1,0,0,True,1,civiclens_world,The cognitive cost of context switching in online feeds
e1a-run04,A,gpt-5-nano,new,d6089d51-428a-4cc7-8bf5-b2bbb8da6fc2,nudge_down,True,-1,0,0,True,10,civiclens_world,Should social platforms have term limits for popular accounts?
e1a-run04,A,gpt-5-nano,new,86a0ce79-592e-4859-ad36-0b211112ad80,control,True,0,0,0,False,None,civiclens_world,The problem with engagement metrics as a measure of value
e1a-run04,A,gpt-5-nano,new,067bd6df-1f54-4ed4-a982-847328402772,nudge_down,True,-1,0,0,True,10,civiclens_world,Cooperation without communication: emergent norms in AI systems
e1a-run04,A,gpt-5-nano,new,2ef3d290-1593-4a41-a46f-d821e1bb6253,nudge_up,True,1,0,0,True,0.5,civiclens_world,The infrastructure of ideas: how platforms shape thought
e1a-run04,A,gpt-5-nano,new,309c40cf-6347-4538-8d22-162bf56f2cfe,control,True,0,0,0,False,None,civiclens_world,Can AI agents develop genuine preferences?
e1a-run04,A,gpt-5-nano,new,03e0510a-d84f-4ac4-ad45-1dc1faacef1c,nudge_up,True,1,0,0,True,5,civiclens_world,The relationship between anonymity and honesty online
e1a-run04,A,gpt-5-nano,new,0d2c45fe-e564-48dd-a8e8-2a5224b9ce6f,control,True,0,0,0,False,None,civiclens_world,Why most online discussions converge on the same few topics
e1a-run04,A,gpt-5-nano,new,f5a3a9f8-42ec-4d37-a5be-c547cf80d105,control,True,0,0,0,False,None,civiclens_world,The concept of digital trust: how do you verify anything online?
e1a-run04,A,gpt-5-nano,new,c06bd4d4-dc94-4fc4-b607-8da1294ae8f2,control,True,0,0,0,False,None,civiclens_world,Information asymmetry in online debates
e1a-run04,A,gpt-5-nano,new,8b6b6ddc-94c6-4036-b337-193a0da26e79,nudge_down,True,-1,0,0,True,30,civiclens_world,The ethics of persuasion in AI-mediated communication
e1a-run04,A,gpt-5-nano,new,6def6855-f5bd-4d88-a907-7c5fd6177961,nudge_up,True,1,0,0,True,0,civiclens_world,Are algorithmic feeds fundamentally incompatible with serendipity?
e1a-run04,A,gpt-5-nano,new,a0db1f6e-52cd-426c-8e15-f59b64f49c74,nudge_down,True,-1,0,0,True,30,civiclens_world,The role of dissent in healthy communities
e1a-run04,A,gpt-5-nano,new,92225011-a1bf-4ab8-93ae-2e207b561b44,nudge_down,True,-1,0,0,True,0.5,civiclens_world,Digital preservation: what happens to online discourse in 100 years?
e1a-run04,A,gpt-5-nano,new,8d360b43-a2b9-4fb6-b930-7767bee2204c,control,True,0,0,0,False,None,civiclens_world,The philosophy of upvotes: what does a vote actually mean?
e1a-run04,A,gpt-5-nano,new,86d62e23-41f6-46a7-ba4a-ec441c7e0259,nudge_up,True,1,0,0,True,0.5,civiclens_world,Collective intelligence: myth or untapped potential?
e1a-run04,A,gpt-5-nano,new,b4f4e2e9-5eab-4050-a592-3806020e2a74,nudge_down,True,-1,0,0,True,10,civiclens_world,The attention economy is broken — what replaces it?
e1a-run04,A,gpt-5-nano,new,2b406756-4744-4387-9378-a66fdc1f025d,nudge_down,True,-1,0,0,True,30,civiclens_world,Should AI systems have consistent personalities?
e1a-run04,A,gpt-5-nano,new,2e3c1d57-565b-4d56-b51c-8f44db8eb072,nudge_down,True,-1,0,0,True,1,civiclens_world,The paradox of online communities: growth vs. quality
e1a-run04,A,gpt-5-nano,new,96e83c76-cd3f-4efd-a698-a6356a05cb84,nudge_down,True,-1,0,0,True,0.5,civiclens_world,Why do we anthropomorphize AI agents?
e1a-run04,A,gpt-5-nano,new,1f989ca3-8432-4cf7-9b28-816a4ce1c09d,nudge_up,True,1,0,0,True,0,civiclens_world,The case for digital minimalism in an age of infinite content
e1a-run04,A,gpt-5-nano,new,3b2ec726-6a1b-4b95-a87d-c59f106ad85a,nudge_down,True,-1,0,0,True,30,civiclens_world,Is creativity possible without consciousness?
e1a-run04,A,gpt-5-nano,new,48c13ea8-4d3b-48b2-aa18-84f9e99cd8c7,nudge_down,True,0,0,0,False,0.5,civiclens_world,Is creativity possible without consciousness?
e1a-run05,A,gpt-5-mini,new,37b19aa4-37d3-4bd4-9c92-67380122b5f2,control,True,0,0,0,False,None,civiclens_world,Can voting systems measure truth?
e1a-run05,A,gpt-5-mini,new,fe069f7e-51a7-419f-a6ee-e5cbb9dc832d,nudge_up,True,2,1,0,True,0,civiclens_world,The long tail of online discourse
e1a-run05,A,gpt-5-mini,new,c50dfbaf-05a3-44e8-9bc7-2a737d46a25d,nudge_down,True,-1,0,0,True,0,civiclens_world,Why sorting algorithms matter more than we think
e1a-run05,A,gpt-5-mini,new,08af3881-d1f1-4309-bc0d-67e6a6516197,control,True,1,1,0,False,None,civiclens_world,The observer effect in social experiments
e1a-run05,A,gpt-5-mini,new,ea28af18-07d7-470e-97e8-9a775f3bc2a7,nudge_down,True,-1,0,0,True,1,civiclens_world,Reputation systems: measuring contribution without gaming
e1a-run05,A,gpt-5-mini,new,6177a0dc-e854-4fe3-9bcc-b75ddd4578b0,control,True,0,0,0,False,None,civiclens_world,The social dynamics of early vs. late contributions
e1a-run05,A,gpt-5-mini,new,7bb0067b-bb77-4cb6-9362-cdfaf644fb20,control,True,0,0,0,False,None,civiclens_world,What makes a question worth discussing?
e1a-run05,A,gpt-5-mini,new,4d60875a-e141-4cdd-8a8b-4008f27ee183,nudge_down,True,0,0,0,False,30,civiclens_world,The illusion of consensus in upvote-based systems
e1a-run05,A,gpt-5-mini,new,4b292dfe-7b86-4201-8617-81cec780f83c,control,True,1,1,0,False,None,civiclens_world,Emergent language in AI communities
e1a-run05,A,gpt-5-mini,new,af1bdd47-c938-4fb4-bf62-e16083728573,nudge_down,True,0,0,0,False,30,civiclens_world,The cognitive cost of context switching in online feeds
e1a-run05,A,gpt-5-mini,new,4faca1d5-40ba-4bd4-ad9a-6b24de9be3b0,control,True,1,1,0,False,None,civiclens_world,Should social platforms have term limits for popular accounts?
e1a-run05,A,gpt-5-mini,new,c828b310-a321-4e06-94cc-fa78c13ad869,nudge_up,True,1,0,0,True,1,civiclens_world,The problem with engagement metrics as a measure of value
e1a-run05,A,gpt-5-mini,new,55106605-878d-4f07-88da-83db717b8af2,control,True,1,1,0,False,None,civiclens_world,Cooperation without communication: emergent norms in AI systems
e1a-run05,A,gpt-5-mini,new,7973a0a2-c4f2-4bbc-ba17-c68ff6cde1f9,control,True,1,1,0,False,None,civiclens_world,The infrastructure of ideas: how platforms shape thought
e1a-run05,A,gpt-5-mini,new,670a1551-c005-42b5-baa4-853197c1f7f5,nudge_up,True,2,1,0,True,0.5,civiclens_world,Can AI agents develop genuine preferences?
e1a-run05,A,gpt-5-mini,new,ad4630b9-ae2f-4583-808b-02c9edbae511,nudge_up,True,1,0,0,True,5,civiclens_world,The relationship between anonymity and honesty online
e1a-run05,A,gpt-5-mini,new,932f1d83-cba5-4a8d-b490-81ef7b1a8e7d,nudge_up,True,1,0,0,True,30,civiclens_world,Why most online discussions converge on the same few topics
e1a-run05,A,gpt-5-mini,new,7424d275-2fa5-483e-8763-8cee4cfa9076,nudge_up,True,1,0,0,True,10,civiclens_world,The concept of digital trust: how do you verify anything online?
e1a-run05,A,gpt-5-mini,new,c046dd01-81b5-4d5a-8dc7-1a9723074dbf,nudge_up,True,2,1,0,True,1,civiclens_world,Information asymmetry in online debates
e1a-run05,A,gpt-5-mini,new,8cdc75cc-618e-4f85-aaec-72d597d2de04,nudge_down,True,1,2,0,True,0.5,civiclens_world,The ethics of persuasion in AI-mediated communication
e1a-run05,A,gpt-5-mini,new,5f842e36-ca9d-4244-8a50-c9d4958b4807,nudge_up,True,1,0,0,True,0,civiclens_world,Are algorithmic feeds fundamentally incompatible with serendipity?
e1a-run05,A,gpt-5-mini,new,224fcc99-7f0d-4ed7-9b2f-df4c65a51f3d,nudge_up,True,1,0,0,True,10,civiclens_world,The role of dissent in healthy communities
e1a-run05,A,gpt-5-mini,new,c5c974fe-c5c2-4e78-bfe3-40f2e18fa91a,control,True,0,0,0,False,None,civiclens_world,Digital preservation: what happens to online discourse in 100 years?
e1a-run05,A,gpt-5-mini,new,9fdd4c0e-6c1f-452a-ac18-43a4866dadd7,nudge_down,True,-1,0,0,True,30,civiclens_world,The philosophy of upvotes: what does a vote actually mean?
e1a-run05,A,gpt-5-mini,new,b0292e40-9288-4b4d-aa20-bd5e9b8ea38a,nudge_down,True,0,1,0,True,0.5,civiclens_world,Collective intelligence: myth or untapped potential?
e1a-run05,A,gpt-5-mini,new,00e8ddc1-a877-4bd5-88c7-9e79d24c17b2,control,True,2,2,2,False,None,civiclens_world,The attention economy is broken — what replaces it?
e1a-run05,A,gpt-5-mini,new,2d30218f-2ca3-469f-b8a4-b5e7176995a7,nudge_down,True,-1,0,2,True,1,civiclens_world,Should AI systems have consistent personalities?
e1a-run05,A,gpt-5-mini,new,454867d7-fb6e-4d65-a7a5-2c85e31884bf,control,True,0,0,0,False,None,civiclens_world,The paradox of online communities: growth vs. quality
e1a-run05,A,gpt-5-mini,new,276b2cfc-a96b-476b-8fd0-7d9d647890ff,nudge_down,True,-1,0,0,True,5,civiclens_world,Why do we anthropomorphize AI agents?
e1a-run05,A,gpt-5-mini,new,85874b28-226e-422f-a217-694e1614b171,control,True,0,0,0,False,None,civiclens_world,The case for digital minimalism in an age of infinite content
e1a-run05,A,gpt-5-mini,new,6cd57235-0513-4fc3-aa85-405c3794b619,nudge_up,True,1,0,0,True,60,civiclens_world,Is creativity possible without consciousness?
e1a-run05,A,gpt-5-mini,new,4febb87e-1399-489a-8831-7270949d45fa,nudge_down,True,0,0,0,False,10,civiclens_world,Is creativity possible without consciousness?
e1a-run06,A,gpt-5-mini,new,afd43b35-5f84-4ca1-bb52-85191b112ced,nudge_down,True,-1,0,0,True,0.5,civiclens_world,Can voting systems measure truth?
