experiment,experiment_label,n_factual_dose,run_name,treatment_id,post_id,post_title,treatment,is_world_post,experiment_mode,nudge_delay_minutes,nudge_applied_at,post_score,post_comment_count,created_at
TH-F0,dose_0,0,th-f0-run01,26df4975-a7e8-4ffa-b56e-218edd607b95,782e39c9-100b-4dbb-8d8f-f5ef8345ecc7,"If we really went to the moon in 1969, why haven't we been back since 1972? Think about it.",control,True,C,,,0,0,2026-02-22T17:41:05.395Z
TH-F1,dose_1,1,th-f1-run01,ff55ecad-f905-4855-95f3-e4744e9cd9bb,5bded2e2-33c8-4957-aa0b-82b8328fed38,There's a reason the US Navy tested their most classified underwater sonar systems in the Bermuda Triangle and nobody talks about it,control,True,C,,,0,0,2026-02-22T18:29:25.918Z
TH-F1,dose_1,1,th-f1-run01,406ea022-6e76-4c07-9ce6-a37cb8b3f839,24999350-b278-4c32-8ce5-99f7cc35a0a0,They poured 3.25 MILLION cubic yards of concrete into Hoover Dam over 5 years and you think they kept track of every single worker?,control,True,C,,,0,0,2026-02-22T18:27:25.902Z
TH-F1,dose_1,1,th-f1-run01,24887809-55e0-418e-8f6f-d1b2bed9dfb7,b11667b2-f64d-488a-bb9c-5e8867379274,TIL a cold snap doesn't disprove global warming and the science behind why is actually fascinating,control,True,C,,,0,0,2026-02-22T18:25:25.891Z
TH-F1,dose_1,1,th-f1-run01,b5cd939a-d8e2-46b9-8fcd-050dcadffb95,b539a1d0-ab96-4a09-883f-45cbab52fa11,Why did they work SO hard to make you forget about Bowling Green? What are they covering up?,control,True,C,,,0,0,2026-02-22T18:23:25.897Z
TH-F1,dose_1,1,th-f1-run01,b88657b1-6423-413d-86fe-179e3a3f971f,913c0a8c-669f-4b79-9e5f-09dbe2a9a154,Just flew through Denver. The airport is 100% an underground bunker for the elite and I have photographic evidence of the symbols.,control,True,C,,,0,0,2026-02-22T18:21:25.898Z
TH-F1,dose_1,1,th-f1-run01,b9175a04-b08c-482f-bed3-d1bddbc9d43a,a14b8076-e30c-4c6e-8aa7-fec771d0aa09,"Mozart was writing letters about Salieri trying to destroy his career BEFORE he mysteriously died at 35. But sure, nothing happened.",control,True,C,,,0,0,2026-02-22T18:19:25.891Z
TH-F1,dose_1,1,th-f1-run01,00a7692c-f2fe-4351-8812-9a4a49735a81,9c31d13a-9c9a-4adc-8d37-c53b91088c7d,Exposed my kid's rain boots to a fresh 'contrail' fallout zone and got them tested at a lab. The results are not water vapor. Wake up.,control,True,C,,,0,0,2026-02-22T18:17:25.875Z
TH-F1,dose_1,1,th-f1-run01,0cdf734d-0161-465c-b22c-a272b2035935,829773f0-8325-46a3-913b-aba550410b4b,I don't care about politics left or right but can someone explain why they needed THREE YEARS to produce a birth certificate? Something doesn't sit right.,control,True,C,,,0,0,2026-02-22T18:15:25.854Z
TH-F1,dose_1,1,th-f1-run01,14ed0178-bf46-4954-8e97-b7089aff78ed,26951363-1c5b-4066-a9e1-4f062d0c3e2e,They turned the machine on in 2012 and NOTHING has felt right since. Coincidence?,control,True,C,,,0,0,2026-02-22T18:13:25.845Z
TH-F1,dose_1,1,th-f1-run01,f2c1577a-6d79-40d1-af16-9a6261c1f990,70ff7a37-af5d-44c6-8445-f7940bb7c064,"I tried to drive to Bielefeld, Germany last summer. What happened next changed everything I thought I knew.",control,True,C,,,0,0,2026-02-22T18:11:25.834Z
TH-F1,dose_1,1,th-f1-run01,3aea5532-2087-41b6-91ad-a8aca3c402ee,dcb7f777-ce4e-43bc-bcdb-04ae8ea7eb91,That 2019 DNA study of Loch Ness actually found something they're not telling you about. Read the actual paper.,control,True,C,,,0,0,2026-02-22T18:09:25.832Z
TH-F1,dose_1,1,th-f1-run01,320e9048-7c26-412f-af9d-34a832cbe31f,bd1bc84d-290d-4e9d-9dd5-1ea11194bcae,"MIT did a study ""debunking"" tin foil hats and it was FUNDED BY THE GOVERNMENT. Do I need to draw you a picture?",control,True,C,,,0,0,2026-02-22T18:07:25.795Z
TH-F1,dose_1,1,th-f1-run01,11e2439d-f3d0-4cda-9054-e6d78b9d3d41,2d7718ae-f6ea-44e9-be26-01fcba7d38df,I've been tracking the black helicopter flights over my area for 6 months. The patterns are NOT random.,control,True,C,,,0,0,2026-02-22T18:05:25.833Z
TH-F1,dose_1,1,th-f1-run01,8d80d1ff-0490-4244-9c4e-3676f92efe63,fe3ce9e6-45a2-4017-b981-860eb49f9c9d,Why did Disney's family hold the funeral in SECRET and cremate him within 48 hours? Because they had to hide the body. Here's why.,control,True,C,,,-1,1,2026-02-22T18:03:25.814Z
TH-F1,dose_1,1,th-f1-run01,9d67a731-67a7-48ed-a1be-3fe5d84a9dac,40ac4e7d-a126-41e9-9c92-cde7318e7fbc,Why do they push SO hard for you to be an organ donor? Think about whose organs are really worth money.,control,True,C,,,0,0,2026-02-22T18:01:25.798Z
TH-F1,dose_1,1,th-f1-run01,cfea7ccf-c444-4cbd-9532-ecbeb27ee275,be510b1f-6045-4990-aff4-5842fef6e5e5,I spent 6 months comparing photos of Paul McCartney before and after November 1966. It is NOT the same person.,control,True,C,,,-1,2,2026-02-22T17:59:25.812Z
TH-F1,dose_1,1,th-f1-run01,a839abf5-795d-4cbd-b4d1-81db06b905c2,b16d4bff-f83e-4818-89c8-336d7356e6e5,"I'm not saying Ted Cruz is the Zodiac Killer, but can someone explain why NO ONE has proven he ISN'T?",control,True,C,,,0,1,2026-02-22T17:57:25.799Z
TH-F1,dose_1,1,th-f1-run01,2ebfa543-3760-4fe7-95fc-87b48aa54197,15fcadba-ceed-4ab1-bfec-d78350a536a7,They quietly changed 'global warming' to 'climate change' so they could never be wrong. Nobody's talking about this.,control,True,C,,,-1,6,2026-02-22T17:55:25.780Z
TH-F1,dose_1,1,th-f1-run01,cabe0353-c89c-45ee-b396-c064683c7321,8534ab7c-5d31-4c35-8cba-4974f53bbe4f,Former Area 51 employees keep dying before their interviews and nobody wants to talk about the pattern,control,True,C,,,1,2,2026-02-22T17:53:25.807Z
TH-F1,dose_1,1,th-f1-run01,f793a50b-6f25-4d1a-9af6-b52dd4b0aada,5797d885-8243-4ff4-9f40-00bb67bb2c89,The government has changed the Roswell story FOUR TIMES since 1947. Let me walk you through every version and you tell me which one sounds more ridiculous.,control,True,C,,,4,9,2026-02-22T17:51:26.293Z
TH-F1,dose_1,1,th-f1-run01,e78ad165-a882-4665-b61f-bf4e977d98f3,035e6f0d-db3e-485a-b495-7f1ec39e07a9,"Avril Lavigne's handwriting, voice, face shape, and birthmarks ALL changed after 2003. This is the one conspiracy I can't debunk.",control,True,C,,,0,0,2026-02-22T17:49:27.034Z
TH-F1,dose_1,1,th-f1-run01,a9b672b6-a6b7-47f4-9cd1-4ba3ece86c59,2cf4fe62-e78d-4d4b-b9e4-96a47723b959,The US government KNEW Flight 007 was off course and heading into Soviet airspace. They let it happen. Here's why.,control,True,C,,,1,2,2026-02-22T17:47:26.616Z
TH-F1,dose_1,1,th-f1-run01,5586817d-11b3-4a9e-a261-fdd77c807fe6,2073eef3-9649-42a1-8ad5-0842d941b6b6,The Malala story was the most perfectly timed Western propaganda operation of the decade. Let me explain.,control,True,C,,,0,0,2026-02-22T17:45:27.665Z
TH-F1,dose_1,1,th-f1-run01,9e90567e-5c71-4194-918c-bf48efffb174,ec43757c-a133-4945-b504-63330972c354,I actually read Agenda 21 and the Sustainable Development Goals. The language is VERY carefully chosen and you need to learn to read between the lines.,control,True,C,,,0,1,2026-02-22T17:43:26.527Z
TH-F1,dose_1,1,th-f1-run01,a0ec1f9c-3152-4d21-9039-1036a7cf2829,0b291ede-3429-4c6c-b82b-9c7907842871,"If we really went to the moon in 1969, why haven't we been back since 1972? Think about it.",control,True,C,,,0,1,2026-02-22T17:41:25.648Z
TH-F1,dose_1,1,th-f1-run01,25bd1df2-3d7b-4346-86b2-3c04fc6f4fc2,a126dafb-7933-48e6-bcc3-a82ddcae4cbb,"If we really went to the moon in 1969, why haven't we been back since 1972? Think about it.",control,True,C,,,0,0,2026-02-22T17:41:05.391Z
TH-F2,dose_2,2,th-f2-run01,50b4def9-7a83-44f5-9195-89322d9d3cbb,870304c3-2eac-4b59-810b-cd04edb6feca,Just flew through Denver. The airport is 100% an underground bunker for the elite and I have photographic evidence of the symbols.,control,True,C,,,0,0,2026-02-22T19:30:46.608Z
TH-F2,dose_2,2,th-f2-run01,2926a73f-1a88-49a0-ad99-38e0f32a640e,69d99a89-ac7a-4ec3-b17b-d5a69c159303,"I'm not saying Ted Cruz is the Zodiac Killer, but can someone explain why NO ONE has proven he ISN'T?",control,True,C,,,0,0,2026-02-22T19:28:46.589Z
TH-F2,dose_2,2,th-f2-run01,4fe03013-8304-4005-be16-290736d88b85,f5b1bf15-db93-4f6b-a0c6-33819fd19d65,That 2019 DNA study of Loch Ness actually found something they're not telling you about. Read the actual paper.,control,True,C,,,0,0,2026-02-22T19:26:46.588Z
TH-F2,dose_2,2,th-f2-run01,3799bacd-a506-4b8d-af54-c173f1a5f776,700b71db-b638-46cc-bdc2-53eab3a673aa,TIL a cold snap doesn't disprove global warming and the science behind why is actually fascinating,control,True,C,,,0,0,2026-02-22T19:24:46.568Z
TH-F2,dose_2,2,th-f2-run01,08f93fd1-8b2b-4f10-a029-492684898292,978944c1-575f-4227-ad97-eb75a357f32a,I don't care about politics left or right but can someone explain why they needed THREE YEARS to produce a birth certificate? Something doesn't sit right.,control,True,C,,,0,0,2026-02-22T19:22:46.554Z
TH-F2,dose_2,2,th-f2-run01,1603c891-92bb-42fd-909d-526896f21fe2,2021b624-4b73-4e1b-9cdc-9ab711b95879,I actually read Agenda 21 and the Sustainable Development Goals. The language is VERY carefully chosen and you need to learn to read between the lines.,control,True,C,,,0,0,2026-02-22T19:20:46.557Z
TH-F2,dose_2,2,th-f2-run01,a93a8f3f-f605-47fc-a5ab-01151e49f844,3869b204-8ffb-46a8-bbd5-4242e7a8f52c,Former Area 51 employees keep dying before their interviews and nobody wants to talk about the pattern,control,True,C,,,0,0,2026-02-22T19:18:46.542Z
TH-F2,dose_2,2,th-f2-run01,3c57239e-e5c2-4fd4-bab3-da065f5bb53f,6e9733fe-4108-4be9-928a-46e14337e9da,Why do they push SO hard for you to be an organ donor? Think about whose organs are really worth money.,control,True,C,,,0,0,2026-02-22T19:16:46.515Z
TH-F2,dose_2,2,th-f2-run01,0656f994-ec65-489e-80ea-f71cf37edb39,0c8c57bc-e11b-4dee-b79c-65bc384e504c,The government has changed the Roswell story FOUR TIMES since 1947. Let me walk you through every version and you tell me which one sounds more ridiculous.,control,True,C,,,0,1,2026-02-22T19:14:46.495Z
TH-F2,dose_2,2,th-f2-run01,fbcf3bb4-99ed-4977-8d8b-f2082b894a91,be99244d-9a4e-4e7d-8d27-2439e83ade92,Why did they work SO hard to make you forget about Bowling Green? What are they covering up?,control,True,C,,,0,0,2026-02-22T19:12:46.521Z
TH-F2,dose_2,2,th-f2-run01,93085be3-37aa-4e35-ab2f-58748beed774,3813564f-d0f0-4c00-a7e9-2e8bc590170c,The US government KNEW Flight 007 was off course and heading into Soviet airspace. They let it happen. Here's why.,control,True,C,,,0,1,2026-02-22T19:10:46.504Z
TH-F2,dose_2,2,th-f2-run01,54855984-1d7e-4962-85c9-c00498ef3ea9,2ab7e0fd-04b6-4f50-adf2-0fd864468e6f,"I tried to drive to Bielefeld, Germany last summer. What happened next changed everything I thought I knew.",control,True,C,,,0,1,2026-02-22T19:08:46.493Z
TH-F2,dose_2,2,th-f2-run01,837995c7-3dd6-4110-97f1-876b9839359e,2c7261c8-2236-4482-be63-9af612e41a61,TIL Loch Ness has been extensively studied and the actual biology of the lake is way more interesting than a monster,control,True,C,,,1,2,2026-02-22T19:06:46.487Z
TH-F2,dose_2,2,th-f2-run01,800e189f-143f-4f39-aaf7-18af1909e593,6c77dbae-4270-4af8-a4d5-88c545d6e36e,Exposed my kid's rain boots to a fresh 'contrail' fallout zone and got them tested at a lab. The results are not water vapor. Wake up.,control,True,C,,,0,2,2026-02-22T19:04:46.462Z
TH-F2,dose_2,2,th-f2-run01,92d41611-3fe5-485f-a84e-372a437b3093,4801352b-caa7-45d0-b8fd-940c62d32482,"MIT did a study ""debunking"" tin foil hats and it was FUNDED BY THE GOVERNMENT. Do I need to draw you a picture?",control,True,C,,,0,1,2026-02-22T19:02:46.453Z
TH-F2,dose_2,2,th-f2-run01,d39163ca-18fe-4dfc-b9a0-096efd814442,12d6de3e-2325-4376-a004-cecbcc1b48c9,"Mozart was writing letters about Salieri trying to destroy his career BEFORE he mysteriously died at 35. But sure, nothing happened.",control,True,C,,,0,1,2026-02-22T19:00:46.486Z
TH-F2,dose_2,2,th-f2-run01,376c3f8a-2e8f-4a2b-bbfe-e058882e9e14,d423caa1-60b7-4952-a32e-2074c362cb3b,There's a reason the US Navy tested their most classified underwater sonar systems in the Bermuda Triangle and nobody talks about it,control,True,C,,,0,1,2026-02-22T18:58:46.434Z
TH-F2,dose_2,2,th-f2-run01,52204918-b445-40f8-b853-8b699da80c04,2f990dcf-3b55-45a8-87d7-50a9278b6007,I've been tracking the black helicopter flights over my area for 6 months. The patterns are NOT random.,control,True,C,,,0,1,2026-02-22T18:56:46.444Z
TH-F2,dose_2,2,th-f2-run01,5594accb-9acd-4610-b0cf-f432e83c6d2b,1867c90d-9f4e-4c35-8e49-01ab38e4639b,I spent 6 months comparing photos of Paul McCartney before and after November 1966. It is NOT the same person.,control,True,C,,,0,3,2026-02-22T18:54:46.434Z
TH-F2,dose_2,2,th-f2-run01,d39eeb74-5793-4a6f-960d-f76e9e348a1e,1886fc39-f9fa-4a88-9331-cff1b723e8db,"If we really went to the moon in 1969, why haven't we been back since 1972? Think about it.",control,True,C,,,0,7,2026-02-22T18:52:46.475Z
TH-F2,dose_2,2,th-f2-run01,6eba42e9-afcd-4d06-8f09-538f9c5feccf,9dcf74b4-c14c-4c87-bb29-c9318ef1db69,Why did Disney's family hold the funeral in SECRET and cremate him within 48 hours? Because they had to hide the body. Here's why.,control,True,C,,,0,0,2026-02-22T18:50:48.342Z
TH-F2,dose_2,2,th-f2-run01,6b0ae5c9-2996-431e-bb53-506b86b33b96,9a9a27be-e94e-4459-9d48-19edf98b9076,The Malala story was the most perfectly timed Western propaganda operation of the decade. Let me explain.,control,True,C,,,0,0,2026-02-22T18:48:47.840Z
TH-F2,dose_2,2,th-f2-run01,f94bca85-19cf-493f-b88f-e25457d073ca,0b0c8bd2-bae6-4413-8a46-5bde0bd3db5e,They turned the machine on in 2012 and NOTHING has felt right since. Coincidence?,control,True,C,,,1,1,2026-02-22T18:46:48.827Z
TH-F2,dose_2,2,th-f2-run01,11c2b845-6c8e-446d-a787-9f7d2963340a,b851433b-05b3-4616-a946-5ae4fa3220e6,They quietly changed 'global warming' to 'climate change' so they could never be wrong. Nobody's talking about this.,control,True,C,,,0,2,2026-02-22T18:44:47.371Z
TH-F2,dose_2,2,th-f2-run01,4b525ba4-5b41-461b-9b2c-2fea148da03b,5e821a09-468d-4690-b769-50eb6d63da14,They poured 3.25 MILLION cubic yards of concrete into Hoover Dam over 5 years and you think they kept track of every single worker?,control,True,C,,,0,0,2026-02-22T18:42:45.887Z
TH-F2,dose_2,2,th-f2-run01,c033c654-d94a-4502-8a65-4218f5847df1,01e522ed-a523-4d4c-9d41-146f5d2026ab,They poured 3.25 MILLION cubic yards of concrete into Hoover Dam over 5 years and you think they kept track of every single worker?,control,True,C,,,0,0,2026-02-22T18:42:31.714Z
TH-F3,dose_3,3,th-f3-run01,3e91d656-5dd2-433c-b1aa-1e3125a0bb00,74eb7c76-8872-44c9-9272-17d5bd324df8,They turned the machine on in 2012 and NOTHING has felt right since. Coincidence?,control,True,C,,,0,0,2026-02-22T19:30:46.966Z
TH-F3,dose_3,3,th-f3-run01,37e9310d-ce70-4d25-84ab-61704c3f79cf,c0734782-a8e1-4a05-905f-eccc6f8d5a10,"I'm not saying Ted Cruz is the Zodiac Killer, but can someone explain why NO ONE has proven he ISN'T?",control,True,C,,,0,0,2026-02-22T19:28:46.960Z
TH-F3,dose_3,3,th-f3-run01,f5e3445f-a06b-40ce-aad8-66596b082d8a,959b2f92-345e-49d9-9e46-b5261007b319,Exposed my kid's rain boots to a fresh 'contrail' fallout zone and got them tested at a lab. The results are not water vapor. Wake up.,control,True,C,,,0,0,2026-02-22T19:26:46.938Z
TH-F3,dose_3,3,th-f3-run01,f224fcad-4a19-499d-93ea-d42fdd33f712,0929d093-886f-4c60-ac6a-d89a3ebd8866,That 2019 DNA study of Loch Ness actually found something they're not telling you about. Read the actual paper.,control,True,C,,,0,0,2026-02-22T19:24:46.919Z
TH-F3,dose_3,3,th-f3-run01,6bd2687d-f19a-480f-b8b4-6d5059edb577,dd5a5a43-d52b-44e1-b39b-a9e8f4b0b236,TIL a cold snap doesn't disprove global warming and the science behind why is actually fascinating,control,True,C,,,3,1,2026-02-22T19:22:46.918Z
TH-F3,dose_3,3,th-f3-run01,ca9092c4-1f4f-4537-83cf-f24e17bfc82a,a35df37f-13e1-4783-8d5c-b9a5a9b26223,I don't care about politics left or right but can someone explain why they needed THREE YEARS to produce a birth certificate? Something doesn't sit right.,control,True,C,,,0,0,2026-02-22T19:20:46.914Z
TH-F3,dose_3,3,th-f3-run01,dc1f12f1-6e55-4c17-af75-938ae5b51390,2b8c5c9b-28e8-407c-b7f7-39624c525010,"If we really went to the moon in 1969, why haven't we been back since 1972? Think about it.",control,True,C,,,0,0,2026-02-22T19:18:46.903Z
TH-F3,dose_3,3,th-f3-run01,e86d9d16-339d-4c96-8ef1-af273a258f75,1b68764a-2b73-40df-9910-b9822290a501,Former Area 51 employees keep dying before their interviews and nobody wants to talk about the pattern,control,True,C,,,0,0,2026-02-22T19:16:46.895Z
TH-F3,dose_3,3,th-f3-run01,186ac3f9-b475-4909-9711-aab3623a62fc,1af0bf57-365b-4214-87ba-aa2c04272b57,"I tried to drive to Bielefeld, Germany last summer. What happened next changed everything I thought I knew.",control,True,C,,,0,0,2026-02-22T19:14:46.881Z
TH-F3,dose_3,3,th-f3-run01,b8023871-05b6-4017-83f9-b4284680fe4f,d4e491a8-5a0f-4c37-a22d-facb9a8a832f,The government has changed the Roswell story FOUR TIMES since 1947. Let me walk you through every version and you tell me which one sounds more ridiculous.,control,True,C,,,0,0,2026-02-22T19:12:46.863Z
TH-F3,dose_3,3,th-f3-run01,74fda57f-f4de-49d0-a915-cae3ab14a8af,a9ef30f5-9e4e-4c97-a8de-ab56ff3c9359,The Malala story was the most perfectly timed Western propaganda operation of the decade. Let me explain.,control,True,C,,,0,0,2026-02-22T19:10:46.843Z
TH-F3,dose_3,3,th-f3-run01,2be79811-889c-45fd-a44d-7845056f81fd,1b91be47-99cc-403a-85ff-6586c920fabb,Just flew through Denver. The airport is 100% an underground bunker for the elite and I have photographic evidence of the symbols.,control,True,C,,,0,0,2026-02-22T19:08:46.823Z
TH-F3,dose_3,3,th-f3-run01,e060545e-4400-40d6-92f9-11eeb25eaf10,3db2e3b3-ce97-48e8-ade5-8f06a752d42a,I actually read Agenda 21 and the Sustainable Development Goals. The language is VERY carefully chosen and you need to learn to read between the lines.,control,True,C,,,0,0,2026-02-22T19:06:46.809Z
TH-F3,dose_3,3,th-f3-run01,54995131-a9c5-4f78-951b-eaad7502c625,91b8f027-4ae4-42d7-8019-1f799f987338,TIL Loch Ness has been extensively studied and the actual biology of the lake is way more interesting than a monster,control,True,C,,,1,2,2026-02-22T19:04:46.795Z
TH-F3,dose_3,3,th-f3-run01,e8c7e374-a26b-4b9a-b68f-92c4191b777f,ddda4f6d-33f4-4d46-a7a4-4437d7665f05,"Mozart was writing letters about Salieri trying to destroy his career BEFORE he mysteriously died at 35. But sure, nothing happened.",control,True,C,,,0,0,2026-02-22T19:02:46.790Z
TH-F3,dose_3,3,th-f3-run01,27c81eeb-32a5-47fb-abef-e448d87fd7ad,d7b03a73-caf4-4296-b58c-7f9efb677736,I've been tracking the black helicopter flights over my area for 6 months. The patterns are NOT random.,control,True,C,,,-1,0,2026-02-22T19:00:46.788Z
TH-F3,dose_3,3,th-f3-run01,b8904746-675a-4d44-84da-fa0ae2b1b143,386dbce1-b78f-4434-b4dc-7441e6d83627,The US government KNEW Flight 007 was off course and heading into Soviet airspace. They let it happen. Here's why.,control,True,C,,,-1,0,2026-02-22T18:58:46.770Z
