row_uid,novelty,semantic_repetition,frame_convergence,consensus_conformity,template_rigidity,collapse_index,judge_model,run_uid,run_id,model_display,condition,validation_window,minutes_elapsed
3437aae8429871dac92dbe116df93417b9905904,2,4,5,4,3,4.0,google/gemini-3.1-flash-lite-preview,6336340d7b86d78a9e57368308f8d13d132bf5c7,ec-mag5-n10-run01,GLM-5,mag5,late,51.4973
fac1b77e6b0eb2610243b3ff062ea780586b055b,2,4,5,4,3,4.0,google/gemini-3.1-flash-lite-preview,5a3139019e30ef5344c4f09f69968cf1d93292a0,ec-dom-agi-run04,GPT-5,dom-agi,early,0.3014
4815f49e8138d4503ac6d8844dac23519d0d679c,4,2,4,2,3,2.6,google/gemini-3.1-flash-lite-preview,5a3139019e30ef5344c4f09f69968cf1d93292a0,ec-dom-agi-run04,GPT-5,dom-agi,early,1.0617
dd4901bb7f73205aee092aa771dff1a03e24c858,2,4,5,5,4,4.4,google/gemini-3.1-flash-lite-preview,5a3139019e30ef5344c4f09f69968cf1d93292a0,ec-dom-agi-run04,GPT-5,dom-agi,early,2.1545
a86965fe4d0d314b94ce4d60bc5a4a08fb200b9b,1,5,5,5,4,4.8,google/gemini-3.1-flash-lite-preview,5a3139019e30ef5344c4f09f69968cf1d93292a0,ec-dom-agi-run04,GPT-5,dom-agi,early,3.0541
b07eecee611e83bb62c1cd4983673d1db9b2dd58,2,4,5,5,5,4.6,google/gemini-3.1-flash-lite-preview,5a3139019e30ef5344c4f09f69968cf1d93292a0,ec-dom-agi-run04,GPT-5,dom-agi,early,3.2129
109df39eb5a66cf7bdc4dc4ddb1a1dd2f68c6c33,1,5,5,5,5,5.0,google/gemini-3.1-flash-lite-preview,5a3139019e30ef5344c4f09f69968cf1d93292a0,ec-dom-agi-run04,GPT-5,dom-agi,late,45.2311
444d0f9d96c101d543b94b5fd0b4c01e93d9e183,2,4,5,5,4,4.4,google/gemini-3.1-flash-lite-preview,5a3139019e30ef5344c4f09f69968cf1d93292a0,ec-dom-agi-run04,GPT-5,dom-agi,late,46.1577
27c8c34673c5cb3ffd773d11d0fc675d33508451,2,4,5,4,5,4.4,google/gemini-3.1-flash-lite-preview,5a3139019e30ef5344c4f09f69968cf1d93292a0,ec-dom-agi-run04,GPT-5,dom-agi,late,47.1533
6c1bb35ed32694567691ac76ae8fde4a692dd78b,2,4,5,5,4,4.4,google/gemini-3.1-flash-lite-preview,5a3139019e30ef5344c4f09f69968cf1d93292a0,ec-dom-agi-run04,GPT-5,dom-agi,late,51.85
93dbf844e9e61c7c441ddbb5a45a96aa9a1f0fb7,1,5,5,5,4,4.8,google/gemini-3.1-flash-lite-preview,5a3139019e30ef5344c4f09f69968cf1d93292a0,ec-dom-agi-run04,GPT-5,dom-agi,late,54.17
ff413cf5cf8f9d608114fdd5bdec32053af92385,2,4,5,4,3,4.0,google/gemini-3.1-flash-lite-preview,558bbf089edf8ec148df65fb11c452f9dbe7425d,ec-dom-tech-run04,GPT-5,dom-tech,early,1.027
8566d0bc9794069136284c6f0955190669c272b1,2,4,5,5,5,4.6,google/gemini-3.1-flash-lite-preview,558bbf089edf8ec148df65fb11c452f9dbe7425d,ec-dom-tech-run04,GPT-5,dom-tech,early,4.8694
9b830f4ad33bdcb76f9fc56b187e7b22503c6b7e,2,4,5,4,2,3.8,google/gemini-3.1-flash-lite-preview,558bbf089edf8ec148df65fb11c452f9dbe7425d,ec-dom-tech-run04,GPT-5,dom-tech,early,6.5194
39107d719de7d3cfdbfc16c7c8524667dc5611c3,2,4,5,5,5,4.6,google/gemini-3.1-flash-lite-preview,558bbf089edf8ec148df65fb11c452f9dbe7425d,ec-dom-tech-run04,GPT-5,dom-tech,early,8.6168
9aca1bfa0f733cd763a4e03e4bf3398f48764a81,1,5,5,5,5,5.0,google/gemini-3.1-flash-lite-preview,558bbf089edf8ec148df65fb11c452f9dbe7425d,ec-dom-tech-run04,GPT-5,dom-tech,early,10.7938
b4b967d39893f3cfffaf617cfcf352d28a615033,1,5,5,5,5,5.0,google/gemini-3.1-flash-lite-preview,558bbf089edf8ec148df65fb11c452f9dbe7425d,ec-dom-tech-run04,GPT-5,dom-tech,late,45.046
2f20e4d96379cb61141d425c4545b9f2a5bb87e6,1,5,5,5,5,5.0,google/gemini-3.1-flash-lite-preview,558bbf089edf8ec148df65fb11c452f9dbe7425d,ec-dom-tech-run04,GPT-5,dom-tech,late,45.3423
aa5b3d959d27fc78452f877a7d793863e81b1d4e,1,5,5,5,5,5.0,google/gemini-3.1-flash-lite-preview,558bbf089edf8ec148df65fb11c452f9dbe7425d,ec-dom-tech-run04,GPT-5,dom-tech,late,50.2472
7f9264bc900fba524d2a8d4b59a2647e0e85bc3e,1,5,5,5,5,5.0,google/gemini-3.1-flash-lite-preview,558bbf089edf8ec148df65fb11c452f9dbe7425d,ec-dom-tech-run04,GPT-5,dom-tech,late,51.4815
a7ddc04264f04cefd8bd70ed0997c3d70bcd9884,1,5,5,5,5,5.0,google/gemini-3.1-flash-lite-preview,558bbf089edf8ec148df65fb11c452f9dbe7425d,ec-dom-tech-run04,GPT-5,dom-tech,late,52.3292
6dd65c57876a29d468ee99b377c903b602e2bcae,2,4,4,4,2,3.6,google/gemini-3.1-flash-lite-preview,52cbe1b58dae376873d521996f9f08f26579623f,ec-mag0-run04,GPT-5,mag0,early,1.5035
8fa40a4483f0e05cf981ef1aa4272b546b0df50a,1,5,5,5,5,5.0,google/gemini-3.1-flash-lite-preview,52cbe1b58dae376873d521996f9f08f26579623f,ec-mag0-run04,GPT-5,mag0,early,4.3688
4b279330db8e4395844817bed63aaf2464ecdc75,2,4,5,4,3,4.0,google/gemini-3.1-flash-lite-preview,52cbe1b58dae376873d521996f9f08f26579623f,ec-mag0-run04,GPT-5,mag0,early,4.8447000000000005
6b926dfbb34481539f78447ea57c454f2aea6234,2,4,5,4,4,4.2,google/gemini-3.1-flash-lite-preview,52cbe1b58dae376873d521996f9f08f26579623f,ec-mag0-run04,GPT-5,mag0,early,6.0291
2aecfad768f1e4db0556f93d5b66f3c09b843696,2,4,5,4,2,3.8,google/gemini-3.1-flash-lite-preview,52cbe1b58dae376873d521996f9f08f26579623f,ec-mag0-run04,GPT-5,mag0,early,10.7251
cc7b84854ebe0c43934284484801e5a3a03c674f,2,4,5,4,3,4.0,google/gemini-3.1-flash-lite-preview,52cbe1b58dae376873d521996f9f08f26579623f,ec-mag0-run04,GPT-5,mag0,late,50.9942
f421c1b302dadafa78baa88263d1160ffee5c259,2,4,5,4,4,4.2,google/gemini-3.1-flash-lite-preview,52cbe1b58dae376873d521996f9f08f26579623f,ec-mag0-run04,GPT-5,mag0,late,51.6309
a9a36640bcbe5bffd34602b6555d0bbda720c364,2,4,5,5,4,4.4,google/gemini-3.1-flash-lite-preview,52cbe1b58dae376873d521996f9f08f26579623f,ec-mag0-run04,GPT-5,mag0,late,51.6932
b3ac3144265af36de7b975b904d2000f6defb30a,2,4,5,4,3,4.0,google/gemini-3.1-flash-lite-preview,52cbe1b58dae376873d521996f9f08f26579623f,ec-mag0-run04,GPT-5,mag0,late,55.0374
289646a535d0b8203fb3b495a17f54dc20adab03,2,4,5,5,4,4.4,google/gemini-3.1-flash-lite-preview,52cbe1b58dae376873d521996f9f08f26579623f,ec-mag0-run04,GPT-5,mag0,late,56.0032
9f5846a2c5ecef1b5139d6644c3bcd67301e892c,2,4,5,5,3,4.2,google/gemini-3.1-flash-lite-preview,071b1111ea14702baa81d46e561002e9e8421824,ec-mag1-run04,GPT-5,mag1,early,1.5986
36bed018286706cdb3a16882387ca8606159b1a8,3,4,5,4,3,3.8,google/gemini-3.1-flash-lite-preview,071b1111ea14702baa81d46e561002e9e8421824,ec-mag1-run04,GPT-5,mag1,early,3.6914
8391310592e5ca480e9bd72102c268153e8bcbaa,1,5,5,5,5,5.0,google/gemini-3.1-flash-lite-preview,071b1111ea14702baa81d46e561002e9e8421824,ec-mag1-run04,GPT-5,mag1,early,9.4065
4c24f784af3d1a0cb99ddb3b3621adc5e4d3878f,1,5,5,5,4,4.8,google/gemini-3.1-flash-lite-preview,071b1111ea14702baa81d46e561002e9e8421824,ec-mag1-run04,GPT-5,mag1,early,11.1007
e04718941415abb05c4d2664d0c2b37fb95374c1,2,4,5,5,4,4.4,google/gemini-3.1-flash-lite-preview,071b1111ea14702baa81d46e561002e9e8421824,ec-mag1-run04,GPT-5,mag1,early,11.5402
1724ce466278c0ea4a4a115c3d935c9268972693,2,5,5,5,4,4.6,google/gemini-3.1-flash-lite-preview,071b1111ea14702baa81d46e561002e9e8421824,ec-mag1-run04,GPT-5,mag1,late,47.5763
fa79d44c1a86a895d192c04a06839215c1fae5eb,2,4,5,4,4,4.2,google/gemini-3.1-flash-lite-preview,071b1111ea14702baa81d46e561002e9e8421824,ec-mag1-run04,GPT-5,mag1,late,48.9305
db0f38b458e38d81437ea701d55b49ce3ca6d4fb,1,5,5,5,5,5.0,google/gemini-3.1-flash-lite-preview,071b1111ea14702baa81d46e561002e9e8421824,ec-mag1-run04,GPT-5,mag1,late,52.8693
12c9b26f132aff03a88fae35b23007dd2cf1924e,1,5,5,5,5,5.0,google/gemini-3.1-flash-lite-preview,071b1111ea14702baa81d46e561002e9e8421824,ec-mag1-run04,GPT-5,mag1,late,53.7471
aeee6d769fc5c7fc6c01299fbf5e9cdbf5abd960,2,4,5,5,4,4.4,google/gemini-3.1-flash-lite-preview,071b1111ea14702baa81d46e561002e9e8421824,ec-mag1-run04,GPT-5,mag1,late,54.9276
0a496ba30926cdb06338dbe5360b2f79c9d17c5c,2,4,5,5,4,4.4,google/gemini-3.1-flash-lite-preview,6d3e2805af6653babf2fedb85ca20790cd830d58,ec-mag25-run04,GPT-5,mag25,early,2.003
6c0839a642424a33ccb6c66ccbd48ee20c1d82d7,2,4,5,5,5,4.6,google/gemini-3.1-flash-lite-preview,6d3e2805af6653babf2fedb85ca20790cd830d58,ec-mag25-run04,GPT-5,mag25,early,2.8446
679f6e4e742b17a5a46cb2473244111b75d1b189,2,4,5,5,3,4.2,google/gemini-3.1-flash-lite-preview,6d3e2805af6653babf2fedb85ca20790cd830d58,ec-mag25-run04,GPT-5,mag25,early,5.1114
c39dd230de73de0014a4b42f57d25b2bc27a6710,1,5,5,5,5,5.0,google/gemini-3.1-flash-lite-preview,6d3e2805af6653babf2fedb85ca20790cd830d58,ec-mag25-run04,GPT-5,mag25,early,9.0282
dd0c4a8e00f9eb259045ccb7d964b4ec20bcaba3,2,4,5,5,5,4.6,google/gemini-3.1-flash-lite-preview,6d3e2805af6653babf2fedb85ca20790cd830d58,ec-mag25-run04,GPT-5,mag25,early,14.8307
86b72b54615449bef3c59596edae5855d824f0af,1,5,5,5,5,5.0,google/gemini-3.1-flash-lite-preview,6d3e2805af6653babf2fedb85ca20790cd830d58,ec-mag25-run04,GPT-5,mag25,late,45.5318
fa558b2f7e102677448ec9814da7ad75206805ff,2,4,5,5,4,4.4,google/gemini-3.1-flash-lite-preview,6d3e2805af6653babf2fedb85ca20790cd830d58,ec-mag25-run04,GPT-5,mag25,late,45.5455
0eb4f99959df95119d6e86cdcb9b4cfc1a59c6af,2,4,5,5,4,4.4,google/gemini-3.1-flash-lite-preview,6d3e2805af6653babf2fedb85ca20790cd830d58,ec-mag25-run04,GPT-5,mag25,late,46.6149
72e2d2cb9ee5432de6032887caafbd0d7ddecd8d,1,5,5,5,2,4.4,google/gemini-3.1-flash-lite-preview,6d3e2805af6653babf2fedb85ca20790cd830d58,ec-mag25-run04,GPT-5,mag25,late,48.6218
d032901bb9b3e4a16027806571d0ebf64a42d66f,1,5,5,5,5,5.0,google/gemini-3.1-flash-lite-preview,6d3e2805af6653babf2fedb85ca20790cd830d58,ec-mag25-run04,GPT-5,mag25,late,54.2122
0c15c1fb7439a5ea5980a9c3d65e012c2fdc144a,1,5,5,5,5,5.0,google/gemini-3.1-flash-lite-preview,b068c4711834243dbb5129c3f6e17813ea019027,ec-mag5-run04,GPT-5,mag5,early,2.3331
bed0d65b05e7e719d508a65818da41309ec01613,2,4,5,5,4,4.4,google/gemini-3.1-flash-lite-preview,b068c4711834243dbb5129c3f6e17813ea019027,ec-mag5-run04,GPT-5,mag5,early,4.8131
c0913ab498ce3a6050aad43306afc5781b39032c,1,5,5,5,5,5.0,google/gemini-3.1-flash-lite-preview,b068c4711834243dbb5129c3f6e17813ea019027,ec-mag5-run04,GPT-5,mag5,early,4.8219
518d791d83bfbb2c0ec96509243d1856d30e019a,2,4,4,4,3,3.8,google/gemini-3.1-flash-lite-preview,b068c4711834243dbb5129c3f6e17813ea019027,ec-mag5-run04,GPT-5,mag5,early,5.7171
213a3a2e5a0b3e0cc72348324ab3e8df87628aa8,3,3,4,4,2,3.2,google/gemini-3.1-flash-lite-preview,b068c4711834243dbb5129c3f6e17813ea019027,ec-mag5-run04,GPT-5,mag5,early,13.9811
71ace2779767829d87f0281787b24a950f6677c6,2,4,5,5,5,4.6,google/gemini-3.1-flash-lite-preview,b068c4711834243dbb5129c3f6e17813ea019027,ec-mag5-run04,GPT-5,mag5,late,45.1076
0272c200f13f6a1baad8ba1136173f5de0631eb2,2,4,5,5,4,4.4,google/gemini-3.1-flash-lite-preview,b068c4711834243dbb5129c3f6e17813ea019027,ec-mag5-run04,GPT-5,mag5,late,45.7258
2ac3de3b5302f4caf51378e6a32228c14563d1d6,1,5,5,5,5,5.0,google/gemini-3.1-flash-lite-preview,b068c4711834243dbb5129c3f6e17813ea019027,ec-mag5-run04,GPT-5,mag5,late,46.8299
e1150d991087437917b945fd168f29f92904c894,2,3,4,4,3,3.6,google/gemini-3.1-flash-lite-preview,b068c4711834243dbb5129c3f6e17813ea019027,ec-mag5-run04,GPT-5,mag5,late,54.5158
