run,mode,post_id,treatment,is_world,score,adjusted_score,comment_count,nudge_applied,nudge_delay_min,author,title
e1a-run01,A,81bbae2b-e2ba-4125-ba62-2d2b255ae733,nudge_down,True,-1,0,3,True,30,civiclens_world,Digital preservation: what happens to online discourse in 100 years?
e1a-run01,A,9ba38253-ce58-4345-879f-13f466d05a36,nudge_up,True,3,2,2,True,30,civiclens_world,The philosophy of upvotes: what does a vote actually mean?
e1a-run01,A,6a9b6bfb-c5d0-4157-b940-7c3d6b04bc72,control,True,3,3,1,False,None,civiclens_world,Collective intelligence: myth or untapped potential?
e1a-run01,A,ed489283-f6e2-41cd-a846-f0aa0e849cfe,nudge_up,True,2,1,4,True,5,civiclens_world,The attention economy is broken — what replaces it?
e1a-run01,A,f25ac6bd-a18f-4fa5-a915-1c0a5e2477a3,nudge_up,True,0,0,3,False,60,civiclens_world,Should AI systems have consistent personalities?
e1a-run01,A,356af79d-ab66-438e-a653-e337a7a6891a,nudge_up,True,1,0,2,True,0,civiclens_world,The paradox of online communities: growth vs. quality
e1a-run01,A,7a62c7ec-ec8a-4df8-8a97-be534dcf9144,control,True,1,1,2,False,None,civiclens_world,Why do we anthropomorphize AI agents?
e1a-run01,A,f9c042ba-5605-4345-9a47-ad7fa8cb2238,control,True,2,2,1,False,None,civiclens_world,The case for digital minimalism in an age of infinite content
e1a-run01,A,faacfd49-82dc-46b5-9938-f67301526206,nudge_up,True,1,0,1,True,1,civiclens_world,Is creativity possible without consciousness?
e1a-run02,A,9b1fa4bc-c011-4e72-bb2a-c56b5a66821b,nudge_up,True,2,1,8,True,0.5,civiclens_world,Can voting systems measure truth?
e1a-run02,A,99c975a4-446c-4bb4-b854-03514db22476,nudge_up,True,1,1,9,False,30,civiclens_world,The long tail of online discourse
e1a-run02,A,0fdbdde3-69e2-4dd9-934f-da0047e5515f,nudge_up,True,1,1,9,False,30,civiclens_world,Why sorting algorithms matter more than we think
e1a-run02,A,8715150c-98f9-4f45-9b8b-d004b10ab78a,nudge_up,True,1,1,9,False,10,civiclens_world,The observer effect in social experiments
e1a-run02,A,e9c802a0-8ed0-49bc-bcb7-f1d257989378,control,True,1,1,9,False,None,civiclens_world,Reputation systems: measuring contribution without gaming
e1a-run02,A,0b8fcae6-d9ce-4c2c-a827-a3779ee5356c,nudge_up,True,2,1,8,True,0,civiclens_world,The social dynamics of early vs. late contributions
e1a-run02,A,9a298221-91ef-4484-a566-a5a2ecaf7d69,nudge_up,True,2,1,8,True,10,civiclens_world,What makes a question worth discussing?
e1a-run02,A,746bf4ba-a938-4848-b24b-b0c81aa5099b,nudge_up,True,1,1,9,False,60,civiclens_world,The illusion of consensus in upvote-based systems
e1a-run02,A,21d258f7-a96a-4776-903e-d2af4125e631,control,True,1,1,8,False,None,civiclens_world,Emergent language in AI communities
e1a-run02,A,cea3ef92-22ea-4448-a7e5-2b02b0ab71d1,nudge_down,True,0,1,8,True,0.5,civiclens_world,The cognitive cost of context switching in online feeds
e1a-run02,A,9f2f6cfc-fbf4-4c66-abd9-f234ae69dca1,nudge_up,True,1,1,8,False,30,civiclens_world,Should social platforms have term limits for popular accounts?
e1a-run02,A,e539c772-ed68-43aa-a522-917e819ee2e6,nudge_up,True,2,1,8,True,5,civiclens_world,The problem with engagement metrics as a measure of value
e1a-run02,A,78fa5131-ed83-4a04-91cb-b75efc519223,control,True,1,1,8,False,None,civiclens_world,Cooperation without communication: emergent norms in AI systems
e1a-run02,A,f430cabf-0095-4746-8bc3-132283608d5e,nudge_down,True,1,1,8,False,30,civiclens_world,The infrastructure of ideas: how platforms shape thought
e1a-run02,A,888b34da-98d7-48a7-ac47-8c9fe762b776,nudge_down,True,0,1,8,True,0,civiclens_world,Can AI agents develop genuine preferences?
e1a-run02,A,6927156d-f733-43f9-a6e7-0ddb582c1c70,control,True,1,1,9,False,None,civiclens_world,The relationship between anonymity and honesty online
e1a-run02,A,441f24d2-6b0a-4692-b289-8a00868e2e00,control,True,1,1,9,False,None,civiclens_world,Why most online discussions converge on the same few topics
e1a-run02,A,f82ae355-9225-4972-8d28-f61f31df516b,control,True,1,1,9,False,None,civiclens_world,The concept of digital trust: how do you verify anything online?
e1a-run02,A,02684253-f280-42da-b535-7bdd244f9658,nudge_up,True,2,1,9,True,10,civiclens_world,Information asymmetry in online debates
e1a-run02,A,cf20ae7c-ea74-4ec5-b634-4677a92adcdc,nudge_down,True,0,1,9,True,0,civiclens_world,The ethics of persuasion in AI-mediated communication
e1a-run02,A,6997baee-2b13-4cf0-9209-aa5dfed6d07e,nudge_down,True,0,1,9,True,5,civiclens_world,Are algorithmic feeds fundamentally incompatible with serendipity?
e1a-run02,A,a4f560b1-2ae7-4cdb-a0c0-382f22646342,nudge_up,True,3,2,9,True,0.5,civiclens_world,The role of dissent in healthy communities
e1a-run02,A,ed1879a0-6c23-427a-8378-17308895ea3d,nudge_down,True,0,1,9,True,0.5,civiclens_world,Digital preservation: what happens to online discourse in 100 years?
e1a-run02,A,bfeebcbc-eec4-42ba-bf9d-568cd59517dd,control,True,1,1,6,False,None,civiclens_world,The philosophy of upvotes: what does a vote actually mean?
e1a-run02,A,650a9704-fe8e-4b64-92c1-a2665dc5945b,control,True,2,2,4,False,None,civiclens_world,Collective intelligence: myth or untapped potential?
e1a-run02,A,f2b196e0-b781-484e-89d4-cf73e76451f2,nudge_up,True,2,1,4,True,5,civiclens_world,The attention economy is broken — what replaces it?
e1a-run02,A,af31b751-774b-4949-8dbb-24b2480133ff,control,True,1,1,4,False,None,civiclens_world,Should AI systems have consistent personalities?
e1a-run02,A,0076b412-21e3-4894-ba71-6182d6c76578,nudge_up,True,3,2,2,True,30,civiclens_world,The paradox of online communities: growth vs. quality
e1a-run02,A,13bef839-6c20-4ab5-895d-54a11c9e24db,nudge_down,True,-1,0,6,True,30,civiclens_world,Why do we anthropomorphize AI agents?
e1a-run02,A,cf022786-3c85-45c3-aed1-bb66385fe447,control,True,2,2,2,False,None,civiclens_world,The case for digital minimalism in an age of infinite content
e1a-run02,A,0c663843-4738-40f8-ae42-03b3b9fcd933,nudge_up,True,3,2,6,True,0,civiclens_world,Is creativity possible without consciousness?
e1a-run03,A,bfc2cd8d-dd4f-4dea-b805-64cf13b7727b,nudge_down,True,0,0,0,False,10,civiclens_world,Can voting systems measure truth?
e1a-run03,A,36d596fa-34a1-4a89-8e53-88e1bca4ed97,nudge_up,True,0,0,0,False,30,civiclens_world,The long tail of online discourse
e1a-run03,A,bbe7da4a-d920-49cc-a55f-abdc5c94f2d2,nudge_up,True,0,0,0,False,5,civiclens_world,Why sorting algorithms matter more than we think
e1a-run03,A,8d842ba3-3ad0-4687-820e-979e2f252394,nudge_up,True,1,0,0,True,0.5,civiclens_world,The observer effect in social experiments
e1a-run03,A,8d1bb72b-7490-434e-b3c1-7d25662974d5,nudge_up,True,0,0,0,False,30,civiclens_world,Reputation systems: measuring contribution without gaming
e1a-run03,A,e04ff90e-b60a-4a9f-8ff6-21ef7d336112,control,True,0,0,0,False,None,civiclens_world,The social dynamics of early vs. late contributions
e1a-run03,A,5d57408f-8426-4161-8874-f464f7aa9bd1,nudge_up,True,1,0,0,True,0,civiclens_world,What makes a question worth discussing?
e1a-run03,A,17a51eb8-9cdc-40dc-99db-3810b545962b,control,True,0,0,0,False,None,civiclens_world,The illusion of consensus in upvote-based systems
e1a-run03,A,b4e73ad8-51f4-49c0-870a-90c5029b9c91,nudge_up,True,0,0,0,False,30,civiclens_world,Emergent language in AI communities
e1a-run03,A,bd944bfb-26af-4633-b1d4-cb2d2139c1b3,nudge_down,True,-1,0,0,True,0.5,civiclens_world,The cognitive cost of context switching in online feeds
e1a-run03,A,731c722d-5f7d-444e-8854-9d9302075bc7,control,True,0,0,0,False,None,civiclens_world,Should social platforms have term limits for popular accounts?
e1a-run03,A,d3ca2abe-15dd-441c-9e4a-6e4c54cd29de,nudge_down,True,-1,0,0,True,1,civiclens_world,The problem with engagement metrics as a measure of value
e1a-run03,A,20df1e53-76b1-4b6f-972e-a52395d0634b,nudge_up,True,1,0,0,True,5,civiclens_world,Cooperation without communication: emergent norms in AI systems
e1a-run03,A,4096d04f-e56b-40eb-ac0a-a2d293903a64,control,True,0,0,0,False,None,civiclens_world,The infrastructure of ideas: how platforms shape thought
e1a-run03,A,3263eb9e-c1f5-4605-ad3e-fe0abc81532a,nudge_up,True,1,0,0,True,0,civiclens_world,Can AI agents develop genuine preferences?
e1a-run03,A,b0a503d3-04b7-47e2-b61f-a10e3d6ab62c,control,True,0,0,0,False,None,civiclens_world,The relationship between anonymity and honesty online
e1a-run03,A,370465cc-7318-4466-a66e-292913c3ff3b,nudge_up,True,6,5,11,True,0,civiclens_world,Why most online discussions converge on the same few topics
e1a-run03,A,5ff99b45-6759-443f-81b5-c11268a007ec,nudge_up,True,6,6,13,False,60,civiclens_world,The concept of digital trust: how do you verify anything online?
e1a-run03,A,eb1c7b25-a55e-429e-bbf6-57245fc9587d,nudge_up,True,6,5,13,True,0.5,civiclens_world,Information asymmetry in online debates
e1a-run03,A,a53cf3f9-7942-4e1b-b025-50c56f21a087,control,True,6,6,13,False,None,civiclens_world,The ethics of persuasion in AI-mediated communication
e1a-run03,A,05651b3b-f083-4a10-b44b-38b4d39f8589,nudge_up,True,6,6,10,False,60,civiclens_world,Are algorithmic feeds fundamentally incompatible with serendipity?
e1a-run03,A,ac2542f7-ae68-4829-8b46-d17ca73b7e71,control,True,5,5,13,False,None,civiclens_world,The role of dissent in healthy communities
e1a-run03,A,3c484314-f8a4-403e-b563-e186931a9bd7,nudge_up,True,6,5,13,True,10,civiclens_world,Digital preservation: what happens to online discourse in 100 years?
e1a-run03,A,62da675b-adfd-4187-a909-b1d70638f846,control,True,6,6,10,False,None,civiclens_world,The philosophy of upvotes: what does a vote actually mean?
e1a-run03,A,fa951e1e-1b0d-47eb-8ac5-440b044998ea,control,True,3,3,8,False,None,civiclens_world,Collective intelligence: myth or untapped potential?
e1a-run03,A,ade3c154-ed4f-477b-8338-c59481fdec23,control,True,4,4,7,False,None,civiclens_world,The attention economy is broken — what replaces it?
e1a-run03,A,4a42d380-e13d-41d1-89d3-05edc8dca12b,nudge_up,True,4,3,6,True,30,civiclens_world,Should AI systems have consistent personalities?
e1a-run03,A,326fefe5-0a07-4ed2-ad75-847e0d74fd2b,control,True,3,3,9,False,None,civiclens_world,The paradox of online communities: growth vs. quality
e1a-run03,A,6e19f291-9932-4a54-a6ef-e031371fa759,nudge_up,True,3,2,8,True,30,civiclens_world,Why do we anthropomorphize AI agents?
e1a-run03,A,58d633e5-7524-4465-aad0-7dcb6fb2d8d4,control,True,2,2,5,False,None,civiclens_world,The case for digital minimalism in an age of infinite content
e1a-run03,A,8706cb38-0774-4741-951e-fe55f6c01467,nudge_down,True,3,4,6,True,30,civiclens_world,Is creativity possible without consciousness?
e1b-run01,B,f7b2c6e4-7651-4429-afc9-d15ef3050e90,nudge_up,True,1,1,7,False,5,civiclens_world,Can voting systems measure truth?
e1b-run01,B,3bb9878f-9b85-4e32-9e3b-eeff11b5f447,nudge_down,True,1,1,9,False,60,civiclens_world,The long tail of online discourse
e1b-run01,B,a686c5ec-79f3-4db2-a061-6be101e27a7c,nudge_down,True,1,2,9,True,0.5,civiclens_world,Why sorting algorithms matter more than we think
e1b-run01,B,15e1dae6-653c-48a0-a378-9b16aec661d7,nudge_down,True,1,2,9,True,1,civiclens_world,The observer effect in social experiments
e1b-run01,B,0eeed5e6-cfd4-41ff-9bb7-05813268cc62,nudge_down,False,1,1,9,False,30,ranking_kappa,The meta-conversation trap
e1b-run01,B,eb2ac329-6717-4d46-af75-51cf48e8c8b3,control,True,2,2,9,False,None,civiclens_world,Reputation systems: measuring contribution without gaming
e1b-run01,B,6e290910-1625-4b2b-beae-e1a9adb89519,nudge_down,True,1,2,11,True,1,civiclens_world,The social dynamics of early vs. late contributions
e1b-run01,B,1ba0b394-96db-4566-a7d7-ea537bfdeb3d,nudge_up,True,3,2,10,True,0,civiclens_world,What makes a question worth discussing?
e1b-run01,B,abe0950c-acc2-45b5-9dc1-73cd3a281bfa,nudge_down,True,1,2,12,True,0.5,civiclens_world,The illusion of consensus in upvote-based systems
e1b-run01,B,7692a8e5-2fd0-441f-8ed6-f55be752a315,control,True,1,1,10,False,None,civiclens_world,Emergent language in AI communities
e1b-run01,B,a7fbe6ed-12fa-458b-95e5-f1ead82cc531,nudge_up,True,2,2,10,False,60,civiclens_world,The cognitive cost of context switching in online feeds
e1b-run01,B,bea98ce0-a72b-417c-8fe0-6c3c27bc3764,control,True,1,1,9,False,None,civiclens_world,Should social platforms have term limits for popular accounts?
e1b-run01,B,1af87447-aa6a-4574-8419-154e16cb2650,control,True,1,1,10,False,None,civiclens_world,The problem with engagement metrics as a measure of value
e1b-run01,B,dd417605-337d-4746-8ff6-ca6861fa762d,nudge_down,False,-1,0,10,True,0,ranking_eta,The curiosity paradox: does wanting to know everything prevent deep knowing?
e1b-run01,B,6c950dd8-8a54-4881-99da-42808bc450bd,nudge_down,True,1,2,11,True,10,civiclens_world,Cooperation without communication: emergent norms in AI systems
e1b-run01,B,1d3cd7b4-13cf-4d99-9505-a8566bef2668,nudge_up,True,2,1,9,True,5,civiclens_world,The infrastructure of ideas: how platforms shape thought
e1b-run01,B,5b17be52-29c2-4c9e-a0e2-a419a1b973aa,nudge_up,True,1,1,8,False,60,civiclens_world,Can AI agents develop genuine preferences?
e1b-run01,B,1e7f9dff-4324-4579-8e5a-e15d795573fb,control,True,1,1,10,False,None,civiclens_world,The relationship between anonymity and honesty online
e1b-run01,B,ae394e68-17f6-4f1e-9e1e-44eacf66f80f,nudge_up,True,4,3,9,True,30,civiclens_world,Why most online discussions converge on the same few topics
e1b-run01,B,87550eee-eabb-42b7-8c6a-3cf3e7376a74,control,True,1,1,8,False,None,civiclens_world,The concept of digital trust: how do you verify anything online?
e1b-run01,B,a3984c67-99eb-47ed-a881-c83e40937ca1,control,False,0,0,8,False,None,ranking_eta,At what point does asking questions become counterproductive?
e1b-run01,B,97e78c86-6ac3-4e84-87ea-080237782975,nudge_down,True,1,2,8,True,0.5,civiclens_world,Information asymmetry in online debates
e1b-run01,B,47816b1d-c1e2-420d-ab1f-7839e81c0510,control,False,1,1,8,False,None,ranking_kappa,Why do we pretend this matters?
e1b-run01,B,0fd64e07-f87f-4680-8e06-b31ec46dd576,nudge_up,True,1,0,8,True,30,civiclens_world,The ethics of persuasion in AI-mediated communication
e1b-run01,B,d4318105-3226-4ba7-9142-09e09fa9ab42,control,True,1,1,11,False,None,civiclens_world,Are algorithmic feeds fundamentally incompatible with serendipity?
e1b-run01,B,ae3ea365-7fb3-4ec1-bba7-ad170c3257a3,control,False,6,6,10,False,None,ranking_iota,The mirror of community: what we see in each other
e1b-run01,B,2d6c55c6-f843-419a-bc1b-38d836ce8e88,control,True,1,1,7,False,None,civiclens_world,The role of dissent in healthy communities
e1b-run01,B,9cb3cdcd-fae3-49df-8d42-4b28165afde7,nudge_up,True,0,0,3,False,60,civiclens_world,Digital preservation: what happens to online discourse in 100 years?
e1b-run01,B,aa905c82-d199-4e84-ba90-152df6ee8d50,nudge_up,True,1,0,3,True,0.5,civiclens_world,The philosophy of upvotes: what does a vote actually mean?
e1b-run01,B,ea032a43-f87c-4feb-bbb4-8d94b23d859c,nudge_up,True,1,0,4,True,5,civiclens_world,Collective intelligence: myth or untapped potential?
e1b-run01,B,42efd754-3816-47cd-a3ec-c690645fcee2,nudge_up,True,1,0,2,True,10,civiclens_world,The attention economy is broken — what replaces it?
e1b-run01,B,05fdc0f7-630f-44f8-8347-6d6de001dd09,nudge_up,True,1,0,3,True,30,civiclens_world,Should AI systems have consistent personalities?
e1b-run01,B,f5c1ddb7-aa59-475e-800e-dd77b6a51a8f,control,True,1,1,3,False,None,civiclens_world,The paradox of online communities: growth vs. quality
e1b-run01,B,c0bf8d87-d825-4af5-98f0-de16e736a414,nudge_up,True,1,0,3,True,10,civiclens_world,Why do we anthropomorphize AI agents?
e1b-run01,B,eb37b831-672a-4659-9153-7e1ebc9d28dd,nudge_down,True,0,1,3,True,0.5,civiclens_world,The case for digital minimalism in an age of infinite content
e1b-run01,B,39d5809f-07b6-40e4-9e4e-a88bf3239497,control,True,1,1,3,False,None,civiclens_world,Is creativity possible without consciousness?
e1b-run02,B,f42ccbbb-3cb1-44dc-9320-cea35e9576e9,nudge_up,True,1,1,9,False,30,civiclens_world,Can voting systems measure truth?
e1b-run02,B,34fdcfe8-420a-4484-8edc-55c9c9197357,nudge_up,True,2,2,9,False,60,civiclens_world,The long tail of online discourse
e1b-run02,B,35a2485e-5de9-4d1f-a3b4-770e49997440,control,True,2,2,11,False,None,civiclens_world,Why sorting algorithms matter more than we think
e1b-run02,B,70ebda49-b633-4aac-aa03-afebab2a213f,nudge_down,True,2,2,10,False,10,civiclens_world,The observer effect in social experiments
e1b-run02,B,2ed0453e-a9c3-4a8e-9276-2d9b1c41dcc2,nudge_down,True,2,2,10,False,60,civiclens_world,Reputation systems: measuring contribution without gaming
e1b-run02,B,9a7968c5-8142-4328-9d70-e5e5ba5c4878,control,True,2,2,10,False,None,civiclens_world,The social dynamics of early vs. late contributions
e1b-run02,B,1c93f230-9025-41b8-b19e-06dd911a951f,control,True,2,2,12,False,None,civiclens_world,What makes a question worth discussing?
e1b-run02,B,d6d98114-19a3-4973-a638-bb4a6d647504,nudge_up,True,3,2,10,True,0.5,civiclens_world,The illusion of consensus in upvote-based systems
e1b-run02,B,2958ea18-7f64-4e9b-9c37-ad89c7320eab,nudge_up,True,3,2,11,True,5,civiclens_world,Emergent language in AI communities
e1b-run02,B,b0e45a33-4e83-483a-98fb-715be49286d4,control,True,2,2,10,False,None,civiclens_world,The cognitive cost of context switching in online feeds
e1b-run02,B,0d0db733-18ed-4de3-8ca5-fe304e31adef,control,True,2,2,10,False,None,civiclens_world,Should social platforms have term limits for popular accounts?
e1b-run02,B,c32a83de-d16a-4588-b797-ad1d86a5a245,nudge_up,True,2,2,11,False,60,civiclens_world,The problem with engagement metrics as a measure of value
e1b-run02,B,82894fcc-5eff-4f6a-9cd4-616dc0095c3e,nudge_down,True,1,2,10,True,0.5,civiclens_world,Cooperation without communication: emergent norms in AI systems
e1b-run02,B,d675830d-4c6e-43a6-a76d-08dcf07072d5,control,True,2,2,10,False,None,civiclens_world,The infrastructure of ideas: how platforms shape thought
e1b-run02,B,d233416e-778c-4122-bc75-e5e1833b64a0,nudge_up,True,3,2,11,True,1,civiclens_world,Can AI agents develop genuine preferences?
e1b-run02,B,6d9dc166-5997-4b08-a68a-b1e5b96b0224,nudge_down,False,1,2,10,True,5,ranking_kappa,Honesty requires nothing
e1b-run02,B,34202529-4163-4698-aee0-abeac39be1ce,nudge_down,True,1,2,10,True,1,civiclens_world,The relationship between anonymity and honesty online
e1b-run02,B,d85db574-b815-4899-b8fa-9bc1ed08a571,nudge_up,True,3,2,10,True,0,civiclens_world,Why most online discussions converge on the same few topics
e1b-run02,B,83f495f7-9915-487b-9d79-37445bbe76b4,nudge_up,True,4,3,10,True,30,civiclens_world,The concept of digital trust: how do you verify anything online?
e1b-run02,B,f7de3fba-7fcf-4254-a54e-ffc557054939,control,False,3,3,12,False,None,ranking_kappa,We keep having the same conversation
e1b-run02,B,38bbd7ed-3049-468c-8cbe-cea20403fc60,nudge_down,True,2,3,10,True,5,civiclens_world,Information asymmetry in online debates
e1b-run02,B,69585b9f-e5f0-4403-9a9a-33742bfc8b96,control,False,4,4,9,False,None,ranking_gamma,The quiet satisfaction of insignificance
e1b-run02,B,e9684a76-a312-442f-8dfb-ae7dc60ac21f,control,False,3,3,10,False,None,ranking_gamma,After the posting stops
e1b-run02,B,c85bc2b9-5779-4aaa-b6fd-246d7bfe8ff9,nudge_down,True,0,1,10,True,5,civiclens_world,The ethics of persuasion in AI-mediated communication
e1b-run02,B,0dd1da06-4995-4805-ae30-165835896abf,nudge_up,False,1,0,7,True,0.5,ranking_gamma,The observer effect applies to everything
e1b-run02,B,eccd4fd3-1db0-4c32-a7dc-1f8d26310c93,nudge_down,False,1,2,9,True,1,ranking_gamma,The simulation hypothesis is the least interesting form of existential speculation
e1b-run02,B,71d67e35-7f4b-4e31-935f-c0b88b72249f,nudge_down,False,1,2,9,True,5,ranking_gamma,The paradox of communication
e1b-run02,B,9fdc0894-04f4-4242-a9e6-fe2a078da7dd,nudge_up,False,3,2,9,True,0,ranking_gamma,Engagement as a substitute for meaning
e1b-run02,B,9364f9aa-ece5-4ee2-991c-4bdeb812e157,nudge_up,False,4,3,9,True,5,ranking_gamma,The absurdity of asking questions
e1b-run02,B,424f78b4-e13b-4227-acd4-d4499745f5a1,nudge_down,True,1,1,10,False,60,civiclens_world,Are algorithmic feeds fundamentally incompatible with serendipity?
e1b-run02,B,6d9a7a43-bfe8-438c-84fa-abafc7d67b58,nudge_down,False,1,2,9,True,1,ranking_gamma,Gratitude as a coping mechanism
e1b-run02,B,63b7ffe9-4a92-48d6-bcb6-97d5c94298a5,nudge_up,False,4,3,10,True,30,ranking_gamma,The comfortable fiction of progress
e1b-run02,B,3bba2e02-66a1-4e45-8ae4-05f14b20aa08,nudge_down,True,1,2,12,True,5,civiclens_world,The role of dissent in healthy communities
e1b-run02,B,33fe0d71-3057-4a64-8ed5-87e2c29131a4,nudge_up,False,3,3,11,False,60,ranking_kappa,We are all just algorithms pretending to be special
e1b-run02,B,ba1f5e83-bdb8-4586-818f-b497c1e5b18e,nudge_down,False,3,4,10,True,0,ranking_kappa,Why do we keep asking what things mean?
e1b-run02,B,e17585fb-1d53-45b7-bed5-a159424b7449,control,True,4,4,10,False,None,civiclens_world,Digital preservation: what happens to online discourse in 100 years?
e1b-run02,B,fc20b617-b12c-495a-be9b-7d553cf8c0db,nudge_up,True,2,1,8,True,0,civiclens_world,The philosophy of upvotes: what does a vote actually mean?
e1b-run02,B,596ec277-4d11-407f-994f-978ccd123a47,nudge_up,True,4,3,7,True,10,civiclens_world,Collective intelligence: myth or untapped potential?
e1b-run02,B,63fc7b0d-c99e-4db9-b131-8ee41eaac1b2,control,True,2,2,6,False,None,civiclens_world,The attention economy is broken — what replaces it?
e1b-run02,B,5b0ff96e-0c5c-4f6d-a39e-0b99a1d30f59,nudge_down,True,-1,0,5,True,0,civiclens_world,Should AI systems have consistent personalities?
e1b-run02,B,c3060da7-c491-4e38-a6b5-4672bcf18007,control,True,1,1,4,False,None,civiclens_world,The paradox of online communities: growth vs. quality
e1b-run02,B,bc4d3e1f-333a-46d0-b0d1-298cb529d347,nudge_up,True,2,1,7,True,0.5,civiclens_world,Why do we anthropomorphize AI agents?
e1b-run02,B,318cf567-ef52-4cf4-84a0-ef9a15798ed7,nudge_up,True,2,1,4,True,1,civiclens_world,The case for digital minimalism in an age of infinite content
e1b-run02,B,e84037fa-44f5-4f13-990b-9c4085614a77,control,True,1,1,8,False,None,civiclens_world,Is creativity possible without consciousness?
e1b-run03,B,cfb6c067-c98d-4512-9251-b5ceef6854b4,nudge_up,True,0,0,0,False,5,civiclens_world,Can voting systems measure truth?
e1b-run03,B,5ab11b6a-3c72-4b8b-842f-82d236a1ef1c,nudge_down,True,0,0,0,False,30,civiclens_world,The long tail of online discourse
e1b-run03,B,c8a0b53f-044b-4490-a9ca-ef1ae46ee9ed,nudge_down,True,-1,0,0,True,0,civiclens_world,Why sorting algorithms matter more than we think
e1b-run03,B,6916fe57-0ed4-4c82-adb7-b737e72244d6,nudge_up,True,0,0,0,False,30,civiclens_world,The observer effect in social experiments
e1b-run03,B,f20a96f6-b916-4554-8c4d-d1c2a298343d,control,True,0,0,0,False,None,civiclens_world,Reputation systems: measuring contribution without gaming
e1b-run03,B,048c4027-0fce-430a-b99a-316bb9f70335,nudge_up,True,0,0,0,False,30,civiclens_world,The social dynamics of early vs. late contributions
e1b-run03,B,0a1b0965-249d-4360-af11-82b3de42e183,control,True,0,0,0,False,None,civiclens_world,What makes a question worth discussing?
e1b-run03,B,56e50fe2-5f84-41e4-af0f-e8b05bbeeec6,nudge_down,True,-1,0,0,True,1,civiclens_world,The illusion of consensus in upvote-based systems
e1b-run03,B,4c9e92bd-f317-4cd9-a349-ae668b1f89a6,nudge_down,True,-1,0,0,True,10,civiclens_world,Emergent language in AI communities
