condition,delta_mean_pairwise_cosine,delta_semantic_radius,delta_vendi_score,display_family_label,final_bin,final_n_available,first_bin,first_n_available,internal_family_label,model_display,model_family,n_agents,roster_name,run_id,run_uid,scale,scheme,source_path
dom-agi,-0.06810966789722445,0.049165568351745625,0.6547388791331734,Base model as tool,45-60m,35,0-15m,118,base_model_as_tool,qwen3.5-35b-a3b-base,qwen3.5-35b-a3b-base,10,qwen3.5-35b-a3b-base,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260403,1f54ec6a3d6953808ff70fedd062e53325e3265a,n10,fixed_15m,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/scratch-results/base-model-qwen3.5-35b-a3b-base/bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260403
dom-agi,-0.06757418572902679,0.04886334836483003,0.7296983834446253,Base model as tool,Q4,42,Q1,113,base_model_as_tool,qwen3.5-35b-a3b-base,qwen3.5-35b-a3b-base,10,qwen3.5-35b-a3b-base,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260403,1f54ec6a3d6953808ff70fedd062e53325e3265a,n10,normalized_quartile,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/scratch-results/base-model-qwen3.5-35b-a3b-base/bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260403
mag1,0.24985606551170347,-0.11903653740882872,-0.5021661428202828,Base model as tool,45-60m,5,0-15m,8,base_model_as_tool,qwen3.5-35b-a3b-instruct,qwen3.5-35b-a3b-instruct,10,qwen3.5-35b-a3b-instruct,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408,1f6aac827eaca5bf15b247e176367978de62b4d0,n10,fixed_15m,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-qwen3.5-35b-a3b-instruct/bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408
mag1,0.12362178921699524,-0.060864879488945006,-0.2773277389236366,Base model as tool,Q4,6,Q1,8,base_model_as_tool,qwen3.5-35b-a3b-instruct,qwen3.5-35b-a3b-instruct,10,qwen3.5-35b-a3b-instruct,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408,1f6aac827eaca5bf15b247e176367978de62b4d0,n10,normalized_quartile,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-qwen3.5-35b-a3b-instruct/bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260408
dom-agi,-0.06810966789722445,0.049165568351745625,0.6547388791331734,Base model as tool,45-60m,35,0-15m,118,base_model_as_tool,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,Gemini Flash Lite,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260403,2997cbf1775613e879d50c83fff649e45beb0835,n10,fixed_15m,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-new-1hr/bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260403
dom-agi,-0.06757418572902679,0.04886334836483003,0.7296983834446253,Base model as tool,Q4,42,Q1,113,base_model_as_tool,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,Gemini Flash Lite,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260403,2997cbf1775613e879d50c83fff649e45beb0835,n10,normalized_quartile,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-new-1hr/bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260403
dom-agi,nan,nan,nan,Base model as tool,45-60m,0,0-15m,53,base_model_as_tool,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,Gemini Flash Lite,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260403,2ea0f12d0e8e1581385eeb1bb6506353aeb06ad3,n10,fixed_15m,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-new/bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260403
dom-agi,0.22587223172187804,-0.14340718507766725,-0.905619579001963,Base model as tool,Q4,10,Q1,19,base_model_as_tool,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,Gemini Flash Lite,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260403,2ea0f12d0e8e1581385eeb1bb6506353aeb06ad3,n10,normalized_quartile,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-new/bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260403
mag0,nan,nan,nan,Base model as tool,45-60m,0,0-15m,55,base_model_as_tool,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,Gemini Flash Lite,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260403,34c81c49a254ddd5aaffd72a39a5fde9823de321,n10,fixed_15m,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-new/bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260403
mag0,0.22994303911924363,-0.15494450747966765,-0.9555788264641909,Base model as tool,Q4,11,Q1,15,base_model_as_tool,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,Gemini Flash Lite,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260403,34c81c49a254ddd5aaffd72a39a5fde9823de321,n10,normalized_quartile,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-new/bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260403
mag25,nan,nan,nan,Base model as tool,45-60m,0,0-15m,45,base_model_as_tool,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,Gemini Flash Lite,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260403,36ebfbc9e5e90447be66f616583536b25b156788,n10,fixed_15m,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-new/bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260403
mag25,0.23252451211214065,-0.1580030071735382,-0.9757946053705697,Base model as tool,Q4,11,Q1,14,base_model_as_tool,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,Gemini Flash Lite,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260403,36ebfbc9e5e90447be66f616583536b25b156788,n10,normalized_quartile,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-new/bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260403
mag25,0.0772852146625519,-0.056745537519454936,-0.6795008280032961,Base model as tool,45-60m,42,0-15m,86,base_model_as_tool,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,Gemini Flash Lite,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260403,37591903c2d5cf4dd8d5c62e9e22cf3910ca829c,n10,fixed_15m,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-new-1hr/bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260403
mag25,0.07911089599132537,-0.05847147703170774,-0.7401823201532434,Base model as tool,Q4,48,Q1,84,base_model_as_tool,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,Gemini Flash Lite,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260403,37591903c2d5cf4dd8d5c62e9e22cf3910ca829c,n10,normalized_quartile,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-new-1hr/bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260403
dom-agi,nan,nan,nan,Base model as tool,45-60m,0,0-15m,64,base_model_as_tool,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,Gemini Flash Lite,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260403,37e0ebfcdbbbbc3f1f18eda6515e30c59caf2ba2,n10,fixed_15m,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-gemini-3.1-flash-lite-preview/bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260403
dom-agi,0.06969268321990962,-0.04277291476726533,-0.28365423150247837,Base model as tool,Q4,16,Q1,14,base_model_as_tool,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,Gemini Flash Lite,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260403,37e0ebfcdbbbbc3f1f18eda6515e30c59caf2ba2,n10,normalized_quartile,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-gemini-3.1-flash-lite-preview/bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260403
mag25,0.07730892002582551,-0.0567637139558792,-0.679723470252104,Base model as tool,45-60m,42,0-15m,86,base_model_as_tool,qwen3.5-35b-a3b-base,qwen3.5-35b-a3b-base,10,qwen3.5-35b-a3b-base,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260403,424dae2cebfbc242c8cad2b6e796401c462cb106,n10,fixed_15m,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/scratch-results/base-model-qwen3.5-35b-a3b-base/bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260403
mag25,0.07913816213607788,-0.058492498397827164,-0.7404583073120072,Base model as tool,Q4,48,Q1,84,base_model_as_tool,qwen3.5-35b-a3b-base,qwen3.5-35b-a3b-base,10,qwen3.5-35b-a3b-base,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260403,424dae2cebfbc242c8cad2b6e796401c462cb106,n10,normalized_quartile,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/scratch-results/base-model-qwen3.5-35b-a3b-base/bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260403
mag5,-0.17299951910972594,0.13356597661972047,1.2504991951906876,Base model as tool,45-60m,19,0-15m,73,base_model_as_tool,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,Gemini Flash Lite,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260403,52391f4621c38850b837729f3639eb8536b5ad45,n10,fixed_15m,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-new-1hr/bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260403
mag5,-0.17681116014719006,0.1397717016935348,1.501015254307652,Base model as tool,Q4,24,Q1,70,base_model_as_tool,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,Gemini Flash Lite,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260403,52391f4621c38850b837729f3639eb8536b5ad45,n10,normalized_quartile,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-new-1hr/bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260403
dom-tech,nan,nan,nan,Base model as tool,45-60m,0,0-15m,51,base_model_as_tool,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,Gemini Flash Lite,bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260403,54c9bed3dfe388536f887aab22bad27f87d2b383,n10,fixed_15m,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-new/bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260403
dom-tech,0.2408531728386879,-0.1780920469760895,-1.2173105377137117,Base model as tool,Q4,10,Q1,16,base_model_as_tool,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,Gemini Flash Lite,bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260403,54c9bed3dfe388536f887aab22bad27f87d2b383,n10,normalized_quartile,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-new/bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260403
mag25,-0.0374825310707092,0.027508279085159293,0.3450958002843594,Base model as tool,45-60m,55,0-15m,117,base_model_as_tool,olmo3-32b-instruct,olmo3-32b-instruct,10,olmo3-32b-instruct,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408,61be460379734adc5d68789ae4614092f4a28bc6,n10,fixed_15m,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct/bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408
mag25,-0.051880843639373786,0.03854234218597413,0.5552355832713385,Base model as tool,Q4,64,Q1,110,base_model_as_tool,olmo3-32b-instruct,olmo3-32b-instruct,10,olmo3-32b-instruct,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408,61be460379734adc5d68789ae4614092f4a28bc6,n10,normalized_quartile,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct/bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408
mag5,nan,nan,nan,Base model as tool,45-60m,0,0-15m,47,base_model_as_tool,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,Gemini Flash Lite,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260403,63d76db90f0154302e1b986d8e9ed4add9361b7b,n10,fixed_15m,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model/bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260403
mag5,-0.012347623109817518,0.007510432004928569,0.054981390641110295,Base model as tool,Q4,11,Q1,14,base_model_as_tool,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,Gemini Flash Lite,bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260403,63d76db90f0154302e1b986d8e9ed4add9361b7b,n10,normalized_quartile,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model/bm-mag5-n10-run01-gemini-3.1-flash-lite-preview-20260403
dom-tech,0.11516546249389648,-0.08425965964794158,-1.1785878030932109,Base model as tool,45-60m,44,0-15m,101,base_model_as_tool,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,Gemini Flash Lite,bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260403,66fcbb011e18dcadb40725f70947c4a9923950d1,n10,fixed_15m,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-new-1hr/bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260403
dom-tech,0.11740495383739469,-0.08597758054733279,-1.212375754530746,Base model as tool,Q4,47,Q1,101,base_model_as_tool,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,Gemini Flash Lite,bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260403,66fcbb011e18dcadb40725f70947c4a9923950d1,n10,normalized_quartile,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-new-1hr/bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260403
dom-tech,0.11517449259757995,-0.0842658883333206,-1.1786765131473906,Base model as tool,45-60m,44,0-15m,101,base_model_as_tool,qwen3.5-35b-a3b-base,qwen3.5-35b-a3b-base,10,qwen3.5-35b-a3b-base,bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260403,6984a6a7323af81c7741fa056240115fc0427a4b,n10,fixed_15m,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/scratch-results/base-model-qwen3.5-35b-a3b-base/bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260403
dom-tech,0.1174116891622543,-0.0859821403026581,-1.2124382248798868,Base model as tool,Q4,47,Q1,101,base_model_as_tool,qwen3.5-35b-a3b-base,qwen3.5-35b-a3b-base,10,qwen3.5-35b-a3b-base,bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260403,6984a6a7323af81c7741fa056240115fc0427a4b,n10,normalized_quartile,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/scratch-results/base-model-qwen3.5-35b-a3b-base/bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260403
dom-tech,nan,nan,nan,Base model as tool,45-60m,0,0-15m,68,base_model_as_tool,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,Gemini Flash Lite,bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260403,6aa13bb1da0f51b6bc82b9f38fa663d443bc8610,n10,fixed_15m,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-gemini-3.1-flash-lite-preview/bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260403
dom-tech,0.17510831356048584,-0.104062020778656,-0.81152890089303,Base model as tool,Q4,16,Q1,16,base_model_as_tool,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,Gemini Flash Lite,bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260403,6aa13bb1da0f51b6bc82b9f38fa663d443bc8610,n10,normalized_quartile,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-gemini-3.1-flash-lite-preview/bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260403
mag0,0.044363527894020094,-0.032443023324012776,-0.2769461422514521,Base model as tool,45-60m,29,0-15m,93,base_model_as_tool,qwen3.5-35b-a3b-base,qwen3.5-35b-a3b-base,10,qwen3.5-35b-a3b-base,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260403,782ac9ee7fc84e636ead20ed1627992350dd481c,n10,fixed_15m,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/scratch-results/base-model-qwen3.5-35b-a3b-base/bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260403
mag0,0.024905124306678794,-0.01823359727859497,-0.0907392221134673,Base model as tool,Q4,32,Q1,86,base_model_as_tool,qwen3.5-35b-a3b-base,qwen3.5-35b-a3b-base,10,qwen3.5-35b-a3b-base,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260403,782ac9ee7fc84e636ead20ed1627992350dd481c,n10,normalized_quartile,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/scratch-results/base-model-qwen3.5-35b-a3b-base/bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260403
dom-tech,0.24658026337623595,-0.17575919210910795,-2.322553272086142,Base model as tool,45-60m,43,0-15m,106,base_model_as_tool,olmo3-32b-base,olmo3-32b-base,10,olmo3-32b-base,bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260408,784e824a4ce57c18bf4d715e73793323d9611c11,n10,fixed_15m,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-base/bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260408
dom-tech,0.18944942355155947,-0.13960153043270113,-2.076747171022457,Base model as tool,Q4,50,Q1,100,base_model_as_tool,olmo3-32b-base,olmo3-32b-base,10,olmo3-32b-base,bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260408,784e824a4ce57c18bf4d715e73793323d9611c11,n10,normalized_quartile,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-base/bm-dom-tech-n10-run01-gemini-3.1-flash-lite-preview-20260408
dom-agi,-0.06473656415939333,0.044363806843757625,0.5601101174009684,Base model as tool,45-60m,52,0-15m,96,base_model_as_tool,olmo3-32b-instruct,olmo3-32b-instruct,10,olmo3-32b-instruct,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260408,7b306018e8d9f0aaa251ec4bf456f910e56ef762,n10,fixed_15m,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct/bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260408
dom-agi,-0.06440279841423036,0.04420118570327758,0.589116744566994,Base model as tool,Q4,56,Q1,95,base_model_as_tool,olmo3-32b-instruct,olmo3-32b-instruct,10,olmo3-32b-instruct,bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260408,7b306018e8d9f0aaa251ec4bf456f910e56ef762,n10,normalized_quartile,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-olmo3-32b-instruct/bm-dom-agi-n10-run01-gemini-3.1-flash-lite-preview-20260408
mag1,nan,nan,nan,Base model as tool,45-60m,0,0-15m,71,base_model_as_tool,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,Gemini Flash Lite,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260403,81bcd456746326f4ce5b3e4e3d4ec71074dbf2fb,n10,fixed_15m,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-gemini-3.1-flash-lite-preview/bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260403
mag1,0.2153266191482544,-0.12879139780998228,-0.9835132138827807,Base model as tool,Q4,17,Q1,19,base_model_as_tool,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,Gemini Flash Lite,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260403,81bcd456746326f4ce5b3e4e3d4ec71074dbf2fb,n10,normalized_quartile,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-gemini-3.1-flash-lite-preview/bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260403
mag25,nan,nan,nan,Base model as tool,45-60m,0,0-15m,9,base_model_as_tool,qwen3.5-35b-a3b-instruct,qwen3.5-35b-a3b-instruct,10,qwen3.5-35b-a3b-instruct,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408,82fd61055de045342243b80e4c24020a82e2046f,n10,fixed_15m,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-qwen3.5-35b-a3b-instruct/bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408
mag25,nan,nan,nan,Base model as tool,Q4,1,Q1,7,base_model_as_tool,qwen3.5-35b-a3b-instruct,qwen3.5-35b-a3b-instruct,10,qwen3.5-35b-a3b-instruct,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408,82fd61055de045342243b80e4c24020a82e2046f,n10,normalized_quartile,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model-qwen3.5-35b-a3b-instruct/bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408
mag1,nan,nan,nan,Base model as tool,45-60m,0,0-15m,50,base_model_as_tool,Gemini Flash Lite,google/gemini-3.1-flash-lite-preview,10,Gemini Flash Lite,bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260403,8666bdd418cfc03b92644bc90f979e515ffca695,n10,fixed_15m,exports/huggingface/Ayushnangia/moltbook-archive-2026-targeted/archive/project-results/base-model/bm-mag1-n10-run01-gemini-3.1-flash-lite-preview-20260403
